species,year_slope,year_l95,year_u95,year_sig,order_lat,family_lat,genus_lat,body_mass_g,body_length_mm,clutch_size,egg_volume_mm3,longevity_y,maturity_y,avonet_hwi,elev_range_m,avonet_range_size,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,niche_rel,diet_specialization,habitat_breadth_data,habitat_openness_avonet,migration_class,migration_score,status
Pycnonotus aurigaster,0.6065102892297045,0.14109251657910696,1.0461146624529305,TRUE,PASSERIFORMES,Pycnonotidae,Pycnonotus,44,210,2.5,3537.36,13.196429166666665,1.320100371565462,15.5,1830,2959739.34,Shrubland,2,1,Herbivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,0.8079405547479195,2,1,1,Winner
Pycnonotus jocosus,0.5423894595488263,0.1973875102440492,0.8769638947233717,TRUE,PASSERIFORMES,Pycnonotidae,Pycnonotus,33,192.5,3,3965.76,11.1,1.3042812761426696,14.2,2000,5185044.87,Shrubland,2,1,Herbivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,0.9204088663006711,2,1,1,Winner
Pycnonotus sinensis,0.47950517906075457,0.11157047576041886,0.8053087238185734,TRUE,PASSERIFORMES,Pycnonotidae,Pycnonotus,34.5,193,4,3372.8544,14.60153863636364,1.492636450799181,20.8,500,3154277.75,Human Modified,2,3,Herbivore,Frugivore,Insessorial,0.021546261089987327,0.9784537389100126,1.304610965781247,4,3,3,Winner
Pycnonotus xanthorrhous,0.4028660032137163,0.08157472479922466,0.7181667537641608,TRUE,PASSERIFORMES,Pycnonotidae,Pycnonotus,33.5,194,3.5,3011.499,12.277375595238096,1.2054041860869358,15.8,1300,1741022.34,Shrubland,2,1,Herbivore,Frugivore,Insessorial,0.021546261089987327,0.9784537389100126,1.3945927627046493,2,1,1,Winner
Pyrrhocorax pyrrhocorax,0.2659775680846969,-0.0806998271548751,0.6617481828298263,FALSE,PASSERIFORMES,Corvidae,Pyrrhocorax,347.5,415,4.5,16793.28,20.3,1.998631074606434,39,6000,12981520.53,Rock,3,2,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.3139783766576338,4,2,2,Stable
Recurvirostra avosetta,0.5789225982122124,0.14294458942102695,0.9259522660180916,TRUE,CHARADRIIFORMES,Recurvirostridae,Recurvirostra,297.5,436.5,4,33111.75,27.8,1.998631074606434,49.7,3000,17136961.53,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3294009073765884,3,2,2,Winner
Regulus regulus,0.06412343877893405,-0.3489021386738841,0.538740425874089,FALSE,PASSERIFORMES,Regulidae,Regulus,5.5,98.5,9.5,863.94,7,0.999315537303217,22,4000,13206760.36,Forest,1,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.228011804856695,1,3,3,Stable
Riparia diluta,0.2981569628079781,-0.07133884121303231,0.6909536443952492,FALSE,PASSERIFORMES,Hirundinidae,Riparia,14,130,5,2108.50296856499,11.315187662337662,1.0661884371237536,53.8,4500,9873409.46,Riverine,3,3,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.350926257811162,3,3,3,Stable
Riparia riparia,0.5068743119063704,0.1590858659000683,0.8596349058694338,TRUE,PASSERIFORMES,Hirundinidae,Riparia,14,130,5,1028.16,10.1,0.999315537303217,53,2100,36583654.61,Riverine,3,3,Carnivore,Invertivore,Aerial,0.47275031685678076,0.5272496831432192,1.3342782778541193,3,3,3,Winner
Saxicola ferreus,0.34114585102866923,-0.03423835296494864,0.739888212214818,FALSE,PASSERIFORMES,Muscicapidae,Saxicola,16,132.5,4.5,2180.25,10.219357142857142,1.0356291380115792,18.5,3300,3385788.78,Shrubland,2,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3389335439036132,2,1,1,Stable
Saxicola maurus,0.547119695236322,0.07410371810714332,0.9920629169796444,TRUE,PASSERIFORMES,Muscicapidae,Saxicola,17,132,6.5,1799.28,11.313322619047629,1.1816922796953575,22.1253323953824,3000,7846743.767422017,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.285303479484258,2,NA,2,Winner
Saxicola stejnegeri,0.6008334848658436,0.14408584726735166,1.0347996759771556,TRUE,PASSERIFORMES,Muscicapidae,Saxicola,352.5397325000001,404.7277202380952,3.5047865736615744,22228.708257323044,19.407551785714286,1.791615658886706,36.55492224025974,3000,8134562.970940198,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.3094850560848028,2,NA,2,Winner
Sinosuthora webbiana,0.5286549822284999,0.1832690175624802,0.8398252556532315,TRUE,PASSERIFORMES,Paradoxornithidae,Sinosuthora,11,120.5,4.5,1309.57392,11.146892063492068,1.1203320256441385,13.9,1950.3452512626257,4347110.32,Shrubland,2,1,Herbivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.3301443874324372,2,1,1,Winner
Sitta europaea,0.3097273599746551,-0.04149424690339717,0.6959408795348697,FALSE,PASSERIFORMES,Sittidae,Sitta,19.5,133,8.5,3168.885,12.9,0.999315537303217,23.8,3300,21575986.15,Forest,1,1,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.3049774072691414,1,1,1,Stable
Spatula clypeata,0.4555811675460143,0.0797669047957507,0.806483833755861,TRUE,ANSERIFORMES,Anatidae,Spatula,550,484,10,44991.18,22.008214880952387,1.5151848592505666,58,4000,27068888.24,Wetland,3,3,Omnivore,Aquatic predator,Aquatic,0.14702154626108999,0.85297845373891,1.3062975078147114,3,3,3,Winner
Spilopelia chinensis,0.7284654261133479,0.28149465093439757,1.0849982907926163,TRUE,COLUMBIFORMES,Columbidae,Spilopelia,159,313.3732490079365,2,13585.906032032355,16.484078679653678,1.4514155384884326,30.3,1000,7371539.16,Woodland,3,1,Herbivore,Granivore,Terrestrial,0.07858048162230671,0.9214195183776933,1.3286254259660466,1.5,1,1,Winner
Spizixos semitorques,0.4790035220709594,0.18573423306269976,0.7713522790754804,TRUE,PASSERIFORMES,Pycnonotidae,Spizixos,42.5,192,3.5,4786.86,13.881992460317456,1.3928116651011906,14.8,300,2328094.86,Shrubland,2,1,Omnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.3599358197911853,2,1,1,Winner
Spodiopsar cineraceus,0.7418274406616,0.2500399064328332,1.1931255414526505,TRUE,PASSERIFORMES,Sturnidae,Spodiopsar,84.5,212,6,6442.87488,12.697691269841275,0.9781092342709368,36,1300,5348180.01,Grassland,3,1,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.338686889442574,2.5,1,1,Winner
Spodiopsar sericeus,0.6603774458135999,0.2200229931207867,1.0563282194733206,TRUE,PASSERIFORMES,Sturnidae,Spodiopsar,73.5,216,6.3,6048.8856,14.57975694444445,1.3995123158839766,32.6,500,1660503.05,Shrubland,2,2,Omnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.2645732711808981,2,2,2,Winner
Stachyridopsis ruficeps,0.23115580609838016,-0.14942411094696684,0.6955805987419844,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.4658448370681394,2,NA,2,Stable
Sterna hirundo,0.44597670682141893,0.09387135613540534,0.7663546463683653,TRUE,CHARADRIIFORMES,Laridae,Sterna,111,351,3,24437.16,33,2.9979466119096507,67.3,4000,30248469.5,Marine,3,3,Carnivore,Aquatic predator,Aerial,0.14702154626108999,0.85297845373891,1.3385769261895166,4,3,3,Winner
Streptopelia decaocto,0.526014757747443,0.1834982053396089,0.8370292572386185,TRUE,COLUMBIFORMES,Columbidae,Streptopelia,185,312.5,2,11721.84,17.9,0.999315537303217,35.4,2400,19265912.02,Human Modified,3,1,Herbivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.2994744119188393,4,1,1,Winner
Streptopelia orientalis,0.4499348775371158,0.11838425003588206,0.7946081063025429,TRUE,COLUMBIFORMES,Columbidae,Streptopelia,249,329.5,2,13756.23,17.663544642857147,1.2181580619927628,32.8,4000,16926350.97,Woodland,3,3,Herbivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3414199697538118,1.5,3,3,Winner
Tachybaptus ruficollis,0.6152012135220591,0.2198123574012396,0.9249993668477852,TRUE,PODICIPEDIFORMES,Podicipedidae,Tachybaptus,217.5,269,5.5,17997.14418,17.5,0.999315537303217,32.2,4000,36639881.74,Wetland,3,1,Carnivore,Aquatic predator,Aquatic,0.14702154626108999,0.85297845373891,1.339118430581034,3,1,1,Winner
Tadorna ferruginea,0.5749500746986921,0.21505387562001924,0.9151593458297124,TRUE,ANSERIFORMES,Anatidae,Tadorna,1328,593,9,77734.71,24.21583174603174,1.938334241505699,48.5,4800,18403211.28,Wetland,3,2,Omnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3108672877538443,3,2,2,Winner
Tadorna tadorna,0.47459075773130494,0.10213830824559032,0.8138464721648642,TRUE,ANSERIFORMES,Anatidae,Tadorna,1125,586.5,9,92855.7,24.8,1.998631074606434,51.8,2400,9435093.57,Coastal,3,2,Carnivore,Aquatic predator,Generalist,0.14702154626108999,0.85297845373891,1.3173045110527992,3,2,2,Winner
Tarsiger cyanurus,0.34981201982691357,-0.0339506131180451,0.7125753097428,FALSE,PASSERIFORMES,Muscicapidae,Tarsiger,13.5,137,5.5,1930.095,12.69846114612512,0.9969291744076104,24.5,3000,11663371.34,Forest,1,3,Carnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.2885374970506753,1,3,3,Stable
Tringa erythropus,0.500785417492549,0.17288610865491033,0.821933024057464,TRUE,CHARADRIIFORMES,Scolopacidae,Tringa,134.5,290.5,4,30362.34,8.6,0.999315537303217,50.8,3750,3716042.92,Grassland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3385765202838042,2.5,3,3,Winner
Tringa glareola,0.3005506478208082,-0.09455861336607645,0.7282806420455521,FALSE,CHARADRIIFORMES,Scolopacidae,Tringa,62,212.5,4,16793.28,11.7,0.999315537303217,48.4,1000,16979550.25,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.302079782154373,3,3,3,Stable
Tringa nebularia,0.3460523987330388,0.04370840911342028,0.6904578615488015,TRUE,CHARADRIIFORMES,Scolopacidae,Tringa,239,320,4,29743.2,24.4,0.999315537303217,52.1,1200,12134126.53,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3165149024366771,3,3,3,Winner
Tringa ochropus,0.4737855340976576,0.05853968917704828,0.8515724155707285,TRUE,CHARADRIIFORMES,Scolopacidae,Tringa,82,227.5,3.5,19278,11.5,0.999315537303217,45.8,3000,15230538.62,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3540707755957917,3,3,3,Winner
Tringa totanus,0.31755617182316936,0.01250533411772621,0.6426676299796391,TRUE,CHARADRIIFORMES,Scolopacidae,Tringa,127,271.5,4,25589.76,26.9,0.999315537303217,47.2,3100,19709237.23,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.2741715971644685,3,3,3,Winner
Trochalopteron elliotii,0.05676010665840382,-0.26052142751646534,0.464150768611349,FALSE,PASSERIFORMES,Leiothrichidae,Trochalopteron,63,249.5,2.5,6288.4224,15.29673472222222,1.316780798105232,6.1,3200,1030829.66,Forest,1,1,Carnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.3779270569579256,1,1,1,Stable
Troglodytes troglodytes,0.13350812318290778,-0.2646706885897829,0.6060856487833082,FALSE,PASSERIFORMES,Troglodytidae,Troglodytes,10,100.5,5,1224.68204544,7,0.999315537303217,15.7,4575,15761767.29,Forest,1,3,Carnivore,Invertivore,Insessorial,0.47275031685678076,0.5272496831432192,1.2617192167429039,1,3,3,Stable
Turdus eunomus,0.28147633418693396,-0.06579913492734281,0.6730024793581182,FALSE,PASSERIFORMES,Turdidae,Turdus,77,226,5.5,4370.69458125,15.2396006302521,1.0292761779820274,33.1,3000,4386800.98,Forest,2,3,Omnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.2960961890724478,1,3,3,Stable
Turdus hortulorum,0.4678852938988099,0.0574264330931831,0.8481012751036998,TRUE,PASSERIFORMES,Turdidae,Turdus,61.5,215.5,4,6522.39,13.343956890331889,1.0455495176167633,28.4,1100,1755458.64,Forest,1,3,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.285840664060241,1,3,3,Winner
Turdus mandarinus,0.5431950089743283,0.19254601186981815,0.8733132293947294,TRUE,PASSERIFORMES,Turdidae,Turdus,95,245,5,7795.892070927446,16.76995578898225,1.0411041116651985,25.2,4000,2503000.65,Forest,2,1,Omnivore,Omnivore,Generalist,0.1761723700887199,0.8238276299112801,1.2716486599369072,1,1,1,Winner
Turdus naumanni,0.5784062587560878,0.19428751281155493,0.9643710300561402,TRUE,PASSERIFORMES,Turdidae,Turdus,73.18,231.08538888888893,4,6748.3688632571,15.516058674985144,1.0423129760003451,32.8,1000,2025726.75,Forest,2,3,Omnivore,Invertivore,Generalist,0.47275031685678076,0.5272496831432192,1.3020430091308577,1,3,3,Winner
Upupa epops,0.5280299246421516,0.1943861751330944,0.8431734414888292,TRUE,BUCEROTIFORMES,Upupidae,Upupa,67,289,7,5155.08,11.1,0.999315537303217,21.4,4400,46881685.44,Grassland,3,3,Carnivore,Invertivore,Terrestrial,0.47275031685678076,0.5272496831432192,1.325417476783092,2.5,3,3,Winner
Urocissa erythroryncha,0.6318264625823559,0.11948473413102292,1.2684992343174473,TRUE,PASSERIFORMES,Corvidae,Urocissa,175,572,4.5,9209.87325,16.957413492063488,1.427070787566679,19.3,1500,4461983.11,Forest,1,1,Carnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.3220235988306634,1,1,1,Winner
Vanellus cinereus,0.6852244627424691,0.2085901159435269,1.0923725182276818,TRUE,CHARADRIIFORMES,Charadriidae,Vanellus,263.5,335,4,37228.90248,19.60900351731602,1.565411492454613,45.2,1300,549695.13,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,0.14702154626108999,0.85297845373891,1.3668489807104696,3,3,3,Winner
Vanellus vanellus,0.4528780813010668,0.11125086613693648,0.8514548772457124,TRUE,CHARADRIIFORMES,Charadriidae,Vanellus,222.5,320,4,22596.8913,24.5,1.998631074606434,40.2,1300,18594755.95,Wetland,3,2,Carnivore,Omnivore,Terrestrial,0.1761723700887199,0.8238276299112801,1.3339245063225476,3,2,2,Winner
Yungipicus canicapillus,0.3120697827859171,-0.03362800193985584,0.7139830521955857,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0.8238276299112801,1.278488297843362,2,NA,2,Stable
Zosterops simplex,0.40637527340907886,0.03764187044669064,0.808725992999984,TRUE,PASSERIFORMES,Zosteropidae,Zosterops,11.29,127.0255389796984,4,2201.181650100696,12.040188852813849,1.0319811256695226,23.8,2590,3806871.23,Forest,2,1,Omnivore,Omnivore,Insessorial,0.1761723700887199,0.8238276299112801,1.0711450019768198,1,1,1,Winner
