species,lat_P1,lat_P5,elev_P1,elev_P5,d_lat_deg,d_elev_m
Anthus hodgsoni,33.97679135778052,33.86170340765174,1705.3298069093007,1688.6929553690454,-0.11508795012878181,-16.636851540255293
Pterorhinus perspicillatus,26.68159507581304,28.66154938203889,1468.2944534664882,1546.839394657065,1.9799543062258493,78.54494119057676
Charadrius dubius,38.89247169424515,37.592065395060956,2124.842334693124,2110.395577673422,-1.3004062991841963,-14.44675701970209
Poecile palustris,43.819350688963674,41.88645730319626,1701.3874143922415,1815.9231603069106,-1.9328933857674144,114.53574591466918
Actitis hypoleucos,36.74996853363025,36.45863827826659,2146.5798256945436,2122.8542841487133,-0.2913302553636612,-23.72554154583031
Tadorna ferruginea,38.57466242061301,37.63655757116604,1977.7122080104773,2013.5398186255834,-0.9381048494469724,35.827610615106096
Passer cinnamomeus,30.830470705897145,31.825736640527655,1301.422961644643,1396.853988417032,0.9952659346305097,95.43102677238903
Vanellus cinereus,37.269301220840845,35.90073316992141,1958.6127876934975,1951.9297589824523,-1.3685680509194356,-6.683028711045154
Pycnonotus xanthorrhous,28.197553604059344,29.27782960716819,1377.5942028953675,1415.125197350827,1.080276003108846,37.53099445545945
Emberiza spodocephala,36.09572992052749,35.78817931652317,1805.0203758975297,1849.4626664402233,-0.30755060400431944,44.44229054269363
Ixobrychus sinensis,34.79208661335334,34.75923753888399,2093.270085725866,2014.496252418385,-0.03284907446935392,-78.77383330748103
Oriolus chinensis,33.903687012327694,34.200081710465305,1929.7651745281116,1931.3216343812003,0.2963946981376111,1.5564598530886542
Emberiza pusilla,34.66100185493477,34.864508143186896,2191.480522623369,2109.1207187444793,0.2035062882521288,-82.35980387888958
Chroicocephalus ridibundus,40.09519370932724,37.95251508427651,2364.9439445552252,2194.630392544207,-2.1426786250507277,-170.31355201101815
Pycnonotus jocosus,24.47342860354065,25.76272732526947,881.3624713268738,1045.06981314766,1.2892987217288194,163.70734182078616
Streptopelia decaocto,41.406728280672176,40.510740180882145,2006.8389797800558,2043.4947070514415,-0.8959880997900314,36.655727271385786
Pomatorhinus ruficollis,26.658801843050465,27.795889639067287,1992.5375629144664,2056.9604415841836,1.1370877960168215,64.42287866971719
Bambusicola thoracicus,27.728819864816174,28.60936473958645,1336.6799866493188,1378.6478349121,0.8805448747702762,41.96784826278122
Pardaliparus venustulus,34.815832170086246,34.80817982395504,1634.9732254460728,1635.0489466078338,-0.007652346131209242,0.07572116176106647
Ficedula albicilla,35.61701641366745,35.59263483210238,1937.3642109875866,1942.0085750893525,-0.024381581565073418,4.644364101765859
Picoides canicapillus,37.555944714153824,35.49144070023022,1485.7905496301669,1572.960896176425,-2.064504013923603,87.17034654625809
Hemixos castanonotus,25.272537339923662,26.60960589576121,1799.9960639475046,1865.3431069495932,1.337068555837547,65.34704300208864
Tringa glareola,37.17441168117162,36.859010729739886,2053.700715576078,2065.534364835728,-0.31540095143173374,11.833649259649974
Abroscopus albogularis,27.22895995301396,28.433507538152657,1366.3228529577002,1431.057401882595,1.2045475851386982,64.73454892489485
Saxicola stejnegeri,36.114070204780056,35.603457812345674,2215.027794702716,2078.9060147967944,-0.510612392434382,-136.1217799059218
Garrulus glandarius,34.48938203790378,34.50246328409886,1960.5231770550133,1962.4436857211515,0.013081246195078222,1.9205086661381756
Chlidonias hybrida,40.517243373812526,37.901342506304466,2112.905694377255,2103.9675002990743,-2.61590086750806,-8.938194078180459
Corvus corone,39.74683814535994,38.3667823728918,2204.747747093865,2137.095306031209,-1.3800557724681397,-67.65244106265618
Trochalopteron elliotii,33.04657077880873,33.11015057745101,1187.0497912370483,1145.6642715347737,0.06357979864228014,-41.38551970227468
Parus monticolus,30.23097223729607,30.357991122379907,1746.6253743489901,1778.7334755451961,0.12701888508383874,32.10810119620601
Phylloscopus fuscatus,34.81673119756677,34.94612008627025,1763.9618330577273,1799.776075645297,0.1293888887034811,35.81424258756965
Myophonus caeruleus,28.263498031342728,29.242137123079637,1523.2297631418178,1595.0630302408103,0.978639091736909,71.83326709899256
Pyrrhocorax pyrrhocorax,37.62023179731595,37.58831036170635,1928.5352851047096,1932.035514428422,-0.03192143560960403,3.5002293237123467
Ficedula zanthopygia,36.7044620798514,36.40087128944603,2050.3124128944683,2036.9335686645647,-0.30359079040537296,-13.378844229903507
Pericrocotus cantonensis,28.49649266595825,28.764553231842477,1350.807255234484,1347.170242902459,0.2680605658842268,-3.6370123320250514
Ixos mcclellandii,25.86922220693508,27.707009632742473,1632.7732762945452,1741.6485141153696,1.8377874258073916,108.8752378208244
Tringa nebularia,37.6015169016828,36.75694941962072,2237.5549879844657,2210.974144046411,-0.8445674820620823,-26.58084393805484
Dicrurus hottentottus,29.751713016290427,29.52934618086158,1449.4517206417313,1425.1865404250752,-0.22236683542884705,-24.265180216656063
Gracupica nigricollis,26.09868117436575,27.30352378721384,1549.2914760033416,1604.4963859907266,1.2048426128480898,55.20490998738501
Tringa totanus,38.19616770835441,37.66761281672258,2074.564394858149,2073.95872081578,-0.5285548916318277,-0.6056740423691735
Hierococcyx sparverioides,27.959758526605626,30.228280063928928,1039.7520635127212,1168.6873894180346,2.268521537323302,128.93532590531345
Leiothrix lutea,28.567047439140634,28.515846854983405,1891.5387781462744,1880.9025108330104,-0.051200584157228946,-10.636267313263943
Charadrius alexandrinus,38.328551697981176,37.56137902012857,2266.0861402155533,2212.566129986357,-0.7671726778526065,-53.52001022919649
Dendrocitta formosae,26.125198820798087,27.281063706587148,1090.8358710028435,1090.1914314703467,1.155864885789061,-0.64443953249679
Aix galericulata,38.772704851666234,37.13951246906052,1959.6824148917317,1976.731711798301,-1.6331923826057135,17.049296906569225
Motacilla tschutschensis,36.89604033211834,36.41977929204235,2114.7292113286403,2112.516746391978,-0.4762610400759897,-2.2124649366624
Falco amurensis,41.75607796266593,38.64183090712217,1898.4039770327704,1938.951611519445,-3.114247055543757,40.5476344866745
Delichon dasypus,32.288608945438845,31.817363880441423,1204.0165493927786,1150.1433571957334,-0.47124506499742225,-53.87319219704523
Lonchura striata,27.06359916434724,27.628727388499655,1685.8615687814954,1687.0156294396418,0.5651282241524136,1.1540606581463635
Garrulax canorus,27.685235126480226,28.87397743491746,1416.4007346757253,1539.0366319360442,1.1887423084372344,122.63589726031887
Amaurornis phoenicurus,28.410546270897004,29.2641329363273,1358.9481316336276,1387.4535093805177,0.8535866654302957,28.50537774689019
Lanius tephronotus,33.45194762111976,33.387966209265976,877.9553251009024,905.7150440659277,-0.06398141185378137,27.759718965025286
Columba livia,36.29439058911772,37.349084090958996,2099.823189877945,2172.1979069036543,1.0546935018412782,72.37471702570929
Phylloscopus claudiae,33.10075282485648,33.09114888027318,996.937673779716,1016.4674261962376,-0.009603944583297164,19.52975241652166
Emberiza elegans,37.10910436656458,36.48939481081677,2027.2814087833733,2009.4154945384796,-0.6197095557478107,-17.865914244893702
Gyps himalayensis,36.59079354884963,36.50941959372679,2204.1559063891377,2213.607453748178,-0.08137395512284229,9.451547359040433
Recurvirostra avosetta,41.05160637235803,38.87338981240916,2186.1795125231138,2125.9977084768657,-2.178216559948872,-60.18180404624809
Culicicapa ceylonensis,27.7386782098213,28.985580758598434,1230.5758185096577,1332.0611221275717,1.2469025487771361,101.48530361791404
Columba rupestris,39.38640382140358,39.1136088803252,1861.529744900956,1923.7631939628716,-0.27279494107838076,62.23344906191551
Apus nipalensis,26.443102960588494,28.174383410645646,1271.7335348822903,1285.6596076774013,1.7312804500571524,13.92607279511094
Accipiter nisus,38.055101289345224,36.81490859807117,2070.549806393599,2082.21605220932,-1.2401926912740535,11.66624581572114
Tringa ochropus,36.91965133168962,36.24585472495328,1971.676703457278,2048.8281630751935,-0.6737966067363388,77.1514596179154
Phoenicurus ochruros,36.69854756652543,36.575878133723755,1940.040045477387,1950.3488364819104,-0.12266943280167197,10.308791004523528
Turdus rubrocanus,33.85353120154777,33.901350181173854,917.7263179150807,900.4385085954426,0.04781897962608639,-17.287809319638086
Carpodacus erythrinus,37.2369360336021,36.96039301819946,2086.261538785529,2087.510594937966,-0.2765430154026376,1.2490561524368786
Psilopogon virens,25.658594097992438,27.465906233867972,758.0630598190628,803.3407042004524,1.8073121358755344,45.277644381389564
Gallinago gallinago,37.534437232434136,36.72891942203791,2399.945359265893,2309.9228557512315,-0.8055178103962248,-90.02250351466137
Prinia flaviventris,24.302936068596534,25.42940970123618,316.5933024768423,352.1217137446405,1.126473632639648,35.52841126779816
Motacilla citreola,37.6274137078921,36.93548896242663,1914.2485013391545,1941.1399605398067,-0.6919247454654709,26.891459200652207
Accipiter soloensis,31.577511097462246,31.957284181101517,1200.8852031166664,1232.4714784884507,0.37977308363927165,31.586275371784268
Accipiter trivirgatus,26.984258639464123,28.259735928668654,1600.685136085793,1655.5970743171265,1.275477289204531,54.91193823133358
Cisticola juncidis,31.623716408117836,31.604732024800736,1246.3278928243328,1243.6851315218996,-0.018984383317100395,-2.6427613024332004
Dicrurus leucophaeus,27.44075706552719,28.62500604418286,2214.0508716632944,2208.9278786855957,1.1842489786556705,-5.1229929776986864
Ardea intermedia,31.57346221205331,33.33565423306299,2015.6750908394308,1926.1141731460987,1.7621920210096782,-89.56091769333216
Lonchura punctulata,25.86795441342428,27.12927559725914,1503.4349982783738,1572.5920127688364,1.2613211838348626,69.15701449046264
Orthotomus sutorius,23.497755310211787,24.51253400507097,1065.8485885180785,1270.046066761894,1.014778694859185,204.19747824381557
Falco subbuteo,38.855502487703404,37.68819074130987,2136.735663152636,2114.668515862411,-1.167311746393537,-22.067147290224966
Pericrocotus ethologus,32.953389565584764,32.917391022438345,942.915677008569,961.2755670951968,-0.03599854314641959,18.359890086627843
Muscicapa sibirica,34.40392373737432,34.571020094480744,2102.4387394494534,2067.550653737634,0.16709635710642345,-34.88808571181926
Picumnus innominatus,27.383275998424335,28.192939911613504,1867.4667354730952,1859.8645850467578,0.8096639131891692,-7.602150426337403
Sternula albifrons,41.65893332687044,39.608538918700575,2387.2749970853165,2259.3886652427677,-2.050394408169865,-127.88633184254877
Butorides striata,32.17358117008413,32.70954563004579,2222.0994296488175,2212.1143850017284,0.5359644599616615,-9.985044647089126
Yungipicus canicapillus,32.88159453373507,33.127495562947864,1555.2037807179152,1563.843409532895,0.24590102921279566,8.639628814979915
Periparus ater,38.6155440912836,38.55788689896308,2225.765262221157,2220.6922860523164,-0.05765719232051936,-5.072976168840796
Phylloscopus magnirostris,33.36027917428395,33.356120867481074,825.260114449942,820.8520025241031,-0.004158306802878542,-4.408111925838853
Tarsiger cyanurus,34.95599194323159,35.05478757422368,1942.045817525718,1955.3119836277347,0.09879563099209321,13.266166102016768
Cuculus sparverioides,30.248181541668018,29.86628193764736,1473.8692094767996,1467.2559279450102,-0.38189960402065637,-6.613281531789426
Cyanoderma ruficeps,25.52214954086421,27.601625254705485,424.9858296224269,530.6312707605066,2.0794757138412763,105.64544113807972
Eurystomus orientalis,32.48651156468889,32.862143658843365,2200.4244953328475,2198.936232907036,0.37563209415447574,-1.4882624258116266
Anas carolinensis,37.87643147145266,36.77507313788522,2293.7515919845164,2242.0657130468117,-1.1013583335674397,-51.68587893770473
Acrocephalus bistrigiceps,40.29062019787648,37.367632719031384,2299.781653245846,2173.429400514927,-2.9229874788450942,-126.35225273091919
Centropus sinensis,23.544337323742635,25.21772730584292,212.915827680148,240.34085234432243,1.6733899821002858,27.42502466417443
Buteo hemilasius,39.07504085867355,38.68499257590622,2108.5714222771485,2097.8022488518523,-0.3900482827673315,-10.76917342529623
Pycnonotus aurigaster,23.75396793167684,25.157727985308355,1675.2453502408207,1816.0613650209725,1.4037600536315153,140.81601478015182
Fringilla montifringilla,39.654665836651425,37.40007727733375,2208.6217909324987,2179.7745770102233,-2.254588559317675,-28.847213922275387
Phylloscopus humei,36.98737835779941,36.832371230061355,1896.1010537519608,1869.3260043673477,-0.15500712773805247,-26.775049384613112
Apus pacificus,35.5252218342813,35.52728636575936,2103.6835932725944,2100.4499061907773,0.0020645314780622925,-3.233687081817152
Emberiza godlewskii,36.93926151932051,36.94803875250004,1625.9533240329886,1624.8318452850983,0.008777233179529276,-1.1214787478902508
Tringa erythropus,40.045097801296464,37.89393736773431,2202.787284845361,2157.869949369316,-2.151160433562154,-44.91733547604463
Enicurus leschenaulti,27.87462518991583,28.678036354137195,1485.0276499707832,1513.6721485377086,0.8034111642213659,28.64449856692545
Phylloscopus borealis,35.89155205223033,36.001198104283795,1989.0100801028611,1988.063745706424,0.10964605205346345,-0.9463343964371234
Cuculus poliocephalus,31.055052075866286,31.068547827760888,1352.6257634348406,1344.9458986354193,0.013495751894602392,-7.679864799421239
Phylloscopus coronatus,35.369379502301946,35.386465654677316,2263.2511955638074,2282.0583729440827,0.017086152375370034,18.807177380275334
Phylloscopus trochiloides,35.97859888878352,35.83456513632039,2090.5438314070675,2082.847407980723,-0.14403375246313033,-7.696423426344609
Pericrocotus solaris,25.21359458051323,26.81222680495123,1865.477749878289,2064.616048751188,1.5986322244379991,199.13829887289899
Aethopyga gouldiae,29.056350186171596,29.29471531561102,1079.259163404189,1156.9794253996997,0.23836512943942267,77.72026199551078
Tringa stagnatilis,39.082374027234735,37.74875541155108,2386.7827821743454,2297.225831150279,-1.3336186156836547,-89.55695102406617
Muscicapa dauurica,33.09394628129962,34.483865177077995,2118.3277117328066,2010.6034317195351,1.3899188957783721,-107.72428001327148
Buteo japonicus,36.30285665253329,36.04106722558189,2104.344870786721,2113.2439753562526,-0.2617894269514025,8.899104569531573
Gelochelidon nilotica,41.662442082282915,39.258343892446966,2224.6272292320373,2151.737402862363,-2.404098189835949,-72.88982636967421
Eumyias thalassinus,26.339673432436285,27.422149747729204,1534.5424657408864,1616.6051299751232,1.0824763152929187,82.06266423423676
Sitta villosa,40.102150656288735,40.60387452162064,1609.1611064608503,1599.3565223051696,0.501723865331904,-9.804584155680686
Alauda gulgula,32.1709393039885,32.06576451029704,1180.1715613111537,1161.7620748941026,-0.10517479369145377,-18.409486417051085
Calidris ruficollis,38.03594486815963,37.00400816553124,1795.5907895524447,1903.1091015948532,-1.0319367026283928,107.51831204240852
Pernis ptilorhynchus,34.14868827729586,35.05102324346219,1561.5906618585975,1775.4742969660404,0.9023349661663289,213.88363510744284
Limosa limosa,41.31350801014891,39.11658627567275,2049.042296737492,2091.927323440591,-2.196921734476156,42.8850267030989
Phylloscopus pulcher,33.186198628205844,33.14701190621892,751.1514635972784,762.8979780344682,-0.039186721986922635,11.74651443718983
Ardea purpurea,40.135255052550136,37.705639079313656,2173.2757580200782,2068.5986619793534,-2.42961597323648,-104.67709604072479
Phylloscopus armandii,36.939963952254615,36.89604310332064,1467.0831050099648,1475.60312182367,-0.04392084893397197,8.520016813705297
Butastur indicus,33.74885494019432,33.78454285495911,1896.9912149630973,1898.6889752415648,0.03568791476479305,1.6977602784675128
Platalea leucorodia,42.36777036534341,39.0116082269111,2172.3164576431386,2099.583322741212,-3.3561621384323104,-72.7331349019264
Emberiza tristrami,36.89115844214594,36.2371643403203,2054.745360765429,2078.972189030371,-0.6539941018256386,24.226828264942014
Spatula querquedula,38.98693112661294,37.979237302780476,2253.084821875977,2197.707054870084,-1.0076938238324615,-55.37776700589302
Alcippe hueti,25.15771995072,26.230586890244982,1718.9761296661281,1830.4090331499594,1.0728669395249817,111.4329034838313
Garrulax perspicillatus,27.271804466712805,28.511385595265658,1405.3842132591592,1539.0540634718473,1.239581128552853,133.66985021268806
Cinclus pallasii,32.07377111929481,32.03558210946929,1773.0607268193808,1767.6689889297777,-0.038189009825522646,-5.391737889603064
Calidris ferruginea,38.98285016734941,38.039932292855156,1865.7993576231754,1924.895955737938,-0.9429178744942561,59.09659811476263
Tadorna tadorna,41.617923007176046,39.82273026385919,2051.6094706747895,2081.814463740149,-1.7951927433168535,30.20499306535976
Chlidonias leucopterus,40.7781359010135,39.22319625375619,2242.366155770985,2205.9902874091727,-1.5549396472573065,-36.375868361812536
Anthus roseatus,34.45126606829216,34.24735431964075,1343.751344625305,1363.903906444632,-0.20391174865141437,20.152561819327047
Phoenicurus frontalis,33.58292853070415,33.44753458410054,861.7200562700602,915.9744719542518,-0.1353939466036138,54.2544156841916
Mareca strepera,39.94418589899408,38.253289300141994,2127.3041686623183,2112.4127538041776,-1.6908965988520848,-14.891414858140706
Periparus rubidiventris,33.15574479848155,33.334926472212345,1113.8234845360716,1025.8459584324683,0.1791816737307954,-87.9775261036034
Eremophila alpestris,39.096867609344145,39.099782776522545,2044.0268676447583,2029.9549836860235,0.0029151671784006794,-14.071883958734816
Aythya nyroca,38.61269213298043,37.35399017458341,1837.0032758284462,1969.7342106017884,-1.258701958397019,132.73093477334214
Calidris acuminata,41.16036241774544,39.30216854775643,2463.8066696619717,2319.502625061557,-1.8581938699890088,-144.30404460041473
Ceryle rudis,28.13166544596547,29.685084452563277,1223.6684677726485,1360.4266446780466,1.5534190065978066,136.75817690539816
