species,method,mean,sd,q025,q25,median,q75,q975,p_positive,p_negative,trend_class,trend_grade,mk_S,mk_tau,mk_p
Ictinaetus malaiensis,theil_sen,0.028811806328986608,0.009115562621974334,0.008982896291230051,0.023306482161710936,0.029997542023504305,0.03498939136975239,0.04351606475066177,0.995,0.005,expanding,strong_expanding,6,0.6,0.2206713619198468
Haematopus ostralegus,theil_sen,0.018264501213105775,0.010543022228051148,-0.0024716266578535756,0.011198434960859104,0.018204281603903374,0.025682333081308642,0.03803408467189854,0.965,0.035,expanding,expanding,8,0.8,0.08641073297370003
Coturnix japonica,theil_sen,0.03713995974619092,0.011170791384048629,0.013039112241204688,0.03091001886955422,0.0378614219468134,0.04425958935780854,0.05782942565081234,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Prunella rubeculoides,theil_sen,-0.002292825112374365,0.004822605528334026,-0.012755906088614166,-0.005091759263936634,-0.00207372940269805,7.431017557761451e-4,0.006989379474386678,0.3125,0.6875,stable,stable,-6,-0.6,0.2206713619198468
Ficedula mugimaki,theil_sen,0.006590427464751205,0.014637872998864652,-0.021747585435442328,-0.0034337130095933744,0.0064746876426748515,0.01681961449392465,0.03398454810487889,0.655,0.345,stable,stable,4,0.4,0.4624327264504763
Lanius isabellinus,theil_sen,0.006892791677889979,0.0066975356482724775,-0.006261576906091497,0.0025859873736326904,0.006716586403971862,0.011531254195702237,0.020267174682232384,0.85,0.15,stable,stable,8,0.8,0.08641073297370003
Turdus viscivorus,theil_sen,0.006562043841865157,0.004306967656285485,-0.002089290894136715,0.0035931713396179427,0.006609154824905086,0.010084383175134042,0.014143618511748626,0.9375,0.0625,stable,stable,10,1,0.02748633611151034
Corvus dauuricus,theil_sen,0.07549429650812578,0.02143446441254549,0.026154481763344194,0.06326251110528505,0.07822942473743456,0.08933461198268822,0.11161141976407202,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Phylloscopus kansuensis,theil_sen,0.0036491635230245113,0.00819004898555376,-0.012097463698865456,-0.001646732036138875,0.004193503993182288,0.008984726325261167,0.02021220268779241,0.685,0.315,stable,stable,4,0.4,0.4624327264504763
Pyrrhocorax graculus,theil_sen,0.007885250097618784,0.006304398078023439,-0.004166325902701543,0.003471141699475608,0.007741194317680309,0.012345268254041213,0.020126193179483054,0.9025,0.0975,stable,stable,4,0.4,0.4624327264504763
Ixobrychus flavicollis,theil_sen,0.016548883110718532,0.011830519090329674,-0.011119798879364859,0.009881728331751247,0.017756403436589713,0.0243596596511203,0.036199908582513124,0.925,0.075,stable,stable,8,0.8,0.08641073297370003
Pterorhinus lanceolatus,theil_sen,0.020773594346500664,0.006696758244741494,0.006344782226572624,0.01713695763464445,0.021122449226797898,0.02533457731065057,0.03247581004918801,0.9925,0.0075,expanding,strong_expanding,10,1,0.02748633611151034
Agropsar sturninus,theil_sen,0.029810752521449362,0.020326808410157268,-0.011627060054770176,0.01741501825166657,0.029747739255973387,0.04334910897508387,0.06603778029695417,0.91,0.09,stable,stable,8,0.8,0.08641073297370003
Paradoxornis heudei,theil_sen,0.009674143221094353,0.00595885895428546,-0.0023719368836260957,0.006524049974169889,0.009658130547177492,0.013478071388069364,0.021053510224809904,0.93,0.07,stable,stable,10,1,0.02748633611151034
Erpornis zantholeuca,theil_sen,0.011314252095997436,0.00392258782480933,0.0029619696538302175,0.008998526561120681,0.011417014124703084,0.013919480733880786,0.018233988772794207,0.9875,0.0125,expanding,expanding,10,1,0.02748633611151034
Jynx torquilla,theil_sen,0.04959454005453124,0.0259845399822615,0.0017898481223139807,0.03153243135277993,0.04927623085402684,0.06791364625231508,0.1029493745170937,0.98,0.02,expanding,expanding,8,0.8,0.08641073297370003
Procarduelis nipalensis,theil_sen,-0.008165591081744139,0.01150063626192516,-0.033518116110964204,-0.014501054619120482,-0.00745784276027615,-2.3668490886856954e-4,0.011924346901754417,0.245,0.755,stable,stable,-4,-0.4,0.4624327264504763
Phylloscopus goodsoni,theil_sen,0.016306385384540326,0.00537793260792949,0.004822392299877087,0.012723281870229444,0.016691274045147475,0.020114795287035823,0.026184248427192126,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Heterophasia desgodinsi,theil_sen,0.010467693746366143,0.005043933769925035,-2.862505101808951e-4,0.007021499305962322,0.010703629376585214,0.01436653442878522,0.01883301722753409,0.9725,0.0275,expanding,expanding,8,0.8,0.08641073297370003
Coloeus dauuricus,theil_sen,-0.030837102090046038,0.012643945914629907,-0.05383396434503189,-0.04019937262354878,-0.031103898370121577,-0.021863677544247156,-0.006166326722892409,0.01,0.99,contracting,contracting,-10,-1,0.02748633611151034
Aythya fuligula,theil_sen,0.012906530445496734,0.020209146093735548,-0.031138142733692326,-0.0010015203699291278,0.014358589798439493,0.028678111849920734,0.04660652024067124,0.7425,0.2575,stable,stable,2,0.2,0.8064959405073402
Erythrogenys gravivox,theil_sen,0.03475933020416547,0.009945276446998894,0.01572761450999167,0.02805393402201528,0.035487551514551505,0.04152993593363105,0.05264097483770924,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Minla ignotincta,theil_sen,0.0044548776666008425,0.007085000642561323,-0.009517712357180961,-4.1891737386190713e-4,0.004588773027084218,0.00919005247892754,0.017744136749967148,0.725,0.275,stable,stable,4,0.4,0.4624327264504763
Acridotheres tristis,theil_sen,0.04302755805628041,0.006954013985459781,0.030415750125485124,0.03882227757269853,0.04280224038786857,0.047508681433947667,0.05805439000701609,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Cyornis hainanus,theil_sen,0.0013428671279800668,0.004146412246075847,-0.007371464922727315,-0.0011563001382965173,0.0014447330083591859,0.004201636693922092,0.00865263645732779,0.635,0.365,stable,stable,8,0.8,0.08641073297370003
Oenanthe deserti,theil_sen,0.0030368998730652946,0.005403854233888909,-0.00787399125455206,-0.0010113046704307044,0.003222785519230307,0.007203502496727063,0.012476626063771814,0.705,0.295,stable,stable,4,0.4,0.4624327264504763
Sylviparus modestus,theil_sen,-0.006851800696661831,0.00983749124852928,-0.025535989688708256,-0.013634008229568333,-0.006413454341063485,-3.073701487699577e-4,0.012549814496681275,0.2375,0.7625,stable,stable,-4,-0.4,0.4624327264504763
Merops viridis,theil_sen,0.009450422598011982,0.007202071182061293,-0.006790470362283298,0.00499208617078342,0.010322362501782771,0.01424632228270886,0.021538732812635103,0.8975,0.1025,stable,stable,8,0.8,0.08641073297370003
Crossoptilon crossoptilon,theil_sen,-0.001123268729088316,0.00451584696665187,-0.011411969339145471,-0.00358381731922701,-9.292394362409716e-4,0.0017717080603590859,0.006834821103527159,0.4225,0.5775,stable,stable,-4,-0.4,0.4624327264504763
Phylloscopus valentini,theil_sen,0.031878288083229386,0.016641025781288395,-0.006255704070091097,0.021415002940096926,0.033317087201190976,0.04296111594726046,0.06187821520640374,0.96,0.04,expanding,expanding,10,1,0.02748633611151034
Zoothera aurea,theil_sen,0.03497943691031767,0.017699732198811238,0.0018414821554215968,0.023336425596884564,0.034928680556459105,0.04717459531038527,0.06796413969564909,0.9775,0.0225,expanding,expanding,6,0.6,0.2206713619198468
Garrulax maximus,theil_sen,-0.011336376496549685,0.007134900368716898,-0.025837414750815642,-0.01578828391650781,-0.011719579792226771,-0.006481893929328677,0.001580340328346531,0.0575,0.9425,stable,stable,-10,-1,0.02748633611151034
Tarsiger chrysaeus,theil_sen,-0.020392265560162205,0.01129963601768038,-0.04086433961566307,-0.027922331532661687,-0.020313934719063113,-0.012490144889151965,9.513485909908344e-4,0.0375,0.9625,contracting,contracting,-10,-1,0.02748633611151034
Actinodura cyanouroptera,theil_sen,0.02438220905382864,0.008887080866028248,0.0041925235895037775,0.019300053170562163,0.02524335628217944,0.03010939672668508,0.03958770802297063,0.99,0.01,expanding,expanding,10,1,0.02748633611151034
Larus argentatus,theil_sen,0.028188672848741787,0.011180847680768323,0.004015738438667597,0.021045458348909737,0.028454620270353056,0.03561286149676831,0.04957302020370504,0.985,0.015,expanding,expanding,8,0.8,0.08641073297370003
Leucosticte brandti,theil_sen,0.0045709869308730045,0.004980544024596295,-0.0055969211949687,0.0015079323942057256,0.004630502991740351,0.00805645933815223,0.014004265808539479,0.8225,0.1775,stable,stable,4,0.4,0.4624327264504763
Dendrocopos leucotos,theil_sen,0.0048118276449907686,0.013943718027929592,-0.027900034474844543,-0.002398039559242203,0.0065005151669858974,0.014856873309575596,0.02794687775100482,0.69,0.31,stable,stable,4,0.4,0.4624327264504763
Horornis diphone,theil_sen,0.03160210347497111,0.016061251904872925,0.0017252776480458213,0.020377852827914225,0.03176544657627231,0.04273838607484204,0.063201124865676,0.9825,0.0175,expanding,expanding,6,0.6,0.2206713619198468
Buteo refectus,theil_sen,0.012534528223329854,0.008994985486002995,-0.005385541626444854,0.006450912554060963,0.01270415784079579,0.01909325937150915,0.028905555045290687,0.92,0.08,stable,stable,6,0.6,0.2206713619198468
Phylloscopus reguloides,theil_sen,0.00261125462926558,0.008461809946945153,-0.014581952445316309,-0.003165722400712823,0.0029657361554221934,0.00845741714873286,0.017853000735554903,0.63,0.37,stable,stable,0,0,1
Nipponia nippon,theil_sen,0.00395281763991035,0.0019847586841581534,-7.463611800150589e-4,0.00288787614231445,0.00415053048015499,0.005155607039521788,0.007436527776013136,0.9625,0.0375,expanding,expanding,8,0.8,0.08641073297370003
Hieraaetus pennatus,theil_sen,0.030560159932088302,0.01346462572319709,-7.338179936331804e-4,0.02148027210850481,0.031461728510456144,0.03945140488255659,0.055851885184720465,0.97,0.03,expanding,expanding,8,0.8,0.08641073297370003
Mareca penelope,theil_sen,0.0513267520005406,0.019563539503404063,0.010235445033175975,0.03856163634280178,0.05226244238935764,0.06493212520375138,0.08644603791574429,0.99,0.01,expanding,expanding,4,0.4,0.4624327264504763
Luscinia megarhynchos,theil_sen,0.0018690772948998574,0.003212292837391333,-0.004690911351127382,-3.0290168428031667e-5,0.0019134047376050726,0.0039037986596749345,0.0079200238012556,0.7475,0.2525,stable,stable,8,0.8,0.08641073297370003
Suthora verreauxi,theil_sen,-0.005240395937219157,0.005544834410289775,-0.01611075688205757,-0.008878473955252583,-0.004711874164016383,-0.0015093511782666943,0.0037347974511458115,0.185,0.815,stable,stable,-8,-0.8,0.08641073297370003
Tarsiger rufilatus,theil_sen,-0.008233419175273465,0.008970146699876792,-0.02407034560261761,-0.014151193888425003,-0.008529485123933037,-0.0022006148080672017,0.008950981682112233,0.1675,0.8325,stable,stable,-8,-0.8,0.08641073297370003
Coccothraustes coccothraustes,theil_sen,0.02038487727763597,0.009180319929086913,0.0016698564937065717,0.014031795512258735,0.02074028402647418,0.02688116708526534,0.03702692457103382,0.98,0.02,expanding,expanding,10,1,0.02748633611151034
Carpodacus rubicilloides,theil_sen,-9.088699053982099e-4,0.005007877678282009,-0.01063353052604646,-0.00407174146513231,-5.998872024549299e-4,0.0025940893145200497,0.008340749942766212,0.4475,0.5525,stable,stable,-2,-0.2,0.8064959405073402
Panurus biarmicus,theil_sen,0.02787601072540509,0.011898581561375916,0.0051410177811509646,0.019722872086312362,0.028353699575762198,0.03544046341811065,0.05057063058050552,0.99,0.01,expanding,expanding,10,1,0.02748633611151034
Bucephala clangula,theil_sen,0.02735603838596454,0.01614613009785654,-0.009177148896540189,0.017157471678634947,0.02758907075375414,0.03959507599189924,0.05420069695864271,0.9375,0.0625,stable,stable,6,0.6,0.2206713619198468
Aerodramus brevirostris,theil_sen,0.011451602789320286,0.012996861830640449,-0.014931117370178939,0.0043435045552118415,0.011734852614136438,0.019790540749134097,0.035171054644906365,0.835,0.165,stable,stable,10,1,0.02748633611151034
Yuhina gularis,theil_sen,-0.00852567780733458,0.008061004333923188,-0.02451439060539663,-0.013896991162055422,-0.008879755819367324,-0.0029851752228724857,0.00677852283907686,0.1525,0.8475,stable,stable,-6,-0.6,0.2206713619198468
Otus lettia,theil_sen,0.021363725802323753,0.007986190514632901,0.005346519558068537,0.015742641432819116,0.02170980498314983,0.026954628577145624,0.03595613038336939,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Rostratula benghalensis,theil_sen,0.028268088704428124,0.012644060547605848,0.0011431913747941727,0.020670848594802706,0.029314658651461364,0.036402411776542194,0.051001887093243374,0.975,0.025,expanding,expanding,10,1,0.02748633611151034
Turdus pallidus,theil_sen,-0.0040670541395735164,0.009432131541910254,-0.021819137881122438,-0.010675351240038378,-0.004088826746367746,0.0028644130625537717,0.012694360631703427,0.3425,0.6575,stable,stable,-4,-0.4,0.4624327264504763
Yuhina torqueola,theil_sen,0.009967490811213824,0.005999199932621381,-0.0023539195502978397,0.006279407809323227,0.009965843649710097,0.014239581774032957,0.021044491679785386,0.9475,0.0525,stable,stable,8,0.8,0.08641073297370003
Accipiter gentilis,theil_sen,0.020877040700581946,0.010993176282839356,-4.2904941962152126e-4,0.013855632799395352,0.02127318741287905,0.027970382643908984,0.044704538021587116,0.9675,0.0325,expanding,expanding,10,1,0.02748633611151034
Dendrocopos hyperythrus,theil_sen,0.006278614714734646,0.021438315760187055,-0.03704343839107686,-0.006775078497325578,0.0073354703488694994,0.020777572554348894,0.046961936948684856,0.66,0.34,stable,stable,2,0.2,0.8064959405073402
Chroicocephalus saundersi,theil_sen,0.008423629596868215,0.0029255428188476157,0.002928196801609571,0.006259221109875956,0.008546608094004586,0.010263875064450503,0.01393674958011321,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Emberiza siemsseni,theil_sen,-0.003737364048338179,0.008970003400464782,-0.0234780852905391,-0.009266673485075195,-0.002376557054528367,0.0025613355304960565,0.010367183581656626,0.3675,0.6325,stable,stable,-4,-0.4,0.4624327264504763
Anas acuta,theil_sen,0.03590276274819855,0.022096825247501315,-0.009951260488703989,0.021702337618232308,0.037845005222177285,0.05011147740614548,0.07432980193561986,0.94,0.06,stable,stable,4,0.4,0.4624327264504763
Zosterops palpebrosus,theil_sen,0.005110028827384195,0.0076415652917875875,-0.010873815304987362,9.1547263356247e-5,0.005418347104610325,0.010295959438807654,0.01831387271683808,0.75,0.25,stable,stable,4,0.4,0.4624327264504763
Minla cyanouroptera,theil_sen,0.014055262530847065,0.00549112331477629,0.002687080042636633,0.010817119980704854,0.014345229803317039,0.017760827359404242,0.024183655133916418,0.9925,0.0075,expanding,strong_expanding,10,1,0.02748633611151034
Emberiza aureola,theil_sen,0.052977573576801676,0.029741636829667947,-0.011906894920756571,0.03406772082090019,0.05380210510792256,0.07453288741009532,0.10341116911445983,0.9375,0.0625,stable,stable,4,0.4,0.4624327264504763
Certhia hodgsoni,theil_sen,-0.026642359477810604,0.01033361377120092,-0.04855820694718828,-0.0329556743548833,-0.026011014856706073,-0.0195949442326896,-0.0071081850987452285,0.005,0.995,contracting,strong_contracting,-10,-1,0.02748633611151034
Botaurus stellaris,theil_sen,0.04257271580136523,0.013859754454748704,0.016766543792110452,0.033668368628166814,0.04277124853508761,0.05214744041042077,0.06936761648545627,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Acrocephalus arundinaceus,theil_sen,0.002255265512056593,0.006097141400652248,-0.009825196557714461,-0.0019538055386056226,0.002555169115161984,0.00651032598478112,0.013333143427979843,0.66,0.34,stable,stable,4,0.4,0.4624327264504763
Iduna aedon,theil_sen,0.03190352554538821,0.01400313464639485,6.602392935632279e-4,0.023491869459151736,0.032189460883919274,0.04150039584221769,0.05898449383999166,0.9825,0.0175,expanding,expanding,10,1,0.02748633611151034
Leptopoecile sophiae,theil_sen,-0.006509290025495479,0.005728546127114115,-0.019759411153680715,-0.009871339544390487,-0.006158731708121974,-0.002543407464139383,0.003757108242359199,0.1125,0.8875,stable,stable,-8,-0.8,0.08641073297370003
Merops apiaster,theil_sen,0.004305899491590431,0.0035585093049726557,-0.0023252075236688866,0.0018992742825483587,0.0042929262589761165,0.0067195597646324216,0.011973248597990371,0.9,0.1,stable,stable,8,0.8,0.08641073297370003
Muscicapa ferruginea,theil_sen,-0.008149191459869639,0.015557900358619061,-0.04162298940564026,-0.01823040542555876,-0.007600165066391443,0.0023956255559488865,0.02084538196245164,0.305,0.695,stable,stable,-8,-0.8,0.08641073297370003
Hodgsonius phoenicuroides,theil_sen,-0.017827423662015163,0.01368670844782628,-0.04716687048724018,-0.026269785131067175,-0.01663160443650605,-0.00860071274796409,0.006511448028329935,0.075,0.925,stable,stable,-8,-0.8,0.08641073297370003
Loxia curvirostra,theil_sen,0.008775603980891954,0.01228098114818768,-0.012890531461607641,6.879469260990222e-4,0.008850329451577404,0.016668799748024057,0.03154697942201933,0.7725,0.2275,stable,stable,4,0.4,0.4624327264504763
Carduelis carduelis,theil_sen,0.010377132016946483,0.00418638071700235,9.237996080216896e-4,0.007845946507318,0.010764316307991104,0.013264072398092958,0.0175650928233558,0.98,0.02,expanding,expanding,10,1,0.02748633611151034
Cygnus cygnus,theil_sen,0.01573889218526715,0.012054564691939966,-0.0057514073425009166,0.007059775614269978,0.015228790089431576,0.022773107225138617,0.04166508260026988,0.9025,0.0975,stable,stable,8,0.8,0.08641073297370003
Phylloscopus occisinensis,theil_sen,0.016073155399026325,0.013633149765118613,-0.012485222956758095,0.007493749538225244,0.01580058664882307,0.024384346235339097,0.04249062157708671,0.885,0.115,stable,stable,8,0.8,0.08641073297370003
Seicercus valentini,theil_sen,-0.032598123054066314,0.01434326890936942,-0.061437573494630415,-0.041807889513291105,-0.032903690058242806,-0.023387382750734303,-0.003745591080856411,0.015,0.985,contracting,contracting,-8,-0.8,0.08641073297370003
Pericrocotus divaricatus,theil_sen,0.014686566238499135,0.013678124048298813,-0.011510435897456034,0.005640527174542524,0.01439170941342194,0.02404127578984768,0.04240011977432147,0.88,0.12,stable,stable,8,0.8,0.08641073297370003
Zapornia akool,theil_sen,0.01112390848202011,0.008922198804038274,-0.007370044191398637,0.00579294306088643,0.0112204607800942,0.0166148516514376,0.027836655438231894,0.91,0.09,stable,stable,6,0.6,0.2206713619198468
Perdix hodgsoniae,theil_sen,-0.007909637571897556,0.005734036172023401,-0.021338828943765632,-0.011453720925095428,-0.007694968280352649,-0.003916513163374008,0.0021479108961747176,0.07,0.93,stable,stable,-6,-0.6,0.2206713619198468
Pucrasia macrolopha,theil_sen,-0.0028117925001108816,0.011412494939476258,-0.025784912977010438,-0.009467685073803618,-0.0015744761653756299,0.004722843146298957,0.017062104472541695,0.435,0.565,stable,stable,-8,-0.8,0.08641073297370003
Calidris minuta,theil_sen,0.04224230858908209,0.0253506462324829,-0.008825079778760863,0.025600855833626472,0.04382859656048606,0.06177431808427096,0.08671511589572427,0.9475,0.0525,stable,stable,8,0.8,0.08641073297370003
Chloris chloris,theil_sen,0.0035648824389421783,0.0043583330702089106,-0.004996945554273616,0.0010200283820240965,0.0036087897561804484,0.006318389322713846,0.01205159537819045,0.8125,0.1875,stable,stable,8,0.8,0.08641073297370003
Sitta nagaensis,theil_sen,-0.0072314626846705764,0.007011767565972442,-0.021558971386606927,-0.011889147065156359,-0.007515536398030327,-0.0023419031945303617,0.005859003877242955,0.15,0.85,stable,stable,-8,-0.8,0.08641073297370003
Phylloscopus tephrocephalus,theil_sen,0.030822592142559502,0.01268645319062494,0.005541794442620175,0.02361918496878409,0.03168469398293514,0.03878659448006437,0.05263699604226495,0.99,0.01,expanding,expanding,10,1,0.02748633611151034
Cyanoptila cyanomelana,theil_sen,0.004105477269421341,0.01201312443772986,-0.020390755377290615,-0.003980237070653508,0.004558072820747043,0.01249585970935581,0.02486882554205625,0.625,0.375,stable,stable,4,0.4,0.4624327264504763
Ficedula elisae,theil_sen,0.011969532022560845,0.008391794901943946,-0.007085194281812225,0.006946160639181789,0.01295979119666111,0.01728769498011051,0.026100310673150114,0.9175,0.0825,stable,stable,6,0.6,0.2206713619198468
Urosphena squameiceps,theil_sen,0.005810321672001596,0.015930711955217502,-0.022566400436874193,-0.0037380439260087705,0.0061549829981172866,0.015855037852479666,0.037597019484666434,0.65,0.35,stable,stable,6,0.6,0.2206713619198468
Conostoma aemodium,theil_sen,-0.01858331109491989,0.010641674667494789,-0.04264365190790066,-0.02515508587618317,-0.016686030061489582,-0.010455554549299504,-0.002221147680631329,0.0075,0.9925,contracting,strong_contracting,-10,-1,0.02748633611151034
Psilopogon asiaticus,theil_sen,0.005689257535570203,0.002487516793760361,4.109357056156417e-4,0.00405687394683733,0.005734531884063355,0.007357034577037099,0.010119904293152722,0.9825,0.0175,expanding,expanding,10,1,0.02748633611151034
Carpodacus davidianus,theil_sen,0.014741342920830881,0.009599356238532737,-0.006558718748494126,0.00928911381487817,0.015422500613770145,0.02111506493633452,0.03188404719550936,0.935,0.065,stable,stable,10,1,0.02748633611151034
Locustella thoracica,theil_sen,-0.02662860178891777,0.013410201160288137,-0.05418990431100262,-0.034597664332011474,-0.02627776171824736,-0.017681451342447276,-0.002536477305095417,0.015,0.985,contracting,contracting,-10,-1,0.02748633611151034
Motacilla flava,theil_sen,0.01218066248461989,0.005471751025955488,8.327462001949542e-4,0.008755143174717603,0.01245811074134726,0.01617341499825522,0.021188530803440825,0.98,0.02,expanding,expanding,10,1,0.02748633611151034
Charadrius mongolus,theil_sen,0.03675358104242883,0.013931984581032711,-2.3499628987938169e-4,0.02987797937503654,0.038581466118889296,0.04528841422405218,0.059007972537246656,0.9725,0.0275,expanding,expanding,10,1,0.02748633611151034
Phoenicurus erythrogastrus,theil_sen,0.015146911401132711,0.006065887522908847,0.003459774110653074,0.011337204563888993,0.015516090982499425,0.01915002518328706,0.027120060419305442,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Calliope calliope,theil_sen,0.06128019348140528,0.03899828874336174,-0.012708990574642552,0.03513042642039986,0.06424466590356397,0.08856464698153418,0.128982985495068,0.9425,0.0575,stable,stable,8,0.8,0.08641073297370003
Phylloscopus emeiensis,theil_sen,-0.009837945805117492,0.010652800026657727,-0.03382788382910194,-0.015781288435506895,-0.007914898822542368,-0.0024213926951825717,0.006341769794818575,0.175,0.825,stable,stable,-8,-0.8,0.08641073297370003
Tragopan temminckii,theil_sen,-0.0104122821802222,0.00840130989748668,-0.02786858917051783,-0.015823523405706502,-0.009630973853245753,-0.004602369257308379,0.005053580339033548,0.11,0.89,stable,stable,-8,-0.8,0.08641073297370003
Falco naumanni,theil_sen,0.025112718841182373,0.01064374731705062,0.002096991285286446,0.018845671560169044,0.02584700128763632,0.03275702399601986,0.04226040838339945,0.9775,0.0225,expanding,expanding,8,0.8,0.08641073297370003
Strix nivicolum,theil_sen,0.0033765022331844895,0.018953125400561696,-0.035704076918934194,-0.008403485218648858,0.005320405390309879,0.016080969182627622,0.03500673382887937,0.5875,0.4125,stable,stable,-2,-0.2,0.8064959405073402
Aegithalos fuliginosus,theil_sen,0.0029385630238605675,0.005247854847189715,-0.007855785302369736,-4.333938076581398e-4,0.0031925293457036787,0.0065219784054687344,0.012906989807511461,0.725,0.275,stable,stable,2,0.2,0.8064959405073402
Nettapus coromandelianus,theil_sen,0.01599743522239469,0.024797503513750752,-0.031086143878198698,-0.0015754237892671528,0.01666420505465009,0.034083434097777185,0.06067044925840751,0.73,0.27,stable,stable,8,0.8,0.08641073297370003
Sturnia sinensis,theil_sen,0.01289619173005998,0.0033279868982218834,0.005706659584215932,0.010884588612416181,0.013000967043367484,0.014995253960060198,0.019053462009077458,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Muscicapa striata,theil_sen,0.003788854307969362,0.0037281544754423444,-0.004647361628724016,0.0015188835987603839,0.004170998193358371,0.006288256274269533,0.010196970054710694,0.8675,0.1325,stable,stable,10,1,0.02748633611151034
Ficedula tricolor,theil_sen,-0.006041698966144424,0.011963524872938922,-0.03254728962382513,-0.012919971817440533,-0.00571096592067288,0.0019461161332842807,0.015175590489062493,0.325,0.675,stable,stable,-6,-0.6,0.2206713619198468
Tringa brevipes,theil_sen,0.01501640180625536,0.005610334556297955,0.0037272882800134647,0.011670868525289323,0.015330744032721604,0.01887214422587736,0.02588438726140619,0.9925,0.0075,expanding,strong_expanding,10,1,0.02748633611151034
Chrysolophus amherstiae,theil_sen,0.003671456714519707,0.004552800072988452,-0.0062772548385675786,0.0010005156915573776,0.003950722481755766,0.006694175177381084,0.01177707421196947,0.8025,0.1975,stable,stable,4,0.4,0.4624327264504763
Myiomela leucura,theil_sen,0.004756230998896339,0.010115976836385146,-0.01438072262694417,-0.00233484342189563,0.0055981977112652456,0.011462576803678983,0.02454768348949099,0.695,0.305,stable,stable,4,0.4,0.4624327264504763
Emberiza leucocephalos,theil_sen,0.008532008311144817,0.011822403057108362,-0.017266716123221254,0.0013714448987381164,0.008822295476903816,0.01614796863882296,0.029288090378121977,0.78,0.22,stable,stable,8,0.8,0.08641073297370003
