species,method,mean,sd,q025,q25,median,q75,q975,p_positive,p_negative,trend_class,trend_grade,mk_S,mk_tau,mk_p
Turdus rubrocanus,theil_sen,-0.0028466152769235846,0.007611085608319729,-0.01694175986738228,-0.00810524874527257,-0.0030022967541297046,0.002605962024422923,0.011141839882682341,0.3625,0.6375,stable,stable,-6,-0.6,0.2206713619198468
Carpodacus erythrinus,theil_sen,0.012121897466955186,0.015072955040603617,-0.017738481573615975,9.951866544820123e-4,0.01276996903107155,0.022124161672540735,0.04151417546178123,0.7675,0.2325,stable,stable,2,0.2,0.8064959405073402
Psilopogon virens,theil_sen,0.029519663008591025,0.007177826750110481,0.01568411252390957,0.02458935388239005,0.029067149385346235,0.03475235584322454,0.043679012934298315,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Gallinago gallinago,theil_sen,0.03144659941895359,0.01753149306156931,-0.0059147017667926325,0.019473027711097386,0.032367490688733354,0.043473083414272584,0.06341104531878439,0.955,0.045,expanding,expanding,8,0.8,0.08641073297370003
Prinia flaviventris,theil_sen,0.013513692879417066,0.0037171071901098947,0.005986937902628805,0.011288793366729324,0.013311355793428157,0.015896476624451872,0.020897027879989875,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Motacilla citreola,theil_sen,0.03691057595611453,0.015048495184929452,0.006951224485251533,0.02594925648561384,0.03768686510403813,0.048002939903054806,0.06207331731582816,0.985,0.015,expanding,expanding,10,1,0.02748633611151034
Accipiter soloensis,theil_sen,0.005084001618973802,0.012445756584032016,-0.020787669715973255,-0.0021925375922686096,0.0052295312656786275,0.013975664015825407,0.027152457539682595,0.68,0.32,stable,stable,2,0.2,0.8064959405073402
Accipiter trivirgatus,theil_sen,0.02160718836281554,0.008867154877071619,0.005106964444197171,0.015803135857931225,0.021484505305929418,0.027251334303345934,0.038301151148080984,0.995,0.005,expanding,strong_expanding,10,1,0.02748633611151034
Cisticola juncidis,theil_sen,-3.113330710766973e-4,0.009692911726667051,-0.018135827593208642,-0.007381581081169364,-3.4046781085651096e-4,0.005915540652897542,0.020712637471062684,0.4825,0.5175,stable,stable,0,0,1
Dicrurus leucophaeus,theil_sen,0.017742663697804535,0.0098484050272211,-0.0036878903006490314,0.011296963280259153,0.018174738278436735,0.024436810707325587,0.03568367120275802,0.9575,0.0425,expanding,expanding,6,0.6,0.2206713619198468
Ardea intermedia,theil_sen,0.07685634504323711,0.01969415622522707,0.03718325210031484,0.06460760393908345,0.07778242652498701,0.0902740563272639,0.11155618465076446,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Lonchura punctulata,theil_sen,0.020628745568819173,0.004572257472779994,0.011442233746968239,0.017554370914202776,0.02102111135636474,0.02369694870634628,0.029411597482480144,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Orthotomus sutorius,theil_sen,0.012567588551424856,0.0029636445350770973,0.006500419594515181,0.010722155690987788,0.012590655138657106,0.014549054887828473,0.017797491405698036,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Falco subbuteo,theil_sen,0.02566431073612254,0.014873581735228888,-0.004603365075882734,0.015270085440786747,0.027595037252891,0.03532201041525482,0.05269048944913876,0.955,0.045,expanding,expanding,6,0.6,0.2206713619198468
Pericrocotus ethologus,theil_sen,0.0023891338404784207,0.010515858128169096,-0.019169329053778442,-0.003994768862192752,0.002435960281554156,0.009796057447719683,0.020950005482219678,0.595,0.405,stable,stable,4,0.4,0.4624327264504763
Muscicapa sibirica,theil_sen,0.00621917088635094,0.009594616936871464,-0.01408050210450046,4.1364950714726373e-4,0.0067278674331227115,0.012742626805373032,0.0238985173142034,0.76,0.24,stable,stable,6,0.6,0.2206713619198468
Picumnus innominatus,theil_sen,0.016247654767666493,0.008405408374720069,-0.0019317271921146359,0.010731226246021257,0.016409132006010074,0.022180022738423347,0.03254719831739789,0.9625,0.0375,expanding,expanding,10,1,0.02748633611151034
Sternula albifrons,theil_sen,0.03745736215651574,0.01119259407942008,0.0169511330721396,0.030120601259192074,0.037488378446268233,0.044444385589134494,0.05779361949554505,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Butorides striata,theil_sen,0.014865536463050227,0.009197528917127216,-0.0049636132507779665,0.009416200647170182,0.014709978381986292,0.02050400750410828,0.03349582632313156,0.95,0.05,stable,stable,8,0.8,0.08641073297370003
Yungipicus canicapillus,theil_sen,0.03182825430205969,0.013598061616745332,0.0031191542784151627,0.02397017804308329,0.03184145338352208,0.041446746382041086,0.05786108246312767,0.985,0.015,expanding,expanding,6,0.6,0.2206713619198468
Periparus ater,theil_sen,7.898293265732137e-4,0.014623745801662206,-0.02644846942125488,-0.010144838407998364,0.0010820355901053139,0.009768258192751633,0.030458658791969552,0.525,0.475,stable,stable,4,0.4,0.4624327264504763
Phylloscopus magnirostris,theil_sen,-0.006317947019560377,0.010909823447779998,-0.027468477961394015,-0.013776070246982066,-0.006067541194918561,0.0013483328879583594,0.012989433575863822,0.2975,0.7025,stable,stable,-4,-0.4,0.4624327264504763
Tarsiger cyanurus,theil_sen,0.013830734586994466,0.011329314713794112,-0.007957039783326247,0.006413075611863103,0.013683609451911945,0.021131169564404962,0.03569441172773848,0.885,0.115,stable,stable,6,0.6,0.2206713619198468
Cuculus sparverioides,theil_sen,-0.008288189419505992,0.009486833065096829,-0.028454621212356975,-0.013999622719910095,-0.007908287219437087,-0.0019048372578125451,0.00843175857879202,0.1925,0.8075,stable,stable,-10,-1,0.02748633611151034
Cyanoderma ruficeps,theil_sen,0.030195448929146242,0.01103073042520766,0.008937545038421212,0.022207361757066613,0.03015322035473682,0.037725140783102185,0.051014770603658145,0.9925,0.0075,expanding,strong_expanding,10,1,0.02748633611151034
Eurystomus orientalis,theil_sen,0.012125978197909264,0.012706128948176158,-0.012554849364801886,0.0040383176999712654,0.012489024432827399,0.021380544392939717,0.035044748337776786,0.8325,0.1675,stable,stable,10,1,0.02748633611151034
Anas carolinensis,theil_sen,0.053406750948995746,0.016270483686914198,0.022909281268336915,0.04265581423366066,0.05346959449457456,0.06444022040347444,0.08152048341753756,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Acrocephalus bistrigiceps,theil_sen,0.056173636135792564,0.01205574731234832,0.033213484970339054,0.047580283540663716,0.05634904177969226,0.06447589006519845,0.07833525368394702,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Centropus sinensis,theil_sen,0.019600988908672096,0.0039164327584537625,0.012174157442743088,0.017140085839779662,0.019658427001786688,0.02235571868110331,0.026441651822971028,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Buteo hemilasius,theil_sen,0.008097965448815792,0.011705066907267001,-0.013645382892312987,3.225596924897947e-4,0.008860652271277723,0.016731899407322105,0.02987140396950588,0.7575,0.2425,stable,stable,0,0,1
Pycnonotus aurigaster,theil_sen,0.017069488471342403,0.0035713656903617634,0.009693213299438765,0.014760730976351851,0.017250681638524695,0.019643982719739057,0.02308690084653699,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Fringilla montifringilla,theil_sen,0.06512933447643889,0.013065856930936103,0.03975582970344894,0.05713178879382498,0.06531285963648517,0.07350306700030595,0.09137526041002907,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Phylloscopus humei,theil_sen,0.012258556633416165,0.00887919801906562,-0.006777424798183568,0.006814598987506854,0.012467132595566137,0.017943909749254205,0.03055373552437772,0.9175,0.0825,stable,stable,10,1,0.02748633611151034
Apus pacificus,theil_sen,0.003958534431926855,0.014141541451527136,-0.027473945177350852,-0.005397004884043006,0.005337519755188591,0.013481512075596822,0.031296568120325496,0.635,0.365,stable,stable,4,0.4,0.4624327264504763
Emberiza godlewskii,theil_sen,-0.0013319345826679715,0.008149045433480558,-0.01781061746954235,-0.0065345233970494875,-8.160100276033699e-4,0.004259329664954951,0.013306670057455922,0.4625,0.5375,stable,stable,-4,-0.4,0.4624327264504763
Tringa erythropus,theil_sen,0.05268373910566328,0.01211601317670344,0.02883825061654304,0.045281524835918185,0.05190561967505812,0.061175535428886374,0.07547503484910145,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Enicurus leschenaulti,theil_sen,0.01649610467080706,0.008982988325821731,-8.867077718556304e-4,0.010162336513062559,0.01707953935780239,0.02250021032991105,0.032233017930411854,0.9725,0.0275,expanding,expanding,8,0.8,0.08641073297370003
Phylloscopus borealis,theil_sen,-0.010104608284162847,0.01182622241486312,-0.03260968665777121,-0.01769629846642011,-0.011060973162578744,-0.002676261349046534,0.015270129046837258,0.1925,0.8075,stable,stable,-8,-0.8,0.08641073297370003
Cuculus poliocephalus,theil_sen,-0.0025166222492664617,0.018401240190948406,-0.03846533754476435,-0.014874890414948362,-0.00150545990516247,0.00877363168231562,0.031893705580307116,0.47,0.53,stable,stable,0,0,1
Phylloscopus coronatus,theil_sen,-0.010635766351833349,0.015346556424598215,-0.039775661886820475,-0.02034565792389251,-0.01038619163099659,-8.560860614023567e-4,0.019779373650318982,0.235,0.765,stable,stable,-8,-0.8,0.08641073297370003
Phylloscopus trochiloides,theil_sen,0.005092605205597036,0.006878312201309786,-0.009553275308821826,6.595480148221724e-4,0.005621170977133001,0.009754030549340157,0.017382018707385212,0.7725,0.2275,stable,stable,8,0.8,0.08641073297370003
Pericrocotus solaris,theil_sen,0.02499183646023543,0.005162533110195624,0.015077138863798271,0.021698941011434318,0.025235728484763263,0.02849585287147889,0.0343231879145447,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Aethopyga gouldiae,theil_sen,0.009177996392445709,0.00814583303889224,-0.0062014464071215416,0.003366522596475743,0.009263442409760589,0.014991639883999833,0.024189040195491153,0.8825,0.1175,stable,stable,6,0.6,0.2206713619198468
Tringa stagnatilis,theil_sen,0.033045773479229046,0.011367952554801889,0.01045356304252904,0.024858649612939474,0.033344307021744325,0.04114716204340812,0.05394118430540146,0.9975,0.0025,expanding,strong_expanding,8,0.8,0.08641073297370003
Muscicapa dauurica,theil_sen,0.05651872972619067,0.0256569634343714,0.004530381306216457,0.04038354307951031,0.05672888198478948,0.0742723972444522,0.10403831182895061,0.98,0.02,expanding,expanding,8,0.8,0.08641073297370003
Buteo japonicus,theil_sen,0.03761959843861468,0.016396446350248235,0.004165410332616018,0.02737150316981788,0.03752652760256285,0.04898350597824033,0.06918129143011138,0.9875,0.0125,expanding,expanding,8,0.8,0.08641073297370003
Gelochelidon nilotica,theil_sen,0.04571600984316599,0.012032219033394999,0.01827325691337677,0.038777994458747134,0.04615143672436223,0.053949270983497194,0.06762018688216692,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Eumyias thalassinus,theil_sen,0.020391259478674973,0.007568462490168859,0.005506705099026639,0.015243727320593307,0.020517087197051552,0.025853331272085434,0.03525717371331702,0.9925,0.0075,expanding,strong_expanding,10,1,0.02748633611151034
Sitta villosa,theil_sen,-0.013865853019225483,0.011210497460549314,-0.03512855626748074,-0.02100395035634796,-0.0130394952013909,-0.006402990395785515,0.0061943258330302104,0.095,0.905,stable,stable,-6,-0.6,0.2206713619198468
Alauda gulgula,theil_sen,-0.012032952352709075,0.01623148884984025,-0.045328617359659075,-0.022261012079888454,-0.01150181754767966,-4.570176582833973e-4,0.016749153462043413,0.235,0.765,stable,stable,-4,-0.4,0.4624327264504763
Calidris ruficollis,theil_sen,0.02873853304720702,0.01065714571674035,0.006708393643631471,0.021847942558667538,0.029391009059719794,0.036274295559538476,0.04727730185919834,0.99,0.01,expanding,expanding,10,1,0.02748633611151034
Pernis ptilorhynchus,theil_sen,0.09060175785442898,0.0210859723588871,0.047601687064236765,0.07724370974860847,0.09213873116730883,0.1058527545753071,0.1289934824157466,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Limosa limosa,theil_sen,0.05271060375052068,0.01289404775484889,0.026820362812923475,0.044715700912213344,0.0531660418169375,0.0618349592344344,0.07594822028047607,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Phylloscopus pulcher,theil_sen,0.001286772094953696,0.0067151376116041436,-0.010421071208652058,-0.002801849912449885,0.001320796166580887,0.005558353527085759,0.013925539509103196,0.5825,0.4175,stable,stable,-2,-0.2,0.8064959405073402
Ardea purpurea,theil_sen,0.05941626144267421,0.011488790387132538,0.036214659112408294,0.05212775564175094,0.0603389171836749,0.06724830078879132,0.08049328278450674,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Phylloscopus armandii,theil_sen,0.0025861752607079353,0.008358433202349962,-0.01541630724095303,-0.0019612052074429974,0.0029274240998053355,0.007574648342109441,0.01826364974967314,0.6675,0.3325,stable,stable,6,0.6,0.2206713619198468
Butastur indicus,theil_sen,-4.895751756084347e-4,0.009601719396300284,-0.017629059720442125,-0.006689209563522869,-0.0013344854367118922,0.0055418846365689525,0.018416104664005034,0.4625,0.5375,stable,stable,-2,-0.2,0.8064959405073402
Platalea leucorodia,theil_sen,0.046288978580916885,0.011930886882013096,0.0202685992979703,0.03940645933528708,0.04664198786552017,0.054472260987213264,0.06912594969413842,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Emberiza tristrami,theil_sen,0.03015050548990876,0.012693700917083786,0.004184983102935608,0.02193819380731015,0.03114824551515077,0.03916860668020482,0.05364904361957852,0.995,0.005,expanding,strong_expanding,8,0.8,0.08641073297370003
Spatula querquedula,theil_sen,0.02857859786104836,0.020348081238617727,-0.011347775206158822,0.015606972770224454,0.02705185952553548,0.04207920254042027,0.06872896936626009,0.9275,0.0725,stable,stable,4,0.4,0.4624327264504763
Alcippe hueti,theil_sen,0.013031070526328573,0.0036022287182312885,0.00565819854156701,0.010926211921078219,0.01341043493699785,0.015674340556554242,0.019353033172945684,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Garrulax perspicillatus,theil_sen,0.027346009269823526,0.005942738708886083,0.01653052923943225,0.023411457748554004,0.02713129329880374,0.031129288146918326,0.03946061175056673,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Cinclus pallasii,theil_sen,-1.9762484345725817e-4,0.011306411202470328,-0.0238355594671302,-0.007527557973051338,1.055664107233572e-4,0.00759081238598495,0.019669211886785096,0.505,0.495,stable,stable,0,0,1
Calidris ferruginea,theil_sen,0.03620381129152022,0.017894226579417125,-0.0015099157437732092,0.025229247963456932,0.03792506479105338,0.049004648754212454,0.0673445073249846,0.965,0.035,expanding,expanding,10,1,0.02748633611151034
Tadorna tadorna,theil_sen,0.044849757607912016,0.012167408303334726,0.01807043280709947,0.03679950956937016,0.04500232046539115,0.052667900901218284,0.067052759185788,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Chlidonias leucopterus,theil_sen,0.03918368972412738,0.014326894140628686,0.0106473170143471,0.029843253377745262,0.03836562416013588,0.0486656142996438,0.06899589260651454,0.9975,0.0025,expanding,strong_expanding,6,0.6,0.2206713619198468
Anthus roseatus,theil_sen,0.022570313560739474,0.011065357957062193,-0.0022641468322436176,0.0153573455986129,0.02281006229458463,0.030076587310503663,0.04264503196451449,0.965,0.035,expanding,expanding,6,0.6,0.2206713619198468
Phoenicurus frontalis,theil_sen,0.01381599716702459,0.0066227929559615345,-8.061297952477575e-5,0.009577257296252393,0.014339459512712031,0.01855156741815884,0.025425672791799997,0.9725,0.0275,expanding,expanding,10,1,0.02748633611151034
Mareca strepera,theil_sen,0.050042482002193786,0.015712446388993773,0.01948734893373314,0.0393629412917504,0.050035922272499415,0.060650707475584154,0.08132093292937174,0.9975,0.0025,expanding,strong_expanding,6,0.6,0.2206713619198468
Periparus rubidiventris,theil_sen,-0.011606725579349057,0.007032877073055021,-0.026676227555334105,-0.01600222931628654,-0.01112415347230721,-0.0069138895790022015,0.0013936385973189744,0.035,0.965,contracting,contracting,-10,-1,0.02748633611151034
Eremophila alpestris,theil_sen,0.004550114808310268,0.005742237218325624,-0.006080725518756646,9.181102868717067e-4,0.0044222729008667055,0.008503392315631565,0.01565570924996141,0.7875,0.2125,stable,stable,2,0.2,0.8064959405073402
Aythya nyroca,theil_sen,0.05738484232914943,0.01764449207762237,0.020999020538931944,0.04558351366398697,0.058113476935969674,0.06913333471981278,0.08905348340985095,0.9975,0.0025,expanding,strong_expanding,8,0.8,0.08641073297370003
Calidris acuminata,theil_sen,0.02496386858183993,0.010647622924380004,0.0029799128074492233,0.017629140269226268,0.02577446167806126,0.03183859632529536,0.04500996494365367,0.99,0.01,expanding,expanding,10,1,0.02748633611151034
Ceryle rudis,theil_sen,0.028392849513455606,0.007473510995424352,0.012362792550445994,0.02388993416248749,0.02907894682009273,0.03376626554375847,0.04077380875281314,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Circus spilonotus,theil_sen,0.026543941297556103,0.017008097730804524,-0.006582868585684159,0.014214454450068963,0.026578878432538627,0.03841881052169814,0.06033581754311172,0.935,0.065,stable,stable,2,0.2,0.8064959405073402
Pseudopodoces humilis,theil_sen,-4.240388929504127e-4,0.0036005853021144956,-0.007325907409042714,-0.00289741946783207,-4.4015931667860074e-4,0.0020955659445984366,0.006957026040797108,0.45,0.55,stable,stable,-2,-0.2,0.8064959405073402
Pyrrhula erythaca,theil_sen,-0.008069359701413596,0.009296056936122305,-0.02775334865557197,-0.013742070496701335,-0.00753126075595671,-0.0018670982523055612,0.008445703257529677,0.19,0.81,stable,stable,-8,-0.8,0.08641073297370003
Netta rufina,theil_sen,0.052751355141921884,0.011130598909225466,0.030206117189771706,0.044593204270780236,0.0530471355039851,0.06063995693774048,0.073016028972057,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Emberiza cioides,theil_sen,0.034600589648816744,0.010825827413602706,0.01407012202508466,0.027475103664090637,0.03474014868994285,0.041924491219292134,0.053317984182774586,0.995,0.005,expanding,strong_expanding,8,0.8,0.08641073297370003
Anser anser,theil_sen,0.050549390019026474,0.015242071594873266,0.017409320546510114,0.04094161206636698,0.05116408462935407,0.06126677528051721,0.07672271791842995,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Otus sunia,theil_sen,-0.00869049235515688,0.020090265448910027,-0.053392826847207704,-0.02133015869625357,-0.0076413981284724555,0.004675509278454358,0.027701674490832016,0.335,0.665,stable,stable,-2,-0.2,0.8064959405073402
Aethopyga christinae,theil_sen,0.029897488737900064,0.004935516639267681,0.0199866053009141,0.026592637252658948,0.0303597714180345,0.033368392925913815,0.03898825944291188,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Stachyridopsis ruficeps,theil_sen,0.008635284358184179,0.006635641266155079,-0.003640161825445852,0.0042302327916573495,0.007957801133022203,0.013248477532647577,0.022078373036819945,0.9175,0.0825,stable,stable,6,0.6,0.2206713619198468
Carpodacus dubius,theil_sen,-0.007529032798551653,0.005985375450786842,-0.019584900698027655,-0.011474370230538862,-0.007357566658653992,-0.0032013454082891295,0.003771493075545137,0.095,0.905,stable,stable,-10,-1,0.02748633611151034
Phylloscopus yunnanensis,theil_sen,0.007662424332083791,0.011040892005560785,-0.015141157701653881,2.8508803828165147e-4,0.00827997404530201,0.01488442883755987,0.03015344473154306,0.7625,0.2375,stable,stable,8,0.8,0.08641073297370003
Remiz consobrinus,theil_sen,0.03313196688036994,0.009406263559660325,0.01445238866729854,0.026936495196578737,0.03360046217558492,0.039729969391059716,0.049490375955112895,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Turdus kessleri,theil_sen,-0.012028701524475428,0.006107206800820779,-0.02483288556967642,-0.015838638848012336,-0.011783018578078135,-0.007960322729677831,-6.128237504905643e-4,0.02,0.98,contracting,contracting,-10,-1,0.02748633611151034
Phylloscopus forresti,theil_sen,-0.00796261931419787,0.009224398591002641,-0.026943022140332097,-0.013831415158190457,-0.007321226813854439,-0.0017466092359445604,0.009490912124041026,0.1875,0.8125,stable,stable,-8,-0.8,0.08641073297370003
Hydrophasianus chirurgus,theil_sen,0.022327929238605482,0.013156595242283407,-0.006850059107692045,0.014524481985638162,0.023774793894727864,0.0317023201033973,0.04403426501078262,0.9475,0.0525,stable,stable,8,0.8,0.08641073297370003
Numenius phaeopus,theil_sen,0.03621602864670315,0.01077128398040757,0.014960060054622724,0.029220687722429185,0.03666740361921063,0.043853911647589824,0.055255163778402935,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Phoenicurus schisticeps,theil_sen,-0.0036753085868714654,0.005599214808374182,-0.014512012840570361,-0.0070275789245229925,-0.00338938891110778,5.049443358055847e-5,0.006733735833433015,0.2575,0.7425,stable,stable,-6,-0.6,0.2206713619198468
Anthus richardi,theil_sen,0.012658675294595984,0.018472027304963716,-0.02656390797918979,-8.317584401229192e-4,0.013296021529827414,0.025499631282984228,0.04668550710967464,0.74,0.26,stable,stable,2,0.2,0.8064959405073402
Nucifraga caryocatactes,theil_sen,0.01416718707033518,0.009502861103224848,-0.00478744854467271,0.008118570259371495,0.014580481327507895,0.021275368345923612,0.030061707797699087,0.925,0.075,stable,stable,6,0.6,0.2206713619198468
Poecile montanus,theil_sen,-0.02125110556126413,0.014630332960881067,-0.055048152729948396,-0.030128217325397853,-0.020675188740830616,-0.011645217526833191,0.005089037746392583,0.06,0.94,stable,stable,-4,-0.4,0.4624327264504763
Muscicapa griseisticta,theil_sen,0.022910475690774184,0.01171100048972625,0.001956274931818808,0.016034006446748926,0.02261434833039582,0.030735448589457974,0.04452785063059483,0.9825,0.0175,expanding,expanding,10,1,0.02748633611151034
Numenius arquata,theil_sen,0.028198947111116146,0.011222105152934371,0.00552050442681484,0.021317155841094688,0.02815459242074021,0.03534910404099689,0.04799361218487965,0.9875,0.0125,expanding,expanding,10,1,0.02748633611151034
Falco peregrinus,theil_sen,0.026035884742733616,0.01954904182393687,-0.015063739466716361,0.014243929272831683,0.026401912695481124,0.04115005092893727,0.059977657684636636,0.9,0.1,stable,stable,8,0.8,0.08641073297370003
Lanius tigrinus,theil_sen,-0.028889372719009817,0.016765686870574215,-0.06681566653700675,-0.03735309852608869,-0.02689692293025054,-0.017680849611547547,-0.0010570096953496705,0.0225,0.9775,contracting,contracting,-10,-1,0.02748633611151034
Sitta europaea,theil_sen,0.015759342043253344,0.010574348494822616,-0.006928088431270643,0.009344298689366986,0.016120704028810905,0.023109703711337918,0.03510794295061606,0.92,0.08,stable,stable,6,0.6,0.2206713619198468
Vanellus vanellus,theil_sen,0.04673616431070129,0.013413138903428335,0.020645401202850047,0.037352355949976324,0.04730979764172424,0.05570732998366504,0.07196547600067792,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Caprimulgus jotaka,theil_sen,0.015151518499912923,0.018453988165292607,-0.020447810371760772,0.0036975985944493212,0.015435728315707095,0.027616174877603077,0.048711106530479824,0.805,0.195,stable,stable,10,1,0.02748633611151034
Xenus cinereus,theil_sen,0.026730593180467735,0.011846977616270541,0.0013210563098908468,0.019399182378682652,0.02799351008739602,0.034876752014602136,0.047497381713139955,0.98,0.02,expanding,expanding,8,0.8,0.08641073297370003
Pluvialis squatarola,theil_sen,0.03708950589840309,0.006253427145981301,0.025482819803310203,0.03301814400536135,0.03708759095761873,0.04135251008168524,0.04957279375368438,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Anser cygnoides,theil_sen,0.022654533263725025,0.01101407276351521,-0.002519762474969032,0.015562751349000772,0.023289871606726083,0.030707350492210385,0.042416186164189344,0.9725,0.0275,expanding,expanding,8,0.8,0.08641073297370003
Saxicola ferreus,theil_sen,0.022252095259417206,0.008189678006573418,0.007666397388250167,0.01681259300798478,0.02231990081750463,0.028041401392359458,0.03610591000972598,0.995,0.005,expanding,strong_expanding,8,0.8,0.08641073297370003
Muscicapa latirostris,theil_sen,0.012527401004078563,0.016629887807587004,-0.02158924950205263,0.002397959069923591,0.012241359308273865,0.02315673181282371,0.04385717920701324,0.79,0.21,stable,stable,6,0.6,0.2206713619198468
Oenanthe isabellina,theil_sen,-0.0031841167016964447,0.006133291547771034,-0.014918150647135576,-0.007154190773057059,-0.003347184765122133,0.0010816380784215342,0.008378338524167436,0.305,0.695,stable,stable,-6,-0.6,0.2206713619198468
Prunella strophiata,theil_sen,-0.009185754945739758,0.00678084463149285,-0.02274484703486002,-0.01400818359847994,-0.008841545854426642,-0.00447395227638109,0.0036159336842121583,0.075,0.925,stable,stable,-8,-0.8,0.08641073297370003
Emberiza pallasi,theil_sen,0.042992803897070636,0.008827864293402756,0.025222521029754464,0.03747167026230014,0.04292245710011023,0.048463142790148385,0.06118517678894653,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Chaimarrornis leucocephalus,theil_sen,0.001261798613206611,0.008831472519022132,-0.01726270658277579,-0.004639526125928277,0.0016337074594783055,0.007018146076137759,0.019739520023176832,0.5775,0.4225,stable,stable,0,0,1
Saxicola maurus,theil_sen,0.04408586700103919,0.0145564471995927,0.014243807079131521,0.034583190002036954,0.04416241029326553,0.05396066898019148,0.07216737231156031,1,0,expanding,strong_expanding,8,0.8,0.08641073297370003
Riparia diluta,theil_sen,0.02376571055272657,0.012920462450528518,-0.0020055638094589115,0.014235296677131321,0.024743597401416233,0.032649824872684995,0.04732701847726211,0.955,0.045,expanding,expanding,4,0.4,0.4624327264504763
Dendronanthus indicus,theil_sen,0.0016276118457916868,0.010323102500679433,-0.018077871643346278,-0.0043629912438697994,0.001749536278743219,0.008644355663478627,0.021759858431241674,0.59,0.41,stable,stable,4,0.4,0.4624327264504763
Gypaetus barbatus,theil_sen,0.0026557160573674934,0.004889292684824671,-0.008789989259211806,-1.6173475656057132e-4,0.0029711664993818977,0.0058506855757589505,0.011432185411575537,0.7325,0.2675,stable,stable,4,0.4,0.4624327264504763
Cuculus saturatus,theil_sen,0.0309350621222613,0.0192147183817126,-0.009246045717974343,0.0175717782875124,0.031776908960252606,0.042780442630985654,0.06764203008125515,0.9475,0.0525,stable,stable,10,1,0.02748633611151034
Larus crassirostris,theil_sen,0.017306999373682398,0.0039384419195524385,0.00863383651276373,0.014844517488470979,0.01760613366883018,0.02006219123803686,0.023822461647070043,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Riparia riparia,theil_sen,0.06332096619353333,0.016741872418867973,0.028891760657833037,0.05294761654744713,0.0642045312709264,0.07540642809253992,0.09226828686475791,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Spilornis cheela,theil_sen,0.024345534730103275,0.005997686020163377,0.010929602411525303,0.020747498911525178,0.024613350636855637,0.028331529817577715,0.03465515839538788,1,0,expanding,strong_expanding,10,1,0.02748633611151034
Ptyonoprogne rupestris,theil_sen,0.006908997117979759,0.006731139822912759,-0.007957098721179688,0.0031733050865383043,0.007201255891265019,0.011602117745870794,0.018991975752493902,0.8525,0.1475,stable,stable,8,0.8,0.08641073297370003
Pyrgilauda ruficollis,theil_sen,0.0038953356619485,0.00355220517654028,-0.0025629437858349703,0.0014196974524397256,0.003948326792876778,0.006321233711698696,0.011232472569938166,0.865,0.135,stable,stable,10,1,0.02748633611151034
Lanius phoenicuroides,theil_sen,0.016115845838282804,0.00531486059520251,0.0043392465097503614,0.012609638709227093,0.016256327999202715,0.01986365954566243,0.025357197823842742,0.9975,0.0025,expanding,strong_expanding,10,1,0.02748633611151034
Linaria flavirostris,theil_sen,0.0027706953965375754,0.003682594333991985,-0.004585009382297986,0.00032421324304257593,0.002737290936834884,0.005551118879072732,0.009460440112768718,0.7625,0.2375,stable,stable,8,0.8,0.08641073297370003
Centropus bengalensis,theil_sen,0.0163595464587839,0.008287588947893235,-0.0029285823643004716,0.010968498318495678,0.016559269219277258,0.02229743221738307,0.03031147513639395,0.9625,0.0375,expanding,expanding,8,0.8,0.08641073297370003
Terpsiphone incei,theil_sen,0.02182462442619735,0.013211521386085187,-0.0032709931899835894,0.013313818500760037,0.021819407786913207,0.030350432113296372,0.04763027375731239,0.9525,0.0475,expanding,expanding,10,1,0.02748633611151034
