period,species,mean_psi_inside,mean_psi_outside,psi_diff,habitat_breadth,sp_group
P5,Abroscopus albogularis,0.1271720534872264,0.3132298802805686,-0.18605782679334218,2,specialist
P5,Saxicola stejnegeri,0.29792652770317046,0.61673927846643,-0.3188127507632595,5,specialist
P5,Garrulus glandarius,0.29091201180147597,0.46374574420934256,-0.1728337324078666,2,specialist
P5,Chlidonias hybrida,0.5475120420504003,0.6596149590427506,-0.11210291699235031,8,generalist
P5,Corvus corone,0.8440314227009883,0.7311461743449631,0.1128852483560252,8,generalist
P5,Trochalopteron elliotii,0.2995686125616883,0.2017172644380825,0.09785134812360582,2,specialist
P5,Parus monticolus,0.2475493665123507,0.21486315785532067,0.032686208657030036,2,specialist
P5,Phylloscopus fuscatus,0.5244531027497598,0.6879631235052709,-0.16351002075551113,2,specialist
P5,Myophonus caeruleus,0.2944237991669707,0.4020945552908893,-0.10767075612391858,2,specialist
P5,Pyrrhocorax pyrrhocorax,0.776336215719181,0.46328063401017977,0.3130555817090012,8,generalist
P5,Ficedula zanthopygia,0.27684516101210005,0.5175749548225792,-0.24072979381047915,2,specialist
P5,Pericrocotus cantonensis,0.11120926604963248,0.3550413617850877,-0.24383209573545522,2,specialist
P5,Ixos mcclellandii,0.12796053715169892,0.31598023717883333,-0.18801970002713442,2,specialist
P5,Tringa nebularia,0.47121263223331494,0.5942502492102103,-0.12303761697689536,8,generalist
P5,Dicrurus hottentottus,0.1522352798814851,0.3929077675968317,-0.2406724877153466,2,specialist
P5,Gracupica nigricollis,0.030870861149038323,0.20494352109867528,-0.17407265994963694,8,generalist
P5,Tringa totanus,0.6749777001019409,0.5568999970863742,0.11807770301556675,8,generalist
P5,Hierococcyx sparverioides,0.3094877137490372,0.4580475581701204,-0.14855984442108316,2,specialist
P5,Leiothrix lutea,0.13032895806403874,0.27022131813326983,-0.1398923600692311,2,specialist
P5,Charadrius alexandrinus,0.4604465996255203,0.5215077358711916,-0.06106113624567128,8,generalist
P5,Dendrocitta formosae,0.05402345128449824,0.2512904453894575,-0.19726699410495926,5,specialist
P5,Aix galericulata,0.35228694762435386,0.5348971558340299,-0.182610208209676,8,generalist
P5,Motacilla tschutschensis,0.6284315644709971,0.7600741143833936,-0.13164254991239643,8,generalist
P5,Falco amurensis,0.39259255750982835,0.5209323456888977,-0.12833978817906933,8,generalist
P5,Delichon dasypus,0.45664802149679135,0.4540837236600342,0.0025642978367571567,5,specialist
P5,Lonchura striata,0.08203368753638528,0.31505632519742904,-0.23302263766104375,8,generalist
P5,Garrulax canorus,0.10598630282509483,0.35348754462778154,-0.2475012418026867,5,specialist
P5,Amaurornis phoenicurus,0.1259342244202252,0.35180619366304067,-0.22587196924281547,5,specialist
P5,Lanius tephronotus,0.578629265364686,0.33065638445311535,0.2479728809115706,8,generalist
P5,Columba livia,0.7215352137578779,0.6111658099222914,0.11036940383558647,8,generalist
P5,Phylloscopus claudiae,0.32660286407462014,0.3298578223643176,-0.0032549582896974627,5,specialist
P5,Emberiza elegans,0.3104608382700237,0.4829905017618475,-0.1725296634918238,8,generalist
P5,Gyps himalayensis,0.6554125446876296,0.32263474677085346,0.3327777979167761,8,generalist
P5,Recurvirostra avosetta,0.48017458109853756,0.5494960485686892,-0.06932146747015161,8,generalist
P5,Culicicapa ceylonensis,0.2779124938704442,0.3186045383404921,-0.04069204447004793,2,specialist
P5,Columba rupestris,0.8896235010807704,0.6072135245338262,0.2824099765469442,8,generalist
P5,Apus nipalensis,0.24170329393336978,0.34356412259705,-0.10186082866368021,2,specialist
P5,Accipiter nisus,0.9895523065741268,0.9294026657081812,0.06014964086594565,2,specialist
P5,Tringa ochropus,0.8491818072807555,0.8911383934365534,-0.04195658615579789,8,generalist
P5,Phoenicurus ochruros,0.7050911285692535,0.3478204053304804,0.35727072323877307,8,generalist
P5,Turdus rubrocanus,0.494631416605648,0.2909881540434124,0.20364326256223564,2,specialist
P5,Carpodacus erythrinus,0.8943008866496628,0.7129402532600418,0.18136063338962094,5,specialist
P5,Psilopogon virens,0.15074636368767635,0.2745214698207621,-0.12377510613308573,2,specialist
P5,Gallinago gallinago,0.5582846259074792,0.701175175057269,-0.14289054914978983,8,generalist
P5,Prinia flaviventris,0.017072446314791902,0.1834650879858684,-0.1663926416710765,8,generalist
P5,Motacilla citreola,0.9135867067888978,0.7366401557826792,0.1769465510062186,8,generalist
P5,Accipiter soloensis,0.12486243064680211,0.3891735067471912,-0.26431107610038906,2,specialist
P5,Accipiter trivirgatus,0.15070904476226823,0.35541516267464657,-0.20470611791237833,2,specialist
P5,Cisticola juncidis,0.10445618836259199,0.3795579934480172,-0.27510180508542526,8,generalist
P5,Dicrurus leucophaeus,0.22418109137489736,0.3787403156503128,-0.15455922427541544,2,specialist
P5,Ardea intermedia,0.24083148764449047,0.5080756339696699,-0.26724414632517945,8,generalist
P5,Lonchura punctulata,0.06778811276748285,0.28888988352165235,-0.22110177075416948,5,specialist
P5,Orthotomus sutorius,0.019855887966935618,0.1531061840248786,-0.13325029605794297,5,specialist
P5,Falco subbuteo,0.7798330987398886,0.798399044312429,-0.018565945572540432,8,generalist
P5,Pericrocotus ethologus,0.439244733730287,0.31153423697316573,0.12771049675712126,2,specialist
P5,Muscicapa sibirica,0.4776143955912924,0.7129402264589708,-0.23532583086767844,2,specialist
P5,Picumnus innominatus,0.1681643154305336,0.3401994875593765,-0.17203517212884292,2,specialist
P5,Sternula albifrons,0.4161274107206839,0.5217784411563933,-0.10565103043570939,8,generalist
P5,Butorides striata,0.143580842100949,0.4560497397719707,-0.3124688976710217,8,generalist
P5,Yungipicus canicapillus,0.20394656146596718,0.3276037548318255,-0.12365719336585834,5,specialist
P5,Periparus ater,0.5477635071690499,0.5041225715457156,0.043640935623334265,2,specialist
P5,Phylloscopus magnirostris,0.3526089564580274,0.2291970957491762,0.12341186070885121,2,specialist
P5,Tarsiger cyanurus,0.4612705951277328,0.6551122360427697,-0.19384164091503692,2,specialist
P5,Cuculus sparverioides,0.2085698215970769,0.4211632635453357,-0.21259344194825877,5,specialist
P5,Cyanoderma ruficeps,0.13925522727391934,0.30107509141213334,-0.161819864138214,2,specialist
P5,Eurystomus orientalis,0.1037773547274306,0.34673308256868,-0.2429557278412494,5,specialist
P5,Anas carolinensis,0.6729962806617572,0.7386164813459297,-0.06562020068417251,8,generalist
P5,Acrocephalus bistrigiceps,0.2128221478056049,0.47145632639900553,-0.25863417859340065,8,generalist
P5,Centropus sinensis,0.029063382688878085,0.17200260516388194,-0.14293922247500385,5,specialist
P5,Buteo hemilasius,0.896521752544975,0.6482228165247492,0.2482989360202258,8,generalist
P5,Pycnonotus aurigaster,0.04645393498198253,0.18019533765506773,-0.1337414026730852,5,specialist
P5,Fringilla montifringilla,0.6011631091277657,0.7002599668528016,-0.09909685772503585,2,specialist
P5,Phylloscopus humei,0.8295689740111795,0.5324039192976158,0.2971650547135637,2,specialist
P5,Apus pacificus,0.6550520148850599,0.7649646240703075,-0.10991260918524759,2,specialist
P5,Emberiza godlewskii,0.8071653406949945,0.47962082522493105,0.3275445154700634,5,specialist
P5,Tringa erythropus,0.40840315964149365,0.5423178096875582,-0.1339146500460645,8,generalist
P5,Enicurus leschenaulti,0.14586854389743587,0.2915456955933232,-0.14567715169588735,8,generalist
P5,Phylloscopus borealis,0.39903505273333434,0.6478444712896868,-0.24880941855635247,2,specialist
P5,Cuculus poliocephalus,0.3120238195784529,0.441062157674183,-0.12903833809573012,2,specialist
P5,Phylloscopus coronatus,0.22749943742119655,0.501131671366829,-0.27363223394563246,5,specialist
P5,Phylloscopus trochiloides,0.7563354698817238,0.40819636138380877,0.3481391084979151,2,specialist
P5,Pericrocotus solaris,0.09475620546738428,0.2702089389185144,-0.1754527334511301,5,specialist
P5,Aethopyga gouldiae,0.2639309966412048,0.22107438841032304,0.04285660823088175,2,specialist
P5,Tringa stagnatilis,0.26261820955614584,0.45255954968174233,-0.1899413401255965,8,generalist
P5,Muscicapa dauurica,0.27472043436829624,0.5896370395067683,-0.31491660513847203,2,specialist
P5,Buteo japonicus,0.7587163242535512,0.8487398219323974,-0.09002349767884621,8,generalist
P5,Gelochelidon nilotica,0.307818499531982,0.4431596087690423,-0.13534110923706033,8,generalist
P5,Eumyias thalassinus,0.18089829204970476,0.2823484845480024,-0.10145019249829762,2,specialist
P5,Sitta villosa,0.20616221117606037,0.2159034765940034,-0.00974126541794304,2,specialist
P5,Alauda gulgula,0.45831100340139225,0.4150621800941618,0.043248823307230455,8,generalist
P5,Calidris ruficollis,0.176393662932427,0.29280209208269037,-0.11640842915026337,8,generalist
P5,Pernis ptilorhynchus,0.6847353313450729,0.7251433573674476,-0.0404080260223747,5,specialist
P5,Limosa limosa,0.4367175146785631,0.4895054590475455,-0.052787944368982376,8,generalist
P5,Phylloscopus pulcher,0.49771882917446997,0.2906204780046517,0.20709835116981828,2,specialist
P5,Ardea purpurea,0.29285847994880504,0.4772404945543816,-0.18438201460557657,8,generalist
P5,Phylloscopus armandii,0.8210547463623981,0.5127980086107475,0.3082567377516505,5,specialist
P5,Butastur indicus,0.1983733066880914,0.5349131973283886,-0.3365398906402972,5,specialist
P5,Platalea leucorodia,0.33074470168514103,0.4955268828611054,-0.16478218117596438,8,generalist
P5,Emberiza tristrami,0.18143080230885733,0.43042502635824337,-0.24899422404938604,2,specialist
P5,Spatula querquedula,0.6434091924198435,0.699782132438957,-0.05637294001911353,8,generalist
P5,Alcippe hueti,0.013679369679831539,0.14947593664069916,-0.13579656696086762,5,specialist
P5,Garrulax perspicillatus,0.022322381577012558,0.15962530740046174,-0.1373029258234492,5,specialist
P5,Cinclus pallasii,0.20557567940822385,0.27832567585032075,-0.0727499964420969,8,generalist
P5,Calidris ferruginea,0.3815318927624564,0.42177383145533714,-0.04024193869288073,8,generalist
P5,Tadorna tadorna,0.5126452195483207,0.5500103861958654,-0.037365166647544745,8,generalist
P5,Chlidonias leucopterus,0.4164881133996106,0.507419624764603,-0.09093151136499239,8,generalist
P5,Anthus roseatus,0.6994326081556819,0.4732073804156677,0.2262252277400142,8,generalist
P5,Phoenicurus frontalis,0.5663071090432793,0.34250284003807746,0.22380426900520184,2,specialist
P5,Mareca strepera,0.7707387207543545,0.7298832820873726,0.040855438666981825,8,generalist
P5,Periparus rubidiventris,0.31280579953728493,0.17471678511895106,0.13808901441833388,2,specialist
P5,Eremophila alpestris,0.7618852252055637,0.42027174487005464,0.34161348033550903,8,generalist
P5,Aythya nyroca,0.8125135915664223,0.69451295457377,0.11800063699265229,8,generalist
P5,Calidris acuminata,0.17533810130830071,0.34615722737486687,-0.17081912606656616,8,generalist
P5,Ceryle rudis,0.057467227995922215,0.25625721230103693,-0.19878998430511471,8,generalist
