species,method,mean,sd,q025,q25,median,q75,q975,p_positive,p_negative
Dicrurus macrocercus,theil_sen,-0.00562915857017461,0.006655684517232697,-0.019561632364848584,-0.010246962804521852,-0.005072508392702894,-0.0011716523929328829,0.006830457253250137,0.1975,0.8025
Spizixos semitorques,theil_sen,0.029018952097261578,0.005747950015088804,0.018424454809269207,0.02514858501607085,0.02895934449014026,0.03290723948908089,0.040028582056770956,1,0
Phoenicurus auroreus,theil_sen,0.004728220945161741,0.006917821194865647,-0.009636916401535328,-5.4850423783062846e-5,0.00483370610180172,0.00937549180272375,0.01692945340820839,0.7475,0.2525
Ardea alba,theil_sen,0.028735846643482735,0.012281933432174886,0.0024451020562545433,0.021231195061625963,0.028868465018779838,0.03716079013288469,0.051279128942749844,0.985,0.015
Himantopus himantopus,theil_sen,0.07544087740969901,0.011270556145680049,0.05301884315169867,0.06872353604573961,0.07604913675405185,0.08244146879493947,0.09688591180818563,1,0
Urocissa erythroryncha,theil_sen,0.04492261030232061,0.014299973567793185,0.014712556563216751,0.035813193548856245,0.045771150555751774,0.05523707539763087,0.07038794316499063,0.995,0.005
Aegithalos concinnus,theil_sen,0.010445570980213634,0.0060536690746585565,-9.002070858357135e-4,0.006421168093263754,0.010839537915584996,0.01463276204005002,0.021884840506761555,0.96,0.04
Lanius cristatus,theil_sen,0.003929090874414779,0.007380758013493787,-0.010806347654422238,-9.904156545108775e-4,0.004228125858724868,0.008790009121739877,0.01831559098935715,0.7225,0.2775
Fulica atra,theil_sen,0.10823427540250338,0.013503056209527875,0.08264842454933233,0.09778634984637632,0.10872812830323866,0.11818523581651352,0.13435532477869053,1,0
Horornis fortipes,theil_sen,0.01682565972092447,0.007779598956955925,0.0036632255116166995,0.01161135132658449,0.016096021296675478,0.02209096060850763,0.03249071623966959,0.99,0.01
Eophona migratoria,theil_sen,0.014224615442248801,0.011186932434492033,-0.008136621521331357,0.006715552912402987,0.014847617467598231,0.02249020967335586,0.03464281316753469,0.885,0.115
Podiceps cristatus,theil_sen,0.06262411686854213,0.012822730440421164,0.036614467430483966,0.054290938778563815,0.06308299314512136,0.07045458662082917,0.08680022748256891,1,0
Picus canus,theil_sen,0.002619582478139875,0.014964791526645201,-0.026107912193613067,-0.007407049125103423,0.003303660758209155,0.013177722282123168,0.0318470970704642,0.585,0.415
Phylloscopus inornatus,theil_sen,0.029946293109388303,0.00800713180886089,0.015461397880885554,0.024876675856985768,0.030087915506937252,0.03496608370511456,0.04540417238258774,1,0
Pterorhinus sannio,theil_sen,0.03979843490414222,0.005560066349576265,0.02756099781481282,0.03647929237210733,0.03979130511762061,0.04357964225463348,0.05033695977164719,1,0
Motacilla cinerea,theil_sen,0.018954340674876835,0.01417082265588621,-0.007450673572835757,0.009430623314976634,0.01884816010903571,0.027312762805538175,0.049827021655296795,0.9175,0.0825
Sterna hirundo,theil_sen,0.04677174989918046,0.012667060306961306,0.021691806636129355,0.03746763776221532,0.04699113968913357,0.05533508282726877,0.07037202657566084,1,0
Falco tinnunculus,theil_sen,0.04156445399901182,0.008529315405004923,0.025174329379068845,0.0356884039903186,0.04228413315258468,0.04695266346413078,0.05770269250885417,1,0
Hypsipetes leucocephalus,theil_sen,0.007587374260432648,0.005776146207200874,-0.002979638326173573,0.003868926703579143,0.007900374194380982,0.01190458348225807,0.01838920031622244,0.88,0.12
Apus apus,theil_sen,0.0061180412197892765,0.008324133433867608,-0.010685250754421971,8.9163742659229e-4,0.0063114968452685745,0.011200520263949455,0.02135312626047856,0.79,0.21
Cuculus micropterus,theil_sen,0.02017712083237851,0.009038712658893907,0.0019313518558069223,0.014192214643516471,0.020592259762637424,0.026386934938962443,0.03558143236834763,0.9875,0.0125
Phalacrocorax carbo,theil_sen,0.03518521860496223,0.012674089773096546,0.004993805256688488,0.02753235210420321,0.035374037341667296,0.0439281733271286,0.057208357379754216,0.985,0.015
Phoenicurus fuliginosus,theil_sen,0.025005519164875128,0.007895585314478057,0.00858823329862998,0.019811162324683208,0.02529706485111549,0.030546954891906092,0.0390152674005014,1,0
Prinia inornata,theil_sen,0.024145358945431565,0.0061463856719580845,0.01245224996491978,0.019898177549269716,0.023675213780127553,0.028583376059300905,0.03650823589395085,1,0
Milvus migrans,theil_sen,0.02270791020112154,0.01649168288896006,-0.008068904959881938,0.012951868538003241,0.02269854366793579,0.03383879389744088,0.053360867946176956,0.9125,0.0875
Bubulcus coromandus,theil_sen,4.2835498568601256e-4,0.012026161711551539,-0.025495635926232732,-0.007085120026373329,0.0013867663564344744,0.008366777315591909,0.021588856997527765,0.535,0.465
Phylloscopus proregulus,theil_sen,0.01359926209088199,0.0076047962036455705,-0.001352394714119782,0.008768773759328885,0.013524508550304896,0.019300285145572138,0.02844469706692592,0.96,0.04
Acrocephalus orientalis,theil_sen,0.05059972826961889,0.011943928215297675,0.028030885157405365,0.042786526441231584,0.050583780765507826,0.05890741365542185,0.07485194032045342,1,0
Aegithalos glaucogularis,theil_sen,0.03471180149948495,0.008149851668802542,0.017902676212757283,0.02941888853635602,0.03520994708088003,0.04066941812641649,0.048727431462526005,1,0
Eudynamys scolopaceus,theil_sen,0.021499097559278386,0.007054718339528938,0.007963803031390111,0.01713841200617108,0.02142541053132246,0.025643602097086677,0.03602633296334173,1,0
Anthus hodgsoni,theil_sen,-0.006196478263856291,0.012640584672626458,-0.03132250707148191,-0.014595855553090823,-0.006096985865980051,0.001951870583706817,0.017591213346784717,0.315,0.685
Pterorhinus perspicillatus,theil_sen,0.03859995768950752,0.008891884398456344,0.019196396307302497,0.03373417256747708,0.03923724384705031,0.04441050119880429,0.05461574098494767,1,0
Charadrius dubius,theil_sen,0.03655794493983804,0.013292977273969017,0.007717657489781006,0.027952384002105753,0.03822126205435227,0.04553458752764225,0.06088321811922508,0.9975,0.0025
Poecile palustris,theil_sen,0.02646984020360371,0.007761413296837426,0.010945541383657244,0.02187710704107724,0.027107490858861456,0.031881916305338404,0.03935605580184908,0.9975,0.0025
Actitis hypoleucos,theil_sen,0.026546608408911723,0.014534765608465188,-0.0026835966858796824,0.01696661367127162,0.026491390662048038,0.03506881622230504,0.056974920888836815,0.97,0.03
Tadorna ferruginea,theil_sen,0.048399600243507764,0.01129199549240227,0.02506211998947036,0.040599786473431404,0.04857020107406578,0.05617345224842362,0.06912623482700599,1,0
Passer cinnamomeus,theil_sen,0.03357887051706167,0.012686329618581219,0.008092984647086209,0.02546878259175231,0.03387131712491358,0.041700582042676966,0.05779043772666859,0.995,0.005
Vanellus cinereus,theil_sen,0.07735462315445146,0.01274157489939382,0.04984458621577493,0.06882823923975612,0.07758983174816636,0.08606179861436795,0.09974615592491569,1,0
Pycnonotus xanthorrhous,theil_sen,0.03048576316608093,0.006564794848894437,0.01766006276553099,0.026204799784659623,0.030405314794802678,0.03525767969965985,0.04266553393218459,1,0
Emberiza spodocephala,theil_sen,0.01723029082211342,0.01145382964454418,-0.00448544596525277,0.009664072679550287,0.01715595661731099,0.024938524980420457,0.039690931434303675,0.9275,0.0725
Ixobrychus sinensis,theil_sen,0.03449280535132141,0.01366974795991101,0.008093013391749445,0.025674943608654348,0.03437984877002587,0.043472646605435476,0.06206486433420195,0.9975,0.0025
Oriolus chinensis,theil_sen,0.015653123117140635,0.007166745307488595,0.002231316038080836,0.010894882113606055,0.0157800472385064,0.019702940782694953,0.03134325160173139,0.9825,0.0175
Emberiza pusilla,theil_sen,0.016508643484511417,0.011163767934069067,-0.005788734029296162,0.009196757724714618,0.016927568962604434,0.0235387040377329,0.03633238909250931,0.935,0.065
Chroicocephalus ridibundus,theil_sen,0.06061749289086341,0.011901761208078421,0.034151819288490634,0.05360384122129141,0.06121408066565642,0.06887001550303243,0.08249890619992124,1,0
Pycnonotus jocosus,theil_sen,0.016879675407843842,0.003726442048991773,0.009621633184210832,0.01435137811984041,0.01687510842394627,0.019395838760585184,0.02407886163629232,1,0
Streptopelia decaocto,theil_sen,0.034918589366328294,0.008621704367050051,0.018272051984267058,0.02943378070565734,0.03449060740266145,0.04045071886201232,0.05172686431444658,1,0
Pomatorhinus ruficollis,theil_sen,0.019182688049801132,0.005875119786798093,0.006104173819997174,0.015393932298972172,0.01963733653246233,0.022915602493755065,0.029881331389654833,0.9975,0.0025
Bambusicola thoracicus,theil_sen,0.020215046440685686,0.007654679465571296,0.005360252037326321,0.015167473319038591,0.020098538501595396,0.025457165887796174,0.03421147521384759,0.995,0.005
Pardaliparus venustulus,theil_sen,-0.003720027341801887,0.011933390236208097,-0.02643217303429433,-0.011599578214413913,-0.004078364946702346,0.00384127703788849,0.020522267039833147,0.375,0.625
Ficedula albicilla,theil_sen,0.0057475027397325,0.010477310687138518,-0.01542913020816572,-4.7635779407122214e-4,0.005996506044178694,0.012075998915942906,0.025817556600232994,0.7275,0.2725
Picoides canicapillus,theil_sen,0.08100947335415826,0.016727494274812717,0.04594031418260359,0.07175318547166407,0.08418949767662859,0.09302720627462094,0.10664517561991967,1,0
Hemixos castanonotus,theil_sen,0.02088289249913169,0.003960410935705505,0.012802568807659625,0.01830541393539754,0.02110952951242444,0.02362430408935875,0.027733962630764032,1,0
Tringa glareola,theil_sen,0.022365071636930668,0.01936392605860171,-0.01911246309898532,0.011225898043017164,0.023004994359604236,0.03628362613641932,0.056990744868388066,0.8725,0.1275
Abroscopus albogularis,theil_sen,0.025671152215143114,0.008057198853417446,0.008440833490310998,0.0201779677889085,0.026484756455040337,0.031290785833466804,0.03985501589638853,1,0
Saxicola stejnegeri,theil_sen,0.04421700737182515,0.01204852487043652,0.018109773266767198,0.0366186547927483,0.044388732154663116,0.05256807954073331,0.06648529159894113,1,0
Garrulus glandarius,theil_sen,0.004713752618709537,0.013045964597732815,-0.022389945227420282,-0.004053028575180695,0.0059204183964403296,0.01441885385842915,0.027389333089426277,0.635,0.365
Chlidonias hybrida,theil_sen,0.07738471593835042,0.012330451869271456,0.05104135047363696,0.06957487413132417,0.0780786802820802,0.08525319637009404,0.09985128218518664,1,0
Corvus corone,theil_sen,0.03871383013385347,0.010955687831078864,0.017941921137695497,0.0321228770073429,0.0385384924421539,0.046102666680464595,0.05879260628678013,0.9975,0.0025
Trochalopteron elliotii,theil_sen,-0.006104914929865838,0.007828972816383157,-0.022009003076677854,-0.011296686301938301,-0.006166533460177234,-6.832173094335583e-4,0.007826384529127,0.235,0.765
Parus monticolus,theil_sen,0.00944163232907883,0.006911363427211244,-0.0038047030558223632,0.004799500558670764,0.009429090800247257,0.014299605759667093,0.02134017460664963,0.925,0.075
Phylloscopus fuscatus,theil_sen,0.021292767773206968,0.014855747960913733,-0.004872824985359371,0.01080948402015779,0.021435590120287968,0.030418875321888236,0.05090109863086887,0.9325,0.0675
Myophonus caeruleus,theil_sen,0.019702178983477116,0.007970538794780295,0.0038802433706685846,0.014388377836379387,0.019762012725306387,0.02487305216238501,0.03379480098123078,0.9925,0.0075
Pyrrhocorax pyrrhocorax,theil_sen,0.003558117570078004,0.007714538342383693,-0.01277226590905925,-0.0011063957688355313,0.0038756625437028416,0.0083544353648938,0.017633054080573543,0.6925,0.3075
Ficedula zanthopygia,theil_sen,0.011809576924644856,0.01270291388121138,-0.014513640406009208,0.0026596333607860913,0.012516573256879882,0.019917573677095155,0.03651776499993272,0.8375,0.1625
Pericrocotus cantonensis,theil_sen,0.004887129166834582,0.008019920205991857,-0.011626517431943437,1.9081580947877437e-4,0.005126331314891324,0.010324799116162476,0.019154537626374462,0.7575,0.2425
Ixos mcclellandii,theil_sen,0.031355004116225334,0.0054020524074941375,0.02130103793266782,0.02776726069750019,0.03142308407355416,0.034720676285659446,0.040926095446961894,1,0
Tringa nebularia,theil_sen,0.04424816891245742,0.013727653128710418,0.014787197395002978,0.034890571852905915,0.04516802271112096,0.05378250276951016,0.07106669957055153,0.9975,0.0025
Dicrurus hottentottus,theil_sen,-0.004403065263914552,0.009500348813460917,-0.02434595935630018,-0.010416532055307445,-0.004269205256697852,0.002436224190244857,0.01281583995999058,0.3125,0.6875
Gracupica nigricollis,theil_sen,0.019877537355488577,0.005129710863074553,0.008478050286370374,0.016983132710817642,0.0198055225594621,0.02347666682852763,0.028803892314926798,0.9975,0.0025
Tringa totanus,theil_sen,0.04421881748883533,0.012174518955869473,0.020384919916988497,0.03630007713613238,0.04356985780586722,0.05246209916122019,0.06688940768254525,1,0
Hierococcyx sparverioides,theil_sen,0.042932995705632984,0.021877585855063074,-0.002593045315445338,0.030229921769035613,0.04496260975420581,0.05690208469262999,0.08489590133458892,0.9625,0.0375
Leiothrix lutea,theil_sen,-0.003780547644770624,0.010216723761407856,-0.02338748804763376,-0.010469761745739157,-0.004286344524181623,0.003286959576047088,0.01569834858962686,0.3575,0.6425
Charadrius alexandrinus,theil_sen,0.04681868063429454,0.01316552092927699,0.02216190336394361,0.03811624271164407,0.047706839249951755,0.05542496084936144,0.07111496453268144,0.9975,0.0025
Dendrocitta formosae,theil_sen,0.016826052682147468,0.005362665091531477,0.006053765923132451,0.013540487911878363,0.017245543179598862,0.020507292385301624,0.026483189726246963,0.9975,0.0025
Aix galericulata,theil_sen,0.04686703267668358,0.012180576458713777,0.023699850330786375,0.03825141527351675,0.04786278940168857,0.05542356007718589,0.06853071880323773,1,0
Motacilla tschutschensis,theil_sen,0.03285079948204407,0.01487036863903647,0.005125811133802123,0.021771227445921096,0.032733615272771806,0.043013000943235284,0.06352533280246646,0.9925,0.0075
Falco amurensis,theil_sen,0.05740096459241119,0.009060087465794588,0.03792444927867644,0.05189597351265537,0.05810780300316111,0.06374808203764903,0.07389839536132152,1,0
Delichon dasypus,theil_sen,-0.009652148347089202,0.01515275710199848,-0.04066881023065539,-0.01906726057122826,-0.009974599558236848,0.0013909170872129222,0.017699103244197368,0.28,0.72
Lonchura striata,theil_sen,0.010095940733350788,0.005766783253859078,-6.193513870966612e-4,0.0059851575247767685,0.009884521668289277,0.013914606094237461,0.022232866023028236,0.965,0.035
Garrulax canorus,theil_sen,0.020159490236599346,0.010003737565869107,-0.001583294917507503,0.01400064141945103,0.019951185809149553,0.026336058404991754,0.03889785082715063,0.9725,0.0275
Amaurornis phoenicurus,theil_sen,0.01621110060044387,0.008953295390789975,-0.001906766545585637,0.010493190359141716,0.016539819543544033,0.022532558870337272,0.032846797762361324,0.97,0.03
Lanius tephronotus,theil_sen,0.0021914751247374053,0.007320561662356583,-0.011458480459484015,-0.002684989458527711,0.0024619454314705356,0.007316754926757506,0.015655628654965018,0.6275,0.3725
Columba livia,theil_sen,-0.06315437260239982,0.017287307227999944,-0.09317481359825121,-0.07546036299565992,-0.0640397180141061,-0.053108038835309235,-0.024259566710492935,0,1
Phylloscopus claudiae,theil_sen,0.023555524656519423,0.01323579747280134,-0.009244917691335532,0.016288458492881616,0.023854440783893715,0.03284062884625169,0.04564073168493628,0.9475,0.0525
Emberiza elegans,theil_sen,0.015939959686898562,0.013767477587030754,-0.008359114973493821,0.006298209823205701,0.015453348545574374,0.024566915169718543,0.044852669825397165,0.8975,0.1025
Gyps himalayensis,theil_sen,0.003430621835724586,0.0034240870242749346,-0.00335704669402636,0.0011474128457948634,0.003546768875066932,0.005777224706713699,0.010245098927766459,0.8425,0.1575
Recurvirostra avosetta,theil_sen,0.06984175310458524,0.011988766291515573,0.04748943283468422,0.06153134410466212,0.06963020915280083,0.07804517118188178,0.09257954018841512,1,0
Culicicapa ceylonensis,theil_sen,0.0292043527665016,0.008941474215828636,0.010492537691535854,0.023344480264784435,0.02945484129868118,0.03517653597081828,0.04565942290170084,0.9975,0.0025
Columba rupestris,theil_sen,0.018253363055623806,0.0064058785932604185,0.0054201399938774465,0.013941775948435,0.018741778860005234,0.022607371255706336,0.030072353923740844,0.995,0.005
Apus nipalensis,theil_sen,0.030143857788785085,0.006923286429457688,0.015831504102366455,0.02563823066560706,0.03070384066416353,0.03438884972668833,0.04246101139280173,1,0
Accipiter nisus,theil_sen,0.03253790431306104,0.010089035331377347,0.012674718990689487,0.025696214000321745,0.03250289235562297,0.039590784303412174,0.05141124615153442,0.9975,0.0025
Tringa ochropus,theil_sen,0.045829846903929564,0.018502687077932727,0.00614488060317441,0.03373614999336142,0.047095762927422465,0.0590025839610889,0.07836881185492145,0.985,0.015
Phoenicurus ochruros,theil_sen,0.008444191591947536,0.004722617180136684,-8.324998578433656e-4,0.005071562309739264,0.00847281112697935,0.01155660109674905,0.01809368083181218,0.9575,0.0425
Turdus rubrocanus,theil_sen,-0.006464311490360539,0.009365380313976636,-0.026512404040558983,-0.01287691023688477,-0.005817975305333561,4.7338611017270875e-4,0.009288259102084463,0.265,0.735
Carpodacus erythrinus,theil_sen,0.012771981007595901,0.014300580400676088,-0.015538412571144428,0.00302953994844328,0.01273716456673371,0.022531131333091398,0.040593926115801655,0.82,0.18
Psilopogon virens,theil_sen,0.029735408426858335,0.006917342436956564,0.01603245208978715,0.02544903243919148,0.0304779934265911,0.034108092272995424,0.041523543796478254,0.9975,0.0025
Gallinago gallinago,theil_sen,0.0329140939309589,0.017144245793981633,-0.0028369844239420463,0.022099407595063986,0.034742092814632336,0.04558815688603146,0.06322089393497088,0.965,0.035
Prinia flaviventris,theil_sen,0.013556774538832946,0.0037384136341732472,0.006905011997099574,0.01095686964389988,0.013619380462637897,0.016042943746721147,0.020616860537024852,1,0
Motacilla citreola,theil_sen,0.03840226459013556,0.01511694396408583,0.004956735245060396,0.029330544896169694,0.03931170863918642,0.04805471023234618,0.06659691569286318,0.98,0.02
Accipiter soloensis,theil_sen,0.00811630742706953,0.01281430590694039,-0.016247481987941608,-9.1569534462356e-5,0.008030763452999754,0.016883488377620576,0.03171168211786415,0.7425,0.2575
Accipiter trivirgatus,theil_sen,0.022708265005757122,0.008670198287842627,0.007760137117265869,0.016224336177903628,0.02206929215950778,0.028546999149782065,0.04141451736073253,1,0
Cisticola juncidis,theil_sen,0.002421986413695133,0.00929607315386965,-0.01601958494684826,-0.003534991670197863,0.002283399456747786,0.007866463874842976,0.019979004569823426,0.61,0.39
Dicrurus leucophaeus,theil_sen,0.01638173806479763,0.0094624391849449,-0.00236353203796671,0.01044191453210223,0.016739794837612447,0.022756809415079533,0.03369951502181458,0.955,0.045
Ardea intermedia,theil_sen,0.07581973426892323,0.019616142281856305,0.0360974703062615,0.06315848806684424,0.07650635557490926,0.09101280312394054,0.1071351128309685,1,0
Lonchura punctulata,theil_sen,0.020450664777685295,0.0047232682097490064,0.011005814864759942,0.017429930259484475,0.02017228185311646,0.023530286583154047,0.02999152470051554,1,0
Orthotomus sutorius,theil_sen,0.012787418075174776,0.0026386911339183507,0.007620651230513558,0.011056150141000809,0.012724295420033782,0.014596120616440151,0.01791004557379022,1,0
Falco subbuteo,theil_sen,0.029474079758301828,0.015011949474455265,-0.0011645526823528555,0.01969756513999551,0.03058678121652275,0.039786202203441694,0.056440575744411435,0.965,0.035
Pericrocotus ethologus,theil_sen,0.003270756816163009,0.011265357292312149,-0.019898308178543427,-0.003921445720681819,0.004417912831059956,0.010858794877072954,0.02383136283770905,0.6275,0.3725
Muscicapa sibirica,theil_sen,0.006774801042102399,0.010090189194272433,-0.014736189162870502,8.053715936867448e-4,0.007323461007609737,0.01349987866233079,0.024646306128070714,0.775,0.225
Picumnus innominatus,theil_sen,0.01580905012111773,0.008816625559477733,-0.002562244390867806,0.009814061417603635,0.016577509125945796,0.021797244519222044,0.03251040523823876,0.9575,0.0425
Sternula albifrons,theil_sen,0.03969769248738522,0.011378252131832467,0.014954534233339842,0.0322949901116749,0.03969215061233852,0.04843200810567208,0.059354503198938334,1,0
Butorides striata,theil_sen,0.015175668947832541,0.010280498408886387,-0.0052009804285119,0.008200326079327105,0.014868198844656916,0.0221355166999368,0.03356576237694121,0.925,0.075
Yungipicus canicapillus,theil_sen,0.03363831978811646,0.012936038762937727,0.010537707708742494,0.0257327203126334,0.03359986095454573,0.04245956334620196,0.057112650104850594,0.995,0.005
Periparus ater,theil_sen,0.003294398095393764,0.013671905352523873,-0.024362200205047757,-0.00512902990599982,0.0032073414116432775,0.012117774566335119,0.029167077360136934,0.5925,0.4075
Phylloscopus magnirostris,theil_sen,-0.005233232540159587,0.01110440819124012,-0.030820880920892434,-0.01167572263252636,-0.00490056429740339,0.002295368092298305,0.01592449357949316,0.34,0.66
Tarsiger cyanurus,theil_sen,0.016752107628566472,0.011320584551119344,-0.004553480673079642,0.009062046116486595,0.017276957706233744,0.024388893232102943,0.03703520387313819,0.9325,0.0675
Cuculus sparverioides,theil_sen,-0.007653398213502595,0.010032244788749527,-0.02735461104210807,-0.014528090308315719,-0.0073064321723573,-0.0015924917436014076,0.012998657528956526,0.2075,0.7925
Cyanoderma ruficeps,theil_sen,0.0316504375868587,0.010004313151535356,0.010645881325601068,0.025224449911872764,0.03239550939695206,0.03786488615236062,0.049735982359220034,0.9975,0.0025
Eurystomus orientalis,theil_sen,0.013056777411339591,0.012551035894671846,-0.013471996992044275,0.0052230537731968625,0.013573641115051369,0.02110831155291204,0.035444718681093404,0.87,0.13
Anas carolinensis,theil_sen,0.05740827671828183,0.016105914370096664,0.02346573739975734,0.04681925648092411,0.057622039475232284,0.06853667874900535,0.08684752430472412,1,0
Acrocephalus bistrigiceps,theil_sen,0.05484156989550274,0.011997485888987356,0.030994962399928164,0.04674415618619193,0.05478714987112413,0.06329624183211674,0.07773305388933828,1,0
Centropus sinensis,theil_sen,0.019643946581267852,0.0038644598296205947,0.01206891404434267,0.017214661623475794,0.019692560753161184,0.02228846321762047,0.027090623960506904,1,0
Buteo hemilasius,theil_sen,0.008856138340933694,0.0120282407064653,-0.015594601470227223,0.001107738846063376,0.00969912696709601,0.017270132687604006,0.030659683282454782,0.775,0.225
Pycnonotus aurigaster,theil_sen,0.017081953978515356,0.0035098414825293104,0.010416488410477613,0.014680686999473913,0.017200354455928837,0.01937836561269555,0.024456153250460626,1,0
Fringilla montifringilla,theil_sen,0.06664073944516005,0.01251850063752777,0.03970535321306806,0.05856594590992692,0.06681319171785079,0.07575696841193941,0.0899214408321067,1,0
