mean,sd,q025,median,q975,species
5.442842435784823,NA,5.442842435784823,5.442842435784823,5.442842435784823,Himantopus himantopus
5.436534896851435,NA,5.436534896851435,5.436534896851435,5.436534896851435,Urocissa erythroryncha
5.393957021852665,NA,5.393957021852665,5.393957021852665,5.393957021852665,Aegithalos concinnus
5.415290202376935,NA,5.415290202376935,5.415290202376935,5.415290202376935,Lanius cristatus
5.428221509233308,NA,5.428221509233308,5.428221509233308,5.428221509233308,Fulica atra
5.200537628916245,NA,5.200537628916245,5.200537628916245,5.200537628916245,Horornis fortipes
5.098354209585025,NA,5.098354209585025,5.098354209585025,5.098354209585025,Eophona migratoria
5.16241709796648,NA,5.16241709796648,5.16241709796648,5.16241709796648,Podiceps cristatus
5.2128076246172554,NA,5.2128076246172554,5.2128076246172554,5.2128076246172554,Picus canus
5.162348811340511,NA,5.162348811340511,5.162348811340511,5.162348811340511,Phylloscopus inornatus
5.413678227610977,NA,5.413678227610977,5.413678227610977,5.413678227610977,Pterorhinus sannio
5.368589700436171,NA,5.368589700436171,5.368589700436171,5.368589700436171,Motacilla cinerea
5.376586975731837,NA,5.376586975731837,5.376586975731837,5.376586975731837,Sterna hirundo
5.179832438627153,NA,5.179832438627153,5.179832438627153,5.179832438627153,Falco tinnunculus
5.148949653202353,NA,5.148949653202353,5.148949653202353,5.148949653202353,Hypsipetes leucocephalus
5.279887107969742,NA,5.279887107969742,5.279887107969742,5.279887107969742,Apus apus
5.157532005532082,NA,5.157532005532082,5.157532005532082,5.157532005532082,Cuculus micropterus
4.8296198331510904,NA,4.8296198331510904,4.8296198331510904,4.8296198331510904,Phalacrocorax carbo
4.758370360685148,NA,4.758370360685148,4.758370360685148,4.758370360685148,Phoenicurus fuliginosus
4.895541212119403,NA,4.895541212119403,4.895541212119403,4.895541212119403,Prinia inornata
4.849465836437992,NA,4.849465836437992,4.849465836437992,4.849465836437992,Milvus migrans
4.676988483194718,NA,4.676988483194718,4.676988483194718,4.676988483194718,Bubulcus coromandus
4.8256556250313,NA,4.8256556250313,4.8256556250313,4.8256556250313,Phylloscopus proregulus
4.654288817787731,NA,4.654288817787731,4.654288817787731,4.654288817787731,Acrocephalus orientalis
4.730315781250629,NA,4.730315781250629,4.730315781250629,4.730315781250629,Aegithalos glaucogularis
4.894095152065035,NA,4.894095152065035,4.894095152065035,4.894095152065035,Eudynamys scolopaceus
4.924732391237797,NA,4.924732391237797,4.924732391237797,4.924732391237797,Anthus hodgsoni
4.845815507839855,NA,4.845815507839855,4.845815507839855,4.845815507839855,Pterorhinus perspicillatus
4.935308913872047,NA,4.935308913872047,4.935308913872047,4.935308913872047,Charadrius dubius
4.982634901826697,NA,4.982634901826697,4.982634901826697,4.982634901826697,Poecile palustris
5.060601068854984,NA,5.060601068854984,5.060601068854984,5.060601068854984,Actitis hypoleucos
5.320664863718358,NA,5.320664863718358,5.320664863718358,5.320664863718358,Tadorna ferruginea
5.496952792678755,NA,5.496952792678755,5.496952792678755,5.496952792678755,Passer cinnamomeus
5.685648051476101,NA,5.685648051476101,5.685648051476101,5.685648051476101,Vanellus cinereus
5.699480968866561,NA,5.699480968866561,5.699480968866561,5.699480968866561,Pycnonotus xanthorrhous
5.5562335729105,NA,5.5562335729105,5.5562335729105,5.5562335729105,Emberiza spodocephala
5.413036523424521,NA,5.413036523424521,5.413036523424521,5.413036523424521,Ixobrychus sinensis
5.361633506164404,NA,5.361633506164404,5.361633506164404,5.361633506164404,Oriolus chinensis
5.274410784489616,NA,5.274410784489616,5.274410784489616,5.274410784489616,Emberiza pusilla
5.17765856076079,NA,5.17765856076079,5.17765856076079,5.17765856076079,Chroicocephalus ridibundus
5.022209727933067,NA,5.022209727933067,5.022209727933067,5.022209727933067,Pycnonotus jocosus
5.023677742219807,NA,5.023677742219807,5.023677742219807,5.023677742219807,Streptopelia decaocto
4.8484477713832845,NA,4.8484477713832845,4.8484477713832845,4.8484477713832845,Pomatorhinus ruficollis
4.682625542350487,NA,4.682625542350487,4.682625542350487,4.682625542350487,Bambusicola thoracicus
4.548699178809774,NA,4.548699178809774,4.548699178809774,4.548699178809774,Pardaliparus venustulus
4.702548437840489,NA,4.702548437840489,4.702548437840489,4.702548437840489,Ficedula albicilla
4.741821128225278,NA,4.741821128225278,4.741821128225278,4.741821128225278,Picoides canicapillus
4.801520192821972,NA,4.801520192821972,4.801520192821972,4.801520192821972,Hemixos castanonotus
4.837551843493693,NA,4.837551843493693,4.837551843493693,4.837551843493693,Tringa glareola
4.9009131590282005,NA,4.9009131590282005,4.9009131590282005,4.9009131590282005,Abroscopus albogularis
4.6632507464493,NA,4.6632507464493,4.6632507464493,4.6632507464493,Saxicola stejnegeri
4.8261957752246465,NA,4.8261957752246465,4.8261957752246465,4.8261957752246465,Garrulus glandarius
4.947479684098062,NA,4.947479684098062,4.947479684098062,4.947479684098062,Chlidonias hybrida
4.930870479751815,NA,4.930870479751815,4.930870479751815,4.930870479751815,Corvus corone
4.705687503163803,NA,4.705687503163803,4.705687503163803,4.705687503163803,Trochalopteron elliotii
4.399769954817408,NA,4.399769954817408,4.399769954817408,4.399769954817408,Parus monticolus
4.481759616773466,NA,4.481759616773466,4.481759616773466,4.481759616773466,Phylloscopus fuscatus
4.715263284679462,NA,4.715263284679462,4.715263284679462,4.715263284679462,Myophonus caeruleus
4.847374979348552,NA,4.847374979348552,4.847374979348552,4.847374979348552,Pyrrhocorax pyrrhocorax
4.764446997213043,NA,4.764446997213043,4.764446997213043,4.764446997213043,Ficedula zanthopygia
4.849226809668685,NA,4.849226809668685,4.849226809668685,4.849226809668685,Pericrocotus cantonensis
4.9688775136648955,NA,4.9688775136648955,4.9688775136648955,4.9688775136648955,Ixos mcclellandii
4.98814210872048,NA,4.98814210872048,4.98814210872048,4.98814210872048,Tringa nebularia
5.147449985113618,NA,5.147449985113618,5.147449985113618,5.147449985113618,Dicrurus hottentottus
5.182079314101539,NA,5.182079314101539,5.182079314101539,5.182079314101539,Gracupica nigricollis
5.154454789905771,NA,5.154454789905771,5.154454789905771,5.154454789905771,Tringa totanus
5.004654667033829,NA,5.004654667033829,5.004654667033829,5.004654667033829,Hierococcyx sparverioides
4.88574264177364,NA,4.88574264177364,4.88574264177364,4.88574264177364,Leiothrix lutea
4.718136363424477,NA,4.718136363424477,4.718136363424477,4.718136363424477,Charadrius alexandrinus
4.764507238695849,NA,4.764507238695849,4.764507238695849,4.764507238695849,Dendrocitta formosae
4.797757130129655,NA,4.797757130129655,4.797757130129655,4.797757130129655,Aix galericulata
4.675359404345984,NA,4.675359404345984,4.675359404345984,4.675359404345984,Motacilla tschutschensis
4.661769994995352,NA,4.661769994995352,4.661769994995352,4.661769994995352,Falco amurensis
4.724485733107712,NA,4.724485733107712,4.724485733107712,4.724485733107712,Delichon dasypus
4.826917854858905,NA,4.826917854858905,4.826917854858905,4.826917854858905,Lonchura striata
4.920298310572654,NA,4.920298310572654,4.920298310572654,4.920298310572654,Garrulax canorus
4.990698619214333,NA,4.990698619214333,4.990698619214333,4.990698619214333,Amaurornis phoenicurus
4.810689265301843,NA,4.810689265301843,4.810689265301843,4.810689265301843,Lanius tephronotus
4.916919207500129,NA,4.916919207500129,4.916919207500129,4.916919207500129,Columba livia
4.901575952146293,NA,4.901575952146293,4.901575952146293,4.901575952146293,Phylloscopus claudiae
4.798750552274135,NA,4.798750552274135,4.798750552274135,4.798750552274135,Emberiza elegans
4.856912129345751,NA,4.856912129345751,4.856912129345751,4.856912129345751,Gyps himalayensis
4.977628510320062,NA,4.977628510320062,4.977628510320062,4.977628510320062,Recurvirostra avosetta
4.990101032237449,NA,4.990101032237449,4.990101032237449,4.990101032237449,Culicicapa ceylonensis
5.084337463678579,NA,5.084337463678579,5.084337463678579,5.084337463678579,Columba rupestris
4.897711341985604,NA,4.897711341985604,4.897711341985604,4.897711341985604,Apus nipalensis
4.935784033427688,NA,4.935784033427688,4.935784033427688,4.935784033427688,Accipiter nisus
4.8665371671547915,NA,4.8665371671547915,4.8665371671547915,4.8665371671547915,Tringa ochropus
4.778421198133096,NA,4.778421198133096,4.778421198133096,4.778421198133096,Phoenicurus ochruros
4.80072623077182,NA,4.80072623077182,4.80072623077182,4.80072623077182,Turdus rubrocanus
4.976015071325948,NA,4.976015071325948,4.976015071325948,4.976015071325948,Carpodacus erythrinus
4.986048889143841,NA,4.986048889143841,4.986048889143841,4.986048889143841,Psilopogon virens
5.024877476790299,NA,5.024877476790299,5.024877476790299,5.024877476790299,Gallinago gallinago
4.986724205868157,NA,4.986724205868157,4.986724205868157,4.986724205868157,Prinia flaviventris
5.20744878836616,NA,5.20744878836616,5.20744878836616,5.20744878836616,Motacilla citreola
5.359817858706028,NA,5.359817858706028,5.359817858706028,5.359817858706028,Accipiter soloensis
5.104769166988903,NA,5.104769166988903,5.104769166988903,5.104769166988903,Accipiter trivirgatus
5.022520975945334,NA,5.022520975945334,5.022520975945334,5.022520975945334,Cisticola juncidis
5.109174191695765,NA,5.109174191695765,5.109174191695765,5.109174191695765,Dicrurus leucophaeus
5.1631893603765056,NA,5.1631893603765056,5.1631893603765056,5.1631893603765056,Ardea intermedia
5.1697604916357784,NA,5.1697604916357784,5.1697604916357784,5.1697604916357784,Lonchura punctulata
5.3562417776604585,NA,5.3562417776604585,5.3562417776604585,5.3562417776604585,Orthotomus sutorius
5.411181137996331,NA,5.411181137996331,5.411181137996331,5.411181137996331,Falco subbuteo
5.3505109749515185,NA,5.3505109749515185,5.3505109749515185,5.3505109749515185,Pericrocotus ethologus
5.118253696434285,NA,5.118253696434285,5.118253696434285,5.118253696434285,Muscicapa sibirica
5.245438974271092,NA,5.245438974271092,5.245438974271092,5.245438974271092,Picumnus innominatus
5.256362574737598,NA,5.256362574737598,5.256362574737598,5.256362574737598,Sternula albifrons
5.233261204008141,NA,5.233261204008141,5.233261204008141,5.233261204008141,Butorides striata
5.224773350372295,NA,5.224773350372295,5.224773350372295,5.224773350372295,Yungipicus canicapillus
5.009383358000513,NA,5.009383358000513,5.009383358000513,5.009383358000513,Periparus ater
5.051841327291781,NA,5.051841327291781,5.051841327291781,5.051841327291781,Phylloscopus magnirostris
4.994125327579736,NA,4.994125327579736,4.994125327579736,4.994125327579736,Tarsiger cyanurus
4.881773822898355,NA,4.881773822898355,4.881773822898355,4.881773822898355,Cuculus sparverioides
5.024912657769072,NA,5.024912657769072,5.024912657769072,5.024912657769072,Cyanoderma ruficeps
5.024177873497525,NA,5.024177873497525,5.024177873497525,5.024177873497525,Eurystomus orientalis
5.134796050919502,NA,5.134796050919502,5.134796050919502,5.134796050919502,Anas carolinensis
5.040247364404915,NA,5.040247364404915,5.040247364404915,5.040247364404915,Acrocephalus bistrigiceps
4.982018103331516,NA,4.982018103331516,4.982018103331516,4.982018103331516,Centropus sinensis
4.86200932840384,NA,4.86200932840384,4.86200932840384,4.86200932840384,Buteo hemilasius
4.848161459057198,NA,4.848161459057198,4.848161459057198,4.848161459057198,Pycnonotus aurigaster
4.951611582217256,NA,4.951611582217256,4.951611582217256,4.951611582217256,Fringilla montifringilla
4.707043959792526,NA,4.707043959792526,4.707043959792526,4.707043959792526,Phylloscopus humei
4.9178720195620755,NA,4.9178720195620755,4.9178720195620755,4.9178720195620755,Apus pacificus
4.942426090728283,NA,4.942426090728283,4.942426090728283,4.942426090728283,Emberiza godlewskii
4.832562815317431,NA,4.832562815317431,4.832562815317431,4.832562815317431,Tringa erythropus
5.028307221865311,NA,5.028307221865311,5.028307221865311,5.028307221865311,Enicurus leschenaulti
5.161169966653677,NA,5.161169966653677,5.161169966653677,5.161169966653677,Phylloscopus borealis
5.157537204413279,NA,5.157537204413279,5.157537204413279,5.157537204413279,Cuculus poliocephalus
5.066846822654786,NA,5.066846822654786,5.066846822654786,5.066846822654786,Phylloscopus coronatus
4.972963757176807,NA,4.972963757176807,4.972963757176807,4.972963757176807,Phylloscopus trochiloides
4.877865764999842,NA,4.877865764999842,4.877865764999842,4.877865764999842,Pericrocotus solaris
5.074449915376636,NA,5.074449915376636,5.074449915376636,5.074449915376636,Aethopyga gouldiae
4.9073096745191265,NA,4.9073096745191265,4.9073096745191265,4.9073096745191265,Tringa stagnatilis
4.9034216592313395,NA,4.9034216592313395,4.9034216592313395,4.9034216592313395,Muscicapa dauurica
4.958596288294061,NA,4.958596288294061,4.958596288294061,4.958596288294061,Buteo japonicus
5.059183400083251,NA,5.059183400083251,5.059183400083251,5.059183400083251,Gelochelidon nilotica
5.112595623004611,NA,5.112595623004611,5.112595623004611,5.112595623004611,Eumyias thalassinus
5.220004091746835,NA,5.220004091746835,5.220004091746835,5.220004091746835,Sitta villosa
5.148858957601995,NA,5.148858957601995,5.148858957601995,5.148858957601995,Alauda gulgula
5.116925317400888,NA,5.116925317400888,5.116925317400888,5.116925317400888,Calidris ruficollis
5.184018657242646,NA,5.184018657242646,5.184018657242646,5.184018657242646,Pernis ptilorhynchus
5.324343815463899,NA,5.324343815463899,5.324343815463899,5.324343815463899,Limosa limosa
5.5290833246102205,NA,5.5290833246102205,5.5290833246102205,5.5290833246102205,Phylloscopus pulcher
5.472185385330342,NA,5.472185385330342,5.472185385330342,5.472185385330342,Ardea purpurea
5.26458652394113,NA,5.26458652394113,5.26458652394113,5.26458652394113,Phylloscopus armandii
5.294101297087664,NA,5.294101297087664,5.294101297087664,5.294101297087664,Butastur indicus
5.137906909620563,NA,5.137906909620563,5.137906909620563,5.137906909620563,Platalea leucorodia
5.237699626074018,NA,5.237699626074018,5.237699626074018,5.237699626074018,Emberiza tristrami
5.317164981320849,NA,5.317164981320849,5.317164981320849,5.317164981320849,Spatula querquedula
5.413182810157209,NA,5.413182810157209,5.413182810157209,5.413182810157209,Alcippe hueti
5.463434964836111,NA,5.463434964836111,5.463434964836111,5.463434964836111,Garrulax perspicillatus
5.506482115400687,NA,5.506482115400687,5.506482115400687,5.506482115400687,Cinclus pallasii
5.4206644404115885,NA,5.4206644404115885,5.4206644404115885,5.4206644404115885,Calidris ferruginea
5.573078366448284,NA,5.573078366448284,5.573078366448284,5.573078366448284,Tadorna tadorna
5.5193224089404715,NA,5.5193224089404715,5.5193224089404715,5.5193224089404715,Chlidonias leucopterus
5.546678913184141,NA,5.546678913184141,5.546678913184141,5.546678913184141,Anthus roseatus
5.534351006297744,NA,5.534351006297744,5.534351006297744,5.534351006297744,Phoenicurus frontalis
5.538418362256722,NA,5.538418362256722,5.538418362256722,5.538418362256722,Mareca strepera
5.453106347839619,NA,5.453106347839619,5.453106347839619,5.453106347839619,Periparus rubidiventris
5.515516176581851,NA,5.515516176581851,5.515516176581851,5.515516176581851,Eremophila alpestris
5.451526175073577,NA,5.451526175073577,5.451526175073577,5.451526175073577,Aythya nyroca
5.5873966864777564,NA,5.5873966864777564,5.5873966864777564,5.5873966864777564,Calidris acuminata
5.546296387762474,NA,5.546296387762474,5.546296387762474,5.546296387762474,Ceryle rudis
