grid_cell,delta_forest,delta_shrub,delta_grassland,delta_wetland,delta_water,delta_impervious,delta_cropland,delta_natural,forest_P1,shrub_P1,grassland_P1,wetland_P1,water_P1,impervious_P1,cropland_P1,forest_P2,shrub_P2,grassland_P2,wetland_P2,water_P2,impervious_P2,cropland_P2,forest_P3,shrub_P3,grassland_P3,wetland_P3,water_P3,impervious_P3,cropland_P3,forest_P4,shrub_P4,grassland_P4,wetland_P4,water_P4,impervious_P4,cropland_P4,forest_P5,shrub_P5,grassland_P5,wetland_P5,water_P5,impervious_P5,cropland_P5,centroid_lon,centroid_lat,early_year,late_year,data_source
276,-0.0036595892479669434,0.0,-0.004557248566908445,-0.00020172119526776748,-0.0013203569144799327,0.005084107652366896,0.004654074740636973,-0.00973891592462306,0.951911684260117,0.0,0.006267477536969535,0.0005116383043609738,0.007160368900386589,0.007957534387503849,0.02618744556966157,0.9587823081709371,0.0,0.0026935281055390625,0.000490182504500675,0.0065883976203500744,0.011063123880103524,0.02037952559209297,0.9548392089521666,0.0,0.0024589813703140852,0.0004027088589163794,0.006151212775333386,0.011988657400572998,0.02415721343074389,0.950874470550631,0.0,0.001572325025659853,0.00033944175676421597,0.005927485631490952,0.01271815459582316,0.028563537867011084,0.94825209501215,0.0,0.0017102289700610903,0.00030991710909320636,0.005840011985906657,0.013041642039870745,0.030841520310298545,126.17024356538282,51.702582948461824,2000,2020,CLCD
341,0.02568648416631214,0.0,-0.02640621466977859,-4.343421568665025e-05,-0.00044481746770857664,0.00015585218569915676,0.0010247919948185545,-0.0012079821868616891,0.8823313443017503,0.0,0.09417074501177194,0.00012902517012799042,0.002203136716858735,2.299458477528542e-05,0.021139688270079064,0.8959860397320876,0.0,0.08061134936055891,0.00011522841926281917,0.001989031583062189,3.500286793571225e-05,0.021260026597069725,0.9054935340505089,0.0,0.07143063364133302,0.0001098630161485859,0.0017920446401539104,5.109907727841204e-05,0.02111822665762213,0.9068678437339118,0.0,0.06971166068168724,0.00010219815455682409,0.0017938331078586548,8.712392675969253e-05,0.02142328814897425,0.9080178284680624,0.0,0.06776453034199335,8.559095444134017e-05,0.0017583192491501586,0.00017884677047444217,0.022164480264897618,120.05288481088691,51.1289574617765,2000,2020,CLCD
342,0.0158917295947254,0.0,-0.0161104284092395,-4.940485267637615e-07,-5.76389947891055e-06,0.0002443893379058074,-2.0750038124077994e-05,-0.00022495676251987895,0.9727212752775811,0.0,0.02618605406405965,3.4583396873463302e-06,1.333931022262156e-05,0.0008654083360478555,0.00020832379545205276,0.9837601308767484,0.0,0.015195285854830758,3.2936568450917434e-06,1.0539701904293578e-05,0.0008958746618649542,0.00013405183359523396,0.9877255290353966,0.0,0.011249979002937612,3.128974002837156e-06,5.599216636655963e-06,0.000941821174853984,7.344854764554587e-05,0.9881107222034301,0.0,0.010768611055027454,3.128974002837156e-06,6.093265163419725e-06,0.0010047300205952364,0.00010424423914715367,0.9886130048723065,0.0,0.01007562565482015,2.9642911605825688e-06,7.57541074371101e-06,0.0011097976739536629,0.00018757375732797476,120.82340571407563,51.1620009602833,2000,2020,CLCD
343,0.006144782951772676,0.0,-0.006238132131698455,-2.276809266483612e-06,-5.610708549548899e-05,0.0004205591973661869,-0.00027012715654494844,-0.00015173307468785424,0.9892297163941326,0.0,0.009630090051059075,1.4636630998823215e-05,8.131461666012897e-05,0.000731994179174481,0.000312085498741575,0.9935989133765146,0.0,0.005288052150641508,1.4474001765502956e-05,6.895479492778937e-05,0.0008172118974342961,0.00021239377871625688,0.9953174164850098,0.0,0.0036331370723745623,1.43113725321827e-05,4.3584634529829126e-05,0.0008933223786281769,9.82280569254358e-05,0.9952107317079517,0.0,0.0035902029547780143,1.3172967898940894e-05,3.382688053061365e-05,0.0010645709613144084,8.635612289305696e-05,0.9953744993459053,0.0,0.00339195791936062,1.2359821732339603e-05,2.520753116463998e-05,0.001152553376540668,4.195834219662655e-05,121.72172099819515,51.1620009602833,2000,2020,CLCD
344,0.006504699399978775,0.0,-0.006284337228646953,-1.0439898787590468e-05,-8.367980412822509e-05,0.0001225483503835619,-0.0002483089773171516,0.0001262424684159713,0.9892738873718021,0.0,0.009870522769098028,6.167570976053442e-05,0.00013636113954868157,0.0001940215036216812,0.0004628890508590109,0.9924140483132817,0.0,0.0068741112032320644,5.894527469301076e-05,0.00011419643135348951,0.00021570437033436907,0.000322673179450296,0.995554691096244,0.0,0.0038590684333759387,5.83028193830052e-05,6.536982779306642e-05,0.0002311232977745027,0.00023128391160200408,0.995613315143282,0.0,0.003763181978357608,5.348440455796344e-05,6.039079914052329e-05,0.00028637445443498145,0.0002230926063994331,0.9957785867717809,0.0,0.0035861855404510745,5.123581097294396e-05,5.2681335420456485e-05,0.0003165698540052431,0.00021458007354185934,122.62003628231469,51.1620009602833,2000,2020,CLCD
345,0.007027402093229607,0.0,-0.006903348989617611,-9.200869577356472e-06,-2.2843538261022964e-05,6.408881567675887e-05,-0.00015482842599137778,9.200869577352666e-05,0.9896617125800634,0.0,0.00938377651912702,4.045209900389482e-05,3.315485761495694e-05,0.00014895890574375388,0.0007303586816232618,0.9933082710106615,0.0,0.0058328754049968975,3.759665672126695e-05,2.9030329873383344e-05,0.00015800113963874215,0.000633115008331546,0.9963426543430008,0.0,0.0029011293591499157,3.6644842627057664e-05,1.7608560742871866e-05,0.00016847109467504431,0.0005323813500277295,0.996592188271366,0.0,0.002591313871484792,3.3313493297325146e-05,1.364266868366649e-05,0.00020495730161973377,0.0005639498508190043,0.996689114673293,0.0,0.0024804275295094097,3.125122942653835e-05,1.0311319353933975e-05,0.00021304772142051275,0.000575530255631884,123.51835156643419,51.1620009602833,2000,2020,CLCD
347,0.038914996386069434,0.0,-0.040684613582180035,-0.0005276772530656422,-3.238900026159155e-05,0.001194828669937181,0.0011373343201905271,-0.002329683449437847,0.9370641432381066,0.0,0.0476243830592821,0.0011429132867427638,0.0001027459673370105,0.0008315759588693791,0.013231603977679175,0.9556709265175719,0.0,0.033668753200157206,0.001043576687854342,8.631901026653823e-05,0.0015774527926446906,0.007952196935039754,0.9636911558502903,0.0,0.024290975339728068,0.0007142626899793082,6.043880431588852e-05,0.0019438049295748456,0.009298277587059773,0.9732387822479763,0.0,0.00977001020330994,0.0006477800052318308,7.051193836853662e-05,0.0020048636190632047,0.01426774204346387,0.975979139624176,0.0,0.006939769477102062,0.0006152360336771217,7.035696707541895e-05,0.00202640462880656,0.014368938297869702,125.31498213467323,51.1620009602833,2000,2020,CLCD
412,0.022100963913668614,0.0,-0.035928391682741534,-0.00033802947116204124,-0.0018336413478419562,0.0002446139193024459,0.015741965058731405,-0.01599909858807691,0.22820167358294868,0.0,0.6129504772379044,0.0006413892529741296,0.007533916105130055,5.007844017215427e-05,0.15062053928701785,0.2323572210703111,0.0,0.5958708399984206,0.0005036735425007054,0.006924307400726715,6.4524144067968e-05,0.16427558165626738,0.25169616639910014,0.0,0.5790338905843865,0.00048441260397295377,0.00597859531901411,7.993289489016931e-05,0.16272411305785697,0.2518367712503527,0.0,0.5776374725411245,0.00042181455375776096,0.005941999535811381,0.00013771571047342424,0.16400592851687884,0.2503026374966173,0.0,0.5770220855551629,0.0003033597818120884,0.0057002747572880985,0.00029469235947460014,0.16636250434574926,119.34348521922756,50.476663395402674,2000,2020,CLCD
413,0.033871786757232236,0.0,-0.03865030191778901,-4.523363928585131e-05,-0.000209582528691111,0.0007966146474230481,0.004198686917711136,-0.0050333313285336745,0.4702844307991494,0.0,0.3680942682445277,0.000138381429815234,0.0007517160721319066,0.0013915207700306701,0.15932309701660693,0.4903103681029799,0.0,0.3399301291051831,0.00011995291010618346,0.0006629241135337541,0.0014546803330335069,0.16749380005960787,0.5023818861723948,0.0,0.3337532243627041,0.00011559707817495333,0.0005593893391683611,0.0016384629341319472,0.16152848822978821,0.5040046010987753,0.0,0.33133808308883433,0.00010805813829397812,0.0005414634154513756,0.0019199166896883553,0.16201433102211774,0.5041562175563816,0.0,0.32944396632673867,9.314779052938269e-05,0.0005421335434407956,0.002188135417453718,0.16352178393431807,119.92545525326737,50.594981556312646,2000,2020,CLCD
414,0.048594206955128505,0.0,-0.05434285328211415,-1.4316921958297538e-05,-0.00018708517120786562,0.0008652890248728366,0.005067707780362335,-0.005950048420151788,0.7997529124480006,0.0,0.14772730928733901,6.43457166665058e-05,0.00039138282162402155,0.0005926240504985185,0.051468530118621326,0.8383381431756541,0.0,0.10610898234031806,5.9198059333185336e-05,0.00032880661216584466,0.0006778821250816386,0.05448360953732213,0.8480654460284215,0.0,0.09511342541205388,5.775028070818896e-05,0.0002604392882076822,0.0008030345439979924,0.05569845666798575,0.8463359940287175,0.0,0.0935059085454329,5.469385916652993e-05,0.0002116974078328041,0.0013539947429549483,0.05852371622252036,0.8483471194031291,0.0,0.09338445600522487,5.002879470820826e-05,0.00020429765041615592,0.0014579130753713551,0.05653623789898366,120.82340571407563,50.59520423372765,2000,2020,CLCD
415,0.015130387606896112,0.0,-0.014226715840810198,-1.0481957216462266e-05,-0.00012292477099305743,0.000927812031190493,-0.001709988384085594,0.0007702650378764719,0.9641907754329604,0.0,0.026392774183384066,4.0816106130769724e-05,0.00016723486286264791,0.0037128363000977996,0.0054950866619635505,0.9763358698611013,0.0,0.015156592499937267,3.9069113261359345e-05,0.0001486532114334648,0.0038986528143896307,0.004420686047276168,0.9795982996359585,0.0,0.011991041420565663,3.827502559344554e-05,8.877900127276371e-05,0.004020307045114026,0.004263139053962068,0.9786398358207865,0.0,0.011913062011576528,3.144587164938679e-05,5.383914388455617e-05,0.004517088290160905,0.004841076058669738,0.9793211630398565,0.0,0.012166058342573867,3.0334148914307458e-05,4.4310091869590475e-05,0.004640648331288293,0.0037850982778779565,121.72172099819515,50.59520423372765,2000,2020,CLCD
416,0.006547076436627108,0.0,-0.006423931474299332,-9.726098935447103e-06,-9.14567045058977e-05,0.00044834178641141634,-0.00047563761245605777,2.1962158886501548e-05,0.9831404349856564,0.0,0.011944276982982935,4.313995495561213e-05,0.00013993032661965824,0.0016995573526876427,0.0030326603970977947,0.9871695499059471,0.0,0.008164746311180889,3.95318859956882e-05,0.00010212403882219452,0.0017961908517882138,0.0027278570062659606,0.989418474975924,0.0,0.005535405274777198,3.906126830526334e-05,6.070968206480688e-05,0.0019014523418799075,0.003044896457048841,0.9892040301816537,0.0,0.005696199652339025,3.655130728966409e-05,5.1767945946734545e-05,0.002020675490120872,0.002988265461634383,0.9896875114222835,0.0,0.0055203455086836025,3.3413856020165024e-05,4.847362211376053e-05,0.002147899139099059,0.002557022784641737,122.62003628231469,50.59520423372765,2000,2020,CLCD
417,0.01955375767993428,0.0,-0.024352243892638424,-8.030290628309781e-05,-0.0003585726297930604,0.0018709957064299374,0.0033601650457261486,-0.0052373617487803115,0.9497159633496296,0.0,0.03589834458194121,0.00018882034720620297,0.0006545151936819286,0.004123197680331183,0.009415593274151021,0.9611744749616158,0.0,0.024040798837189112,0.0001655666098655376,0.0004954596302717773,0.004530603158539641,0.009592166653024474,0.966312310714578,0.0,0.015991440144259985,0.00014246789744047663,0.00033826436584887925,0.004906383553964794,0.012307893124582983,0.9680360327511838,0.0,0.012736381991313644,0.00012650033113321973,0.00029656266355128596,0.0055491168540607845,0.013244863714496194,0.9692697210295639,0.0,0.011546100689302785,0.00010851744092310516,0.0002959425638888682,0.005994193386761121,0.01277575831987717,123.51835156643419,50.59520423372765,2000,2020,CLCD
418,0.019943371618546313,0.0,-0.045842555456791445,-0.00045669037617687366,-7.427727446203343e-05,0.0026197671277268944,0.023789709243523485,-0.026430151488884168,0.8808283156609574,0.0,0.06258557201465084,0.0008280767484870409,0.0004983469094834161,0.003879111515152258,0.05137154135911791,0.8954777851221241,0.0,0.043879031877662115,0.0006452168191928802,0.0003978811526852843,0.004478996224570371,0.05511312505475077,0.9004664612836216,0.0,0.027394530864734496,0.0004689422977376214,0.0003687828389785083,0.005338162224017809,0.06595102171836875,0.9031180834074064,0.0,0.01630317257382855,0.0004118177134606349,0.00044137547422593894,0.006096249870589079,0.07359622077227537,0.9007716872795037,0.0,0.016743016557859394,0.0003713863723101672,0.00042406963502138265,0.006498878642879152,0.0751612506026414,124.41666685055372,50.59520423372765,2000,2020,CLCD
483,0.010190582225424072,0.0,0.03227192350514119,-0.015872683214355882,-0.027234265505272123,0.002386534809090314,-0.004513720610387059,-0.0006444429890628545,0.2035915908048988,0.0,0.6941436898290654,0.016679546794158097,0.05984412862662912,0.00019647652105573383,0.023040146702469056,0.20453467810596634,0.0,0.7166153644639466,0.005999083109568407,0.04770973868622699,0.00039819241600628726,0.022199227192350512,0.22863579802213635,0.0,0.7185984674831357,0.00303883685899535,0.03647652105573384,0.0017944855589757025,0.008589953500556684,0.2221651712620342,0.0,0.7160442727094112,0.003002161241731613,0.04059466893706202,0.0010609732137009627,0.01276311480778047,0.21378217303032288,0.0,0.7264156133342066,0.0008068635798022136,0.032609863121357,0.0025830113301460477,0.018526426092081997,118.46972250206176,49.791925528401364,2000,2020,CLCD
484,0.011209031529036531,0.0,-0.009466398188503145,-0.0017858922694832515,-0.002463128339596622,0.0011828978747297411,0.0012252799334981634,-0.0025063872685464617,0.05458224589252085,0.0,0.9160291576872724,0.002072921108866648,0.011743922339700093,0.0002177560950515585,0.015256956576511747,0.059699660271262715,0.0,0.9116211312852959,0.0008461797250661233,0.010542610191160623,0.0003738389873435481,0.01687945870219121,0.06821406973280889,0.0,0.9079926424745978,0.000574642258887737,0.009392156513143261,0.0007050036258582002,0.013087579747689374,0.06849554506104331,0.0,0.9067971761272677,0.0005699656179201867,0.009920324652415968,0.0010262304023168078,0.01297738639489147,0.06579127742155738,0.0,0.9065627594987693,0.0002870288393833966,0.009280794000103471,0.0014006539697812997,0.01648223651000991,119.13284538063802,49.9216220029174,2000,2020,CLCD
485,0.023793763819839442,0.0,-0.014409883901409404,-7.577530393697277e-05,-0.00021061077123658611,0.0014176031125183667,-0.010584186203482143,0.009097493843256421,0.09539712786127388,0.0,0.7263198195401586,0.0002481800395750852,0.0004989071481900687,0.0015793419965519052,0.175919690913172,0.10526208544461478,0.0,0.7032194952664313,0.0002141129911664462,0.00036375329726046806,0.0017116303948116205,0.1891712951686876,0.11840941906130954,0.0,0.6955628465406822,0.0001980346178520885,0.00029546000862819635,0.0020120253497046196,0.18345296598230104,0.1195294926716048,0.0,0.7041997984631622,0.00019548754881219027,0.0002925945559583108,0.0024868945338306484,0.17311982527106387,0.11919089168111333,0.0,0.7119099356387492,0.00017240473563811244,0.00028829637695348254,0.002996945109070272,0.16533550470968986,119.9250904299561,50.021499450700304,2000,2020,CLCD
486,0.05262347509601728,0.0,-0.061132064206814246,-4.870580046804704e-06,-7.682947235120965e-05,0.00025436997083151013,0.008319107835427803,-0.00859028916319493,0.5798507245773397,0.0,0.29841462619476505,1.8225396304172437e-05,0.0002545270863168909,0.0001803685772171548,0.12127320104733183,0.6226082898843551,0.0,0.24188431743926897,1.602577950884128e-05,0.0002215328343869236,0.00020283609162660877,0.13505662834881837,0.6340660937712351,0.0,0.22567816935321053,1.5868664023460486e-05,0.00018366800241015154,0.00023001707059748663,0.13981927005716646,0.6319002568052609,0.0,0.22967251633804653,1.4768855625794906e-05,0.00016999895518202222,0.000350367532399177,0.13785674052927493,0.6324741996733569,0.0,0.2372825619879508,1.3354816257367734e-05,0.00017769761396568126,0.00043473854804866493,0.12959230888275963,120.82340571407563,50.021499450700304,2000,2020,CLCD
487,0.026606392512073973,0.0,-0.029193295408231842,-1.0864123034020537e-06,-6.3632720627834566e-06,9.063782645525706e-05,0.002503093947038331,-0.002594352580523984,0.9361043675947421,0.0,0.060070374684979236,3.4144386678350255e-06,9.932912488247347e-06,0.00026415339148432786,0.0035476017758805916,0.952564445201829,0.0,0.0433029975977872,3.2592369102061605e-06,6.052868547525727e-06,0.0003063682695593791,0.003816876825366672,0.9607098990474647,0.0,0.03464786118009829,2.948833394948431e-06,3.4144386678350255e-06,0.00031366275216793577,0.004322213748206256,0.9606693913887236,0.0,0.03252175230234047,2.6384298796907017e-06,3.5696404254638904e-06,0.00032421647168669854,0.006477966161671188,0.9627107601068161,0.0,0.030877079276747394,2.328026364432972e-06,3.5696404254638904e-06,0.0003547912179395849,0.006050695722918923,121.72172099819515,50.021499450700304,2000,2020,CLCD
554,-7.902535658948053e-05,0.0,-0.008177830540971431,-4.856974057388731e-05,-0.0014485327957220462,0.011660121695068023,-0.004733559142815738,-0.009753958433856735,0.0005665142691528004,0.0,0.8703496463963641,5.7328218382293224e-05,0.10777426377031768,0.008079496721940624,0.012339699950474788,0.0005217265985416338,0.0,0.8697843264650943,1.0948097260507386e-05,0.10494129431192602,0.011572536916983962,0.011536109611553547,0.0004990341787653094,0.0,0.8710280303138879,5.175464159512583e-06,0.10265871556126714,0.015544307546782215,0.007827889541262782,0.0005002285166482739,0.0,0.866323533392891,5.9716894148222105e-06,0.10579007043408609,0.0170999326393434,0.006558109315357752,0.00048748891256331984,0.0,0.8621718158553927,8.75847780840591e-06,0.10632573097459563,0.019739618417008647,0.00760614080765905,117.19879746264533,49.400794096827376,2000,2020,CLCD
555,0.00030677141640548036,0.0,0.004171025262053596,-0.0020613301995534242,-0.00815688219168239,0.006116279790534741,-0.000996513584308148,-0.005740415712776836,0.017213153426571575,0.0,0.897060028296406,0.002292691911282654,0.05043231278208313,0.006745615231654862,0.015493140974099925,0.016761090013721804,0.0,0.9034903835846891,0.0006877680918640233,0.04399919378734582,0.008625725250860647,0.013552032005299999,0.018080759845556186,0.0,0.9033152830400613,0.00037981222983535614,0.03820468839111026,0.010556569024259619,0.01734186318429125,0.01851150323718859,0.0,0.9023454194822749,0.0004915449336226803,0.04230642358420747,0.011499387740316613,0.013657052850555929,0.017519924842977055,0.0,0.9012310535584596,0.00023136171172922942,0.04227543059040074,0.012861895022189603,0.014496627389791777,118.16546798198165,49.407414090645936,2000,2020,CLCD
556,0.008206206247856522,0.0,-0.0117246603219755,-0.0006450919425447356,-0.0020440257519820856,0.0011425046399967723,0.0019135258427646308,-0.0062075717686457255,0.011027557546046925,0.0,0.9687131195908734,0.0008194070386733644,0.01036481344186891,0.00038251603824971254,0.005298327835945854,0.012857708446811516,0.0,0.9680968700195687,0.000403793197361254,0.008517483205229074,0.0005257822429340919,0.004923377009824688,0.019481366882527384,0.0,0.9624959336984809,0.0003714834372289132,0.008236467096370716,0.000768026639633642,0.004611784835280115,0.019933388307208134,0.0,0.9597886910165627,0.0005516300510399645,0.008916705753595997,0.0008785102584276464,0.005512517904335371,0.019233763793903447,0.0,0.9569884592688979,0.0001743150961286288,0.008320787689886824,0.0015250206782464848,0.007211853678710484,119.0267751458366,49.440860638347424,2000,2020,CLCD
