parameter,group,rhat,ess
beta.comm[1176],beta.comm,1,74.4689801317258
beta.comm[1177],beta.comm,1,75.50898338118704
beta.comm[1178],beta.comm,1,90.28377225710517
beta.comm[1179],beta.comm,1,110.09449992209004
beta.comm[1180],beta.comm,1,75.36236019110181
beta.comm[1181],beta.comm,1,133.73953032753187
beta.comm[1182],beta.comm,1,95.54419801895422
beta.comm[1183],beta.comm,1,108.01831646909112
beta.comm[1184],beta.comm,1,102.26830012117141
beta.comm[1185],beta.comm,1,134.82895700136297
beta.comm[1186],beta.comm,1,78.58441198809419
beta.comm[1187],beta.comm,1,105.72118905103538
beta.comm[1188],beta.comm,1,112.42937916983833
beta.comm[1189],beta.comm,1,110.66926761244191
beta.comm[1190],beta.comm,1,113.25058925673784
beta.comm[1191],beta.comm,1,90.67061082342367
beta.comm[1192],beta.comm,1,92.55023564630564
beta.comm[1193],beta.comm,1,105.90774962261584
beta.comm[1194],beta.comm,1,95.56113967091537
beta.comm[1195],beta.comm,1,106.40854126281513
beta.comm[1196],beta.comm,1,119.53970901828586
beta.comm[1197],beta.comm,1,99.83411507089129
beta.comm[1198],beta.comm,1,110.97653755931977
beta.comm[1199],beta.comm,1,107.01049030892028
beta.comm[1200],beta.comm,1,76.14648529699205
beta.comm[1201],beta.comm,1,78.39534352450997
beta.comm[1202],beta.comm,1,84.45351753645835
beta.comm[1203],beta.comm,1,90.58744504930813
beta.comm[1204],beta.comm,1,93.13706655857644
beta.comm[1205],beta.comm,1,107.82361116772186
beta.comm[1206],beta.comm,1,90.41001944739224
beta.comm[1207],beta.comm,1,74.27634554065448
beta.comm[1208],beta.comm,1,79.45937846801623
beta.comm[1209],beta.comm,1,60
beta.comm[1210],beta.comm,1,132.28396785091172
beta.comm[1211],beta.comm,1,116.46918548314505
beta.comm[1212],beta.comm,1,110.28454689074363
beta.comm[1213],beta.comm,1,105.65702132309744
beta.comm[1214],beta.comm,1,100.85333834750627
beta.comm[1215],beta.comm,1,78.37837444640508
beta.comm[1216],beta.comm,1,123.66470908814934
beta.comm[1217],beta.comm,1,82.30473201051015
beta.comm[1218],beta.comm,1,77.90438556487213
beta.comm[1219],beta.comm,1,107.41704207697666
beta.comm[1220],beta.comm,1,116.97664102558868
beta.comm[1221],beta.comm,1,78.74994039731124
beta.comm[1222],beta.comm,1,117.17374143989639
beta.comm[1223],beta.comm,1,78.24155192480598
beta.comm[1224],beta.comm,1,108.40656448243485
beta.comm[1225],beta.comm,1,96.12280759327162
beta.comm[1226],beta.comm,1,77.18274246807687
beta.comm[1227],beta.comm,1,79.03950222920665
beta.comm[1228],beta.comm,1,78.72360409863386
beta.comm[1229],beta.comm,1,78.13751049818077
beta.comm[1230],beta.comm,1,60
beta.comm[1231],beta.comm,1,76.8812824754264
beta.comm[1232],beta.comm,1,60.00000000000001
beta.comm[1233],beta.comm,1,95.18823422691243
beta.comm[1234],beta.comm,1,117.37940969255021
beta.comm[1235],beta.comm,1,80.23586770419656
beta.comm[1236],beta.comm,1,95.39462691178589
beta.comm[1237],beta.comm,1,118.77302196766463
beta.comm[1238],beta.comm,1,113.49158324329254
beta.comm[1239],beta.comm,1,111.36292286074608
beta.comm[1240],beta.comm,1,112.8807317087821
beta.comm[1241],beta.comm,1,81.02262364031074
beta.comm[1242],beta.comm,1,92.79510914190647
beta.comm[1243],beta.comm,1,91.35923688151303
beta.comm[1244],beta.comm,1,127.33245991978904
beta.comm[1245],beta.comm,1,89.51931315899334
beta.comm[1246],beta.comm,1,131.69789220421063
beta.comm[1247],beta.comm,1,103.8252131917144
beta.comm[1248],beta.comm,1,74.3365753728591
beta.comm[1249],beta.comm,1,91.57480209473808
beta.comm[1250],beta.comm,1,109.28844102171601
alpha.comm[1],alpha.comm,1,16
alpha.comm[2],alpha.comm,1,15.999999999999998
alpha.comm[3],alpha.comm,1,16.000000000000004
alpha.comm[4],alpha.comm,1,16
alpha.comm[5],alpha.comm,1,16
alpha.comm[6],alpha.comm,1,16
alpha.comm[7],alpha.comm,1,16
alpha.comm[8],alpha.comm,1,16
alpha.comm[9],alpha.comm,1,16
alpha.comm[10],alpha.comm,1,15.999999999999998
alpha.comm[11],alpha.comm,1,16
alpha.comm[12],alpha.comm,1,16
alpha.comm[13],alpha.comm,1,16
alpha.comm[14],alpha.comm,1,16
alpha.comm[15],alpha.comm,1,16
alpha.comm[16],alpha.comm,1,16
alpha.comm[17],alpha.comm,1,15.999999999999998
alpha.comm[18],alpha.comm,1,16
alpha.comm[19],alpha.comm,1,16
alpha.comm[20],alpha.comm,1,16
alpha.comm[21],alpha.comm,1,16
alpha.comm[22],alpha.comm,1,16
alpha.comm[23],alpha.comm,1,16
alpha.comm[24],alpha.comm,1,15.999999999999998
alpha.comm[25],alpha.comm,1,16.000000000000004
alpha.comm[26],alpha.comm,1,15.999999999999998
alpha.comm[27],alpha.comm,1,16
alpha.comm[28],alpha.comm,1,16
alpha.comm[29],alpha.comm,1,16
alpha.comm[30],alpha.comm,1,16
alpha.comm[31],alpha.comm,1,16
alpha.comm[32],alpha.comm,1,16
alpha.comm[33],alpha.comm,1,16
alpha.comm[34],alpha.comm,1,16
alpha.comm[35],alpha.comm,1,16
alpha.comm[36],alpha.comm,1,16
alpha.comm[37],alpha.comm,1,16
alpha.comm[38],alpha.comm,1,16
alpha.comm[39],alpha.comm,1,16
alpha.comm[40],alpha.comm,1,15.999999999999998
alpha.comm[41],alpha.comm,1,16
alpha.comm[42],alpha.comm,1,16
alpha.comm[43],alpha.comm,1,16
alpha.comm[44],alpha.comm,1,16
alpha.comm[45],alpha.comm,1,16
alpha.comm[46],alpha.comm,1,16
alpha.comm[47],alpha.comm,1,16
alpha.comm[48],alpha.comm,1,15.999999999999998
alpha.comm[49],alpha.comm,1,16
alpha.comm[50],alpha.comm,1,16
alpha.comm[51],alpha.comm,1,16
alpha.comm[52],alpha.comm,1,16
alpha.comm[53],alpha.comm,1,16
alpha.comm[54],alpha.comm,1,16
alpha.comm[55],alpha.comm,1,16
alpha.comm[56],alpha.comm,1,16
alpha.comm[57],alpha.comm,1,16
alpha.comm[58],alpha.comm,1,15.999999999999998
alpha.comm[59],alpha.comm,1,16
alpha.comm[60],alpha.comm,1,16
alpha.comm[61],alpha.comm,1,16
alpha.comm[62],alpha.comm,1,16.000000000000004
alpha.comm[63],alpha.comm,1,16
alpha.comm[64],alpha.comm,1,16
alpha.comm[65],alpha.comm,1,16
alpha.comm[66],alpha.comm,1,16.000000000000004
alpha.comm[67],alpha.comm,1,16
alpha.comm[68],alpha.comm,1,16
alpha.comm[69],alpha.comm,1,16.000000000000004
alpha.comm[70],alpha.comm,1,16
alpha.comm[71],alpha.comm,1,16
alpha.comm[72],alpha.comm,1,16
alpha.comm[73],alpha.comm,1,16
alpha.comm[74],alpha.comm,1,16
alpha.comm[75],alpha.comm,1,16
alpha.comm[76],alpha.comm,1,16
alpha.comm[77],alpha.comm,1,15.999999999999998
alpha.comm[78],alpha.comm,1,16
alpha.comm[79],alpha.comm,1,15.999999999999998
alpha.comm[80],alpha.comm,1,16
alpha.comm[81],alpha.comm,1,16
alpha.comm[82],alpha.comm,1,16
alpha.comm[83],alpha.comm,1,16
alpha.comm[84],alpha.comm,1,16
alpha.comm[85],alpha.comm,1,16
alpha.comm[86],alpha.comm,1,16
alpha.comm[87],alpha.comm,1,15.999999999999998
alpha.comm[88],alpha.comm,1,16
alpha.comm[89],alpha.comm,1,16
alpha.comm[90],alpha.comm,1,16
alpha.comm[91],alpha.comm,1,16
alpha.comm[92],alpha.comm,1,16
alpha.comm[93],alpha.comm,1,16
alpha.comm[94],alpha.comm,1,16
alpha.comm[95],alpha.comm,1,16
alpha.comm[96],alpha.comm,1,16
alpha.comm[97],alpha.comm,1,15.999999999999998
alpha.comm[98],alpha.comm,1,16
alpha.comm[99],alpha.comm,1,16
alpha.comm[100],alpha.comm,1,16
alpha.comm[101],alpha.comm,1,16.000000000000004
alpha.comm[102],alpha.comm,1,15.999999999999998
alpha.comm[103],alpha.comm,1,16
alpha.comm[104],alpha.comm,1,16
alpha.comm[105],alpha.comm,1,15.999999999999998
alpha.comm[106],alpha.comm,1,15.999999999999998
alpha.comm[107],alpha.comm,1,16
alpha.comm[108],alpha.comm,1,16
alpha.comm[109],alpha.comm,1,16
alpha.comm[110],alpha.comm,1,16
alpha.comm[111],alpha.comm,1,16
alpha.comm[112],alpha.comm,1,16
alpha.comm[113],alpha.comm,1,16
alpha.comm[114],alpha.comm,1,16
alpha.comm[115],alpha.comm,1,16
alpha.comm[116],alpha.comm,1,15.999999999999998
alpha.comm[117],alpha.comm,1,15.999999999999996
alpha.comm[118],alpha.comm,1,16.000000000000004
alpha.comm[119],alpha.comm,1,16
alpha.comm[120],alpha.comm,1,16.000000000000004
alpha.comm[121],alpha.comm,1,16
alpha.comm[122],alpha.comm,1,16
alpha.comm[123],alpha.comm,1,15.999999999999998
alpha.comm[124],alpha.comm,1,16
alpha.comm[125],alpha.comm,1,16
alpha.comm[126],alpha.comm,1,16
alpha.comm[127],alpha.comm,1,16
alpha.comm[128],alpha.comm,1,16
alpha.comm[129],alpha.comm,1,15.999999999999998
alpha.comm[130],alpha.comm,1,16
alpha.comm[131],alpha.comm,1,16
alpha.comm[132],alpha.comm,1,16
alpha.comm[133],alpha.comm,1,16
alpha.comm[134],alpha.comm,1,16
alpha.comm[135],alpha.comm,1,16
alpha.comm[136],alpha.comm,1,16
alpha.comm[137],alpha.comm,1,16
alpha.comm[138],alpha.comm,1,16
alpha.comm[139],alpha.comm,1,16
alpha.comm[140],alpha.comm,1,16
alpha.comm[141],alpha.comm,1,16
alpha.comm[142],alpha.comm,1,16
alpha.comm[143],alpha.comm,1,16
alpha.comm[144],alpha.comm,1,16
alpha.comm[145],alpha.comm,1,16
alpha.comm[146],alpha.comm,1,16
alpha.comm[147],alpha.comm,1,16
alpha.comm[148],alpha.comm,1,16
alpha.comm[149],alpha.comm,1,16
alpha.comm[150],alpha.comm,1,16.000000000000004
alpha.comm[151],alpha.comm,1,16
alpha.comm[152],alpha.comm,1,16
alpha.comm[153],alpha.comm,1,16
alpha.comm[154],alpha.comm,1,16
alpha.comm[155],alpha.comm,1,16
alpha.comm[156],alpha.comm,1,16
alpha.comm[157],alpha.comm,1,16
alpha.comm[158],alpha.comm,1,16
alpha.comm[159],alpha.comm,1,16
alpha.comm[160],alpha.comm,1,16
alpha.comm[161],alpha.comm,1,16
alpha.comm[162],alpha.comm,1,16
alpha.comm[163],alpha.comm,1,16
alpha.comm[164],alpha.comm,1,16
alpha.comm[165],alpha.comm,1,16
alpha.comm[166],alpha.comm,1,16
alpha.comm[167],alpha.comm,1,16
alpha.comm[168],alpha.comm,1,16
alpha.comm[169],alpha.comm,1,16
alpha.comm[170],alpha.comm,1,16
alpha.comm[171],alpha.comm,1,16
alpha.comm[172],alpha.comm,1,16
alpha.comm[173],alpha.comm,1,16
alpha.comm[174],alpha.comm,1,16
alpha.comm[175],alpha.comm,1,16
alpha.comm[176],alpha.comm,1,16
alpha.comm[177],alpha.comm,1,16.000000000000004
alpha.comm[178],alpha.comm,1,15.999999999999998
alpha.comm[179],alpha.comm,1,16
alpha.comm[180],alpha.comm,1,16
alpha.comm[181],alpha.comm,1,16
alpha.comm[182],alpha.comm,1,16
alpha.comm[183],alpha.comm,1,16.000000000000004
alpha.comm[184],alpha.comm,1,16
alpha.comm[185],alpha.comm,1,16
alpha.comm[186],alpha.comm,1,16
alpha.comm[187],alpha.comm,1,16.000000000000004
alpha.comm[188],alpha.comm,1,16.000000000000004
alpha.comm[189],alpha.comm,1,16
alpha.comm[190],alpha.comm,1,16
alpha.comm[191],alpha.comm,1,16
alpha.comm[192],alpha.comm,1,16
alpha.comm[193],alpha.comm,1,16
alpha.comm[194],alpha.comm,1,16
alpha.comm[195],alpha.comm,1,16
alpha.comm[196],alpha.comm,1,16
alpha.comm[197],alpha.comm,1,16
alpha.comm[198],alpha.comm,1,15.999999999999998
alpha.comm[199],alpha.comm,1,16
alpha.comm[200],alpha.comm,1,16
alpha.comm[201],alpha.comm,1,16
alpha.comm[202],alpha.comm,1,16
alpha.comm[203],alpha.comm,1,16
alpha.comm[204],alpha.comm,1,16
alpha.comm[205],alpha.comm,1,16
alpha.comm[206],alpha.comm,1,16
alpha.comm[207],alpha.comm,1,16
alpha.comm[208],alpha.comm,1,16
alpha.comm[209],alpha.comm,1,16
alpha.comm[210],alpha.comm,1,16
alpha.comm[211],alpha.comm,1,16
alpha.comm[212],alpha.comm,1,16
alpha.comm[213],alpha.comm,1,16
alpha.comm[214],alpha.comm,1,16
alpha.comm[215],alpha.comm,1,16.000000000000004
alpha.comm[216],alpha.comm,1,16
alpha.comm[217],alpha.comm,1,16
alpha.comm[218],alpha.comm,1,16
alpha.comm[219],alpha.comm,1,16
alpha.comm[220],alpha.comm,1,16.000000000000004
alpha.comm[221],alpha.comm,1,16
alpha.comm[222],alpha.comm,1,16
alpha.comm[223],alpha.comm,1,16
alpha.comm[224],alpha.comm,1,16
alpha.comm[225],alpha.comm,1,16
alpha.comm[226],alpha.comm,1,16
alpha.comm[227],alpha.comm,1,16
alpha.comm[228],alpha.comm,1,16
alpha.comm[229],alpha.comm,1,16
alpha.comm[230],alpha.comm,1,15.999999999999998
alpha.comm[231],alpha.comm,1,16
alpha.comm[232],alpha.comm,1,16
alpha.comm[233],alpha.comm,1,16
alpha.comm[234],alpha.comm,1,16
alpha.comm[235],alpha.comm,1,16
alpha.comm[236],alpha.comm,1,16
alpha.comm[237],alpha.comm,1,15.999999999999998
alpha.comm[238],alpha.comm,1,16
alpha.comm[239],alpha.comm,1,16.000000000000004
alpha.comm[240],alpha.comm,1,16
alpha.comm[241],alpha.comm,1,16
alpha.comm[242],alpha.comm,1,16
alpha.comm[243],alpha.comm,1,16
alpha.comm[244],alpha.comm,1,16
alpha.comm[245],alpha.comm,1,16
alpha.comm[246],alpha.comm,1,16
alpha.comm[247],alpha.comm,1,16
alpha.comm[248],alpha.comm,1,16
alpha.comm[249],alpha.comm,1,16
alpha.comm[250],alpha.comm,1,16.000000000000004
alpha.comm[251],alpha.comm,1,16
alpha.comm[252],alpha.comm,1,15.999999999999998
alpha.comm[253],alpha.comm,1,15.999999999999996
alpha.comm[254],alpha.comm,1,16
alpha.comm[255],alpha.comm,1,16
alpha.comm[256],alpha.comm,1,16
alpha.comm[257],alpha.comm,1,16
alpha.comm[258],alpha.comm,1,16
alpha.comm[259],alpha.comm,1,16
alpha.comm[260],alpha.comm,1,16.000000000000004
alpha.comm[261],alpha.comm,1,16
alpha.comm[262],alpha.comm,1,16
alpha.comm[263],alpha.comm,1,16
alpha.comm[264],alpha.comm,1,16
alpha.comm[265],alpha.comm,1,16
alpha.comm[266],alpha.comm,1,16
alpha.comm[267],alpha.comm,1,16
alpha.comm[268],alpha.comm,1,16
alpha.comm[269],alpha.comm,1,15.999999999999998
alpha.comm[270],alpha.comm,1,16
alpha.comm[271],alpha.comm,1,16
alpha.comm[272],alpha.comm,1,16
alpha.comm[273],alpha.comm,1,16
alpha.comm[274],alpha.comm,1,15.999999999999998
alpha.comm[275],alpha.comm,1,16
alpha.comm[276],alpha.comm,1,16
alpha.comm[277],alpha.comm,1,16
alpha.comm[278],alpha.comm,1,16
alpha.comm[279],alpha.comm,1,16
alpha.comm[280],alpha.comm,1,16
alpha.comm[281],alpha.comm,1,16
alpha.comm[282],alpha.comm,1,16
alpha.comm[283],alpha.comm,1,16
alpha.comm[284],alpha.comm,1,16
alpha.comm[285],alpha.comm,1,15.999999999999998
alpha.comm[286],alpha.comm,1,16
alpha.comm[287],alpha.comm,1,16
alpha.comm[288],alpha.comm,1,16
alpha.comm[289],alpha.comm,1,16
alpha.comm[290],alpha.comm,1,16
alpha.comm[291],alpha.comm,1,16.000000000000004
alpha.comm[292],alpha.comm,1,16
alpha.comm[293],alpha.comm,1,16
alpha.comm[294],alpha.comm,1,16
alpha.comm[295],alpha.comm,1,16
alpha.comm[296],alpha.comm,1,16
alpha.comm[297],alpha.comm,1,16
alpha.comm[298],alpha.comm,1,16
alpha.comm[299],alpha.comm,1,16
alpha.comm[300],alpha.comm,1,16
alpha.comm[301],alpha.comm,1,16
alpha.comm[302],alpha.comm,1,15.999999999999996
alpha.comm[303],alpha.comm,1,15.999999999999998
alpha.comm[304],alpha.comm,1,16
alpha.comm[305],alpha.comm,1,16
alpha.comm[306],alpha.comm,1,16
alpha.comm[307],alpha.comm,1,16
alpha.comm[308],alpha.comm,1,16
alpha.comm[309],alpha.comm,1,16.000000000000004
alpha.comm[310],alpha.comm,1,16
alpha.comm[311],alpha.comm,1,16
alpha.comm[312],alpha.comm,1,16
alpha.comm[313],alpha.comm,1,16
alpha.comm[314],alpha.comm,1,16.000000000000004
alpha.comm[315],alpha.comm,1,16
alpha.comm[316],alpha.comm,1,16
alpha.comm[317],alpha.comm,1,16
alpha.comm[318],alpha.comm,1,16
alpha.comm[319],alpha.comm,1,15.999999999999998
alpha.comm[320],alpha.comm,1,16
alpha.comm[321],alpha.comm,1,16.000000000000004
alpha.comm[322],alpha.comm,1,16
alpha.comm[323],alpha.comm,1,16
alpha.comm[324],alpha.comm,1,16
alpha.comm[325],alpha.comm,1,16
alpha.comm[326],alpha.comm,1,15.999999999999998
alpha.comm[327],alpha.comm,1,16
alpha.comm[328],alpha.comm,1,16
alpha.comm[329],alpha.comm,1,15.999999999999998
alpha.comm[330],alpha.comm,1,16
alpha.comm[331],alpha.comm,1,15.999999999999998
alpha.comm[332],alpha.comm,1,16
alpha.comm[333],alpha.comm,1,16
alpha.comm[334],alpha.comm,1,16
alpha.comm[335],alpha.comm,1,16
alpha.comm[336],alpha.comm,1,15.999999999999998
alpha.comm[337],alpha.comm,1,16
alpha.comm[338],alpha.comm,1,15.999999999999998
alpha.comm[339],alpha.comm,1,16
alpha.comm[340],alpha.comm,1,16
alpha.comm[341],alpha.comm,1,16
alpha.comm[342],alpha.comm,1,16
alpha.comm[343],alpha.comm,1,16
alpha.comm[344],alpha.comm,1,15.999999999999998
alpha.comm[345],alpha.comm,1,16
alpha.comm[346],alpha.comm,1,16
alpha.comm[347],alpha.comm,1,16
alpha.comm[348],alpha.comm,1,16
alpha.comm[349],alpha.comm,1,16
alpha.comm[350],alpha.comm,1,16
alpha.comm[351],alpha.comm,1,16
alpha.comm[352],alpha.comm,1,16
alpha.comm[353],alpha.comm,1,16
alpha.comm[354],alpha.comm,1,16
alpha.comm[355],alpha.comm,1,15.999999999999998
alpha.comm[356],alpha.comm,1,15.999999999999996
alpha.comm[357],alpha.comm,1,16
alpha.comm[358],alpha.comm,1,16
alpha.comm[359],alpha.comm,1,16
alpha.comm[360],alpha.comm,1,16
alpha.comm[361],alpha.comm,1,16
alpha.comm[362],alpha.comm,1,15.999999999999998
alpha.comm[363],alpha.comm,1,16
alpha.comm[364],alpha.comm,1,16
alpha.comm[365],alpha.comm,1,15.999999999999998
alpha.comm[366],alpha.comm,1,16
alpha.comm[367],alpha.comm,1,16
alpha.comm[368],alpha.comm,1,16
alpha.comm[369],alpha.comm,1,15.999999999999998
alpha.comm[370],alpha.comm,1,15.999999999999998
alpha.comm[371],alpha.comm,1,16
alpha.comm[372],alpha.comm,1,16
alpha.comm[373],alpha.comm,1,15.999999999999998
alpha.comm[374],alpha.comm,1,16
alpha.comm[375],alpha.comm,1,16
alpha.comm[376],alpha.comm,1,16
alpha.comm[377],alpha.comm,1,16
alpha.comm[378],alpha.comm,1,16
alpha.comm[379],alpha.comm,1,15.999999999999998
alpha.comm[380],alpha.comm,1,16.000000000000004
alpha.comm[381],alpha.comm,1,16
alpha.comm[382],alpha.comm,1,16
alpha.comm[383],alpha.comm,1,16
alpha.comm[384],alpha.comm,1,16
alpha.comm[385],alpha.comm,1,16
alpha.comm[386],alpha.comm,1,16
alpha.comm[387],alpha.comm,1,16
alpha.comm[388],alpha.comm,1,15.999999999999998
alpha.comm[389],alpha.comm,1,16
alpha.comm[390],alpha.comm,1,16.000000000000004
alpha.comm[391],alpha.comm,1,16
alpha.comm[392],alpha.comm,1,16
alpha.comm[393],alpha.comm,1,16
alpha.comm[394],alpha.comm,1,16
alpha.comm[395],alpha.comm,1,16
alpha.comm[396],alpha.comm,1,16
alpha.comm[397],alpha.comm,1,16
alpha.comm[398],alpha.comm,1,16
alpha.comm[399],alpha.comm,1,16
alpha.comm[400],alpha.comm,1,16.000000000000004
alpha.comm[401],alpha.comm,1,16
alpha.comm[402],alpha.comm,1,16
alpha.comm[403],alpha.comm,1,15.999999999999998
alpha.comm[404],alpha.comm,1,16
alpha.comm[405],alpha.comm,1,16
alpha.comm[406],alpha.comm,1,16
alpha.comm[407],alpha.comm,1,16
alpha.comm[408],alpha.comm,1,15.999999999999998
alpha.comm[409],alpha.comm,1,16
alpha.comm[410],alpha.comm,1,16
alpha.comm[411],alpha.comm,1,16
alpha.comm[412],alpha.comm,1,16
alpha.comm[413],alpha.comm,1,15.999999999999996
alpha.comm[414],alpha.comm,1,16
alpha.comm[415],alpha.comm,1,16
alpha.comm[416],alpha.comm,1,16
alpha.comm[417],alpha.comm,1,16
alpha.comm[418],alpha.comm,1,16
alpha.comm[419],alpha.comm,1,16
alpha.comm[420],alpha.comm,1,16
alpha.comm[421],alpha.comm,1,16
alpha.comm[422],alpha.comm,1,16.000000000000004
alpha.comm[423],alpha.comm,1,16
alpha.comm[424],alpha.comm,1,16
alpha.comm[425],alpha.comm,1,16.000000000000004
alpha.comm[426],alpha.comm,1,15.999999999999998
alpha.comm[427],alpha.comm,1,15.999999999999998
alpha.comm[428],alpha.comm,1,16
alpha.comm[429],alpha.comm,1,16
alpha.comm[430],alpha.comm,1,16
alpha.comm[431],alpha.comm,1,16
alpha.comm[432],alpha.comm,1,15.999999999999998
alpha.comm[433],alpha.comm,1,16
alpha.comm[434],alpha.comm,1,16
alpha.comm[435],alpha.comm,1,16
alpha.comm[436],alpha.comm,1,16
alpha.comm[437],alpha.comm,1,16
alpha.comm[438],alpha.comm,1,15.999999999999998
alpha.comm[439],alpha.comm,1,15.999999999999998
alpha.comm[440],alpha.comm,1,16
alpha.comm[441],alpha.comm,1,16
alpha.comm[442],alpha.comm,1,16
alpha.comm[443],alpha.comm,1,16
alpha.comm[444],alpha.comm,1,16
alpha.comm[445],alpha.comm,1,16
alpha.comm[446],alpha.comm,1,16
alpha.comm[447],alpha.comm,1,16
alpha.comm[448],alpha.comm,1,15.999999999999998
alpha.comm[449],alpha.comm,1,16
alpha.comm[450],alpha.comm,1,16
alpha.comm[451],alpha.comm,1,16
alpha.comm[452],alpha.comm,1,15.999999999999998
alpha.comm[453],alpha.comm,1,16
alpha.comm[454],alpha.comm,1,16
alpha.comm[455],alpha.comm,1,16
alpha.comm[456],alpha.comm,1,16
alpha.comm[457],alpha.comm,1,16
alpha.comm[458],alpha.comm,1,16
alpha.comm[459],alpha.comm,1,15.999999999999998
alpha.comm[460],alpha.comm,1,16
alpha.comm[461],alpha.comm,1,16
alpha.comm[462],alpha.comm,1,16
alpha.comm[463],alpha.comm,1,16
alpha.comm[464],alpha.comm,1,16
alpha.comm[465],alpha.comm,1,16
alpha.comm[466],alpha.comm,1,15.999999999999998
alpha.comm[467],alpha.comm,1,16
alpha.comm[468],alpha.comm,1,16
alpha.comm[469],alpha.comm,1,16
alpha.comm[470],alpha.comm,1,15.999999999999998
alpha.comm[471],alpha.comm,1,16.000000000000004
alpha.comm[472],alpha.comm,1,16
alpha.comm[473],alpha.comm,1,16
alpha.comm[474],alpha.comm,1,16
alpha.comm[475],alpha.comm,1,16.000000000000004
alpha.comm[476],alpha.comm,1,16
alpha.comm[477],alpha.comm,1,16
alpha.comm[478],alpha.comm,1,16
alpha.comm[479],alpha.comm,1,16
alpha.comm[480],alpha.comm,1,16
alpha.comm[481],alpha.comm,1,16
alpha.comm[482],alpha.comm,1,16.000000000000004
alpha.comm[483],alpha.comm,1,15.999999999999996
alpha.comm[484],alpha.comm,1,16
alpha.comm[485],alpha.comm,1,16
alpha.comm[486],alpha.comm,1,16
alpha.comm[487],alpha.comm,1,16
alpha.comm[488],alpha.comm,1,16
alpha.comm[489],alpha.comm,1,16
alpha.comm[490],alpha.comm,1,16
alpha.comm[491],alpha.comm,1,16
alpha.comm[492],alpha.comm,1,16
alpha.comm[493],alpha.comm,1,16
alpha.comm[494],alpha.comm,1,16
alpha.comm[495],alpha.comm,1,16
alpha.comm[496],alpha.comm,1,16
alpha.comm[497],alpha.comm,1,16
alpha.comm[498],alpha.comm,1,16
alpha.comm[499],alpha.comm,1,16
alpha.comm[500],alpha.comm,1,15.999999999999998
alpha.comm[501],alpha.comm,1,16
alpha.comm[502],alpha.comm,1,16
alpha.comm[503],alpha.comm,1,16
alpha.comm[504],alpha.comm,1,16
alpha.comm[505],alpha.comm,1,15.999999999999998
alpha.comm[506],alpha.comm,1,16
alpha.comm[507],alpha.comm,1,16
alpha.comm[508],alpha.comm,1,16
alpha.comm[509],alpha.comm,1,16
alpha.comm[510],alpha.comm,1,16
alpha.comm[511],alpha.comm,1,16
alpha.comm[512],alpha.comm,1,16
alpha.comm[513],alpha.comm,1,16
alpha.comm[514],alpha.comm,1,16
alpha.comm[515],alpha.comm,1,15.999999999999998
alpha.comm[516],alpha.comm,1,16
alpha.comm[517],alpha.comm,1,15.999999999999998
alpha.comm[518],alpha.comm,1,16
alpha.comm[519],alpha.comm,1,16
alpha.comm[520],alpha.comm,1,16
alpha.comm[521],alpha.comm,1,16
alpha.comm[522],alpha.comm,1,16
alpha.comm[523],alpha.comm,1,16
alpha.comm[524],alpha.comm,1,16
alpha.comm[525],alpha.comm,1,16
alpha.comm[526],alpha.comm,1,16
alpha.comm[527],alpha.comm,1,16
alpha.comm[528],alpha.comm,1,16
alpha.comm[529],alpha.comm,1,16
alpha.comm[530],alpha.comm,1,16
alpha.comm[531],alpha.comm,1,16
alpha.comm[532],alpha.comm,1,16
alpha.comm[533],alpha.comm,1,16
alpha.comm[534],alpha.comm,1,16.000000000000004
alpha.comm[535],alpha.comm,1,16
alpha.comm[536],alpha.comm,1,16
alpha.comm[537],alpha.comm,1,16.000000000000004
alpha.comm[538],alpha.comm,1,16
alpha.comm[539],alpha.comm,1,16
alpha.comm[540],alpha.comm,1,16
alpha.comm[541],alpha.comm,1,16
alpha.comm[542],alpha.comm,1,16
alpha.comm[543],alpha.comm,1,16
alpha.comm[544],alpha.comm,1,15.999999999999998
alpha.comm[545],alpha.comm,1,16
alpha.comm[546],alpha.comm,1,16.000000000000004
alpha.comm[547],alpha.comm,1,16
alpha.comm[548],alpha.comm,1,16.000000000000004
alpha.comm[549],alpha.comm,1,16
alpha.comm[550],alpha.comm,1,16.000000000000004
alpha.comm[551],alpha.comm,1,16
alpha.comm[552],alpha.comm,1,16
alpha.comm[553],alpha.comm,1,16
alpha.comm[554],alpha.comm,1,16
alpha.comm[555],alpha.comm,1,15.999999999999998
alpha.comm[556],alpha.comm,1,16
alpha.comm[557],alpha.comm,1,16
alpha.comm[558],alpha.comm,1,16
alpha.comm[559],alpha.comm,1,16
alpha.comm[560],alpha.comm,1,16
alpha.comm[561],alpha.comm,1,16
alpha.comm[562],alpha.comm,1,16
alpha.comm[563],alpha.comm,1,16
alpha.comm[564],alpha.comm,1,16
alpha.comm[565],alpha.comm,1,16
alpha.comm[566],alpha.comm,1,16
alpha.comm[567],alpha.comm,1,16
alpha.comm[568],alpha.comm,1,16
alpha.comm[569],alpha.comm,1,16
alpha.comm[570],alpha.comm,1,16
alpha.comm[571],alpha.comm,1,16.000000000000004
alpha.comm[572],alpha.comm,1,16
alpha.comm[573],alpha.comm,1,16
alpha.comm[574],alpha.comm,1,16
alpha.comm[575],alpha.comm,1,16
